,0
14174,"Society scare, Warden (F.) 6d.
July II"
14175,"Society sketches in the 18th century, Pearson
(N.) 125. 6d. net...
.Oct. II"
14176,"Sociological Soc., American-5th annual meeting,
&c., 6s. net
..Oct. II"
14177,"Sociology applied to politics, Crozier (J. B.)
July 11"
14178,"Sociology, Historical, Granger (F.) 35. 6d. net
Oct. II"
14179,"Socratica, Varia, Taylor (E. E.) ist ser., 78. 6d. net
Apr. ir
Soggarth's last verses, Russell (M.) 25. net Apr. II"
14180,"Soil, Fertility of, Hall (A. D.) is. net.... July 11"
14181,"Soil, Lessons on, Russell (E. .J) is. 6d... May II"
14182,"Soil, Story of the, Hopkins (C. G.) 6s, net Sep. II"
14183,"Solace of Pilgrimes, Capgrave (J.) 75. 6d. net
Oct. 11"
14184,"Solar Eclipse exped. to Port Davey, May 1910,
McClean (P. K.) 5s. net....
Nov. 11"
14185,"Solar-life, May (T.) is, net..
.Aug. II"
14186,"Solar Research (International Union for Co-
operation in)-Transactions,
8vo.
93 x6, pp. 240, 7s. 60. net
SHERRATT & H., Oct. II"
14187,"Soldier of fortune, Hodder (R.) 6d, net....Oct. II"
14188,"Soldier's son, Lyster (A.) IS.
..Nov. II"
14189,"Soldiers, Great, Hari (G. H.) 35. 6d. net Jan. II"
14190,"Soldiers : Life in the Legion, Martyn (F.) 7s. 6d.
net
...Oct. 11"
14191,"Soldiers of the Cross, Pollard (E. F.) 28... Oct. II"
14192,... Oct. 11
14193,"9s. net
Vol. 3.
35. 6d."
14194,"Songs of a Sourdough, Service (R. W.) 35. 6d. net
Sep. 11"
14195,"Songs of bonnie Scotland, Wintle (W. J.) 35. 60.
Det
..Oct. II"
14196,"Songs of England. 16mo. 3# X2}, Ithr. is. net
(Langham booklets, 63) ....SIEGLE, H., June II"
14197,"Songs of experience, Blake (W.) is. net .. June 11"
14198,"Songs of home and country, Rowe (A. E.) is.
July 11"
14199,"Songs of innocence, Blake (W.) is. net June II"
14200,"Songs of joy, &c., Davies (W. H.) 28. 6d. net
Νου. ΙΙ"
14201,"Songs of nature and of home, Cameron (M.) is.
May it
Songs of old England, Wintle (W. J.) 35., 6d. net
Oct. II"
14202,"Songs of rest, Gerald (A. F.) 25. net
.Dec. 11"
14203,"Songs of the double star, Leathem (G.) 28. net
Mar. II"
14204,"Songs of the Ettrick Shepherd, Hogg (J.) 25. 60.
net
Dec. II"
14205,"Songs of the road, Doyle (Sir A. C.) 5S... Mar. II"
14206,"Songs of two cities ; by Hari-Kari, Cr. 8vo.
71 x 41, pp. 132, 28. 6d. net
FRASER, ASHER, Føb. II"
14207,"Sonnets, Shakespeare (W.) is. net......
. July 11"
14208,"Sonnets and poems, Finch (F.) is. net ....Feb. il"
14209,"Sonnets, Little gamer of, 6d., IS...........0d. 11"
14210,"Sonnets, Love, Browning (E. B.) 25. 6d. net
July 11"
14211,"Sonnets, Love, Browning (E. B.) 35. 60., 4s. 6d.
net
July 11"
14212,"Sonnets of S. Africa, Crouch (E. H.) 25. net
July II"
14213,"Soothill (W. E.)-The Analects of Confucius;
Cr. 8vo. 218. net ... .... OLIPHANT, Mar. II"
14214,"Sophocles-Oedipus, King of Thebes. Trans, into
English rhyming verse with explanatory notes
by Gilbert Murray. Cr. 8vo. 73 x5, pp. 104,
25. net, swd., Is, net ...G. ALLEN, Feb. II"
14215,"Sorceress of Paris, Ditchfield (P. H.) is. net
June II"
14216,"Sorenson (Edward S.)-Life in the Australian
backblocks. Illus. Cr. 8vo. 71 x 41, pp. 296,
35. 6d. net..... .WHITCOMBE & T., Nov. II"
14217,"Sorloy (W.R.)-The Moral life and moral worth.
Ryl. 16mo., pp. 156, is. net ; Ithr. 25. 6d. net
(Cambridge manuals)
CAMB. UNIV. PRESS, Od. II"
14218,"Sorrow for sin, Nagle (E.) 25. net .... .. Jan. II"
14219,"Sorrows of a sheriff in the 15th century (Paston),
Betts (I.), is. net
.Mar. II"
14220,"Sorsbie (R. P.)-Geology for beginners. Cr. 8vo.
8 X54, pp. 452, Ios. 6d. net ..C. GRIFFIN, J an.
Sothern (J. W.)—Marine indicator cards. 8vo.
91x6, pp. 180, 55. net ..C. LOCKWOOD, July II"
14221,"Sother (J. W.)—"" Verbal” notes and sketches
for marine engineers. 7th edit., enlarged,
re-written and re-illus, Ryl. 8vo. 95 X6,
pp. 660, Ios. 6d. net......J. MUNRO, Oct. II"
14222,"Soul apart, Sergeant (A.) 7d. net June II"
14223,"Soul, Forty questions of, &c., Boehme (J.) 1os. 6d.
net..
May 11"
14224,"Soul, Mirror of the : selections from Ruskin (J.)
6d., IS.
....Oct. II"
14225,"Soul of London, Hueffer (F. M.) 25. 6d. net
Nov. II"
14226,"Soul of Margaret Rand, Meade (L. T.) 6s. Aug. II"
14227,"Soul of the Far East, Lowell (P.) 7s. net. . Nov. II"
14228,"Soul of the Moor, Jolly (S. D.) 25. net.... June II"
14229,"Soul of the snows, Dennis (D. H.) 6s.
..Feb. II"
14230,"Soul of the world, Dearmer (Mrs. P.) 25. 6d., is. net
Νου. ΙΙ"
14231,"Soul, Psychology of the Christian, Steven (G.) 6s.
Oct. II"
14232,"Soulié-L'Enfant des Grenadiers, &c. Edit.
by H. L. Hutton. 12mo. Is. (Oxford junior
French ser.) (Clarendon Press) FROWDE, OC. II"
14233,"Souls and stones, Sanderson (E. M.) is. net
Dec. II"
14234,"Soul's atlas, sermons, Shannon (P. F.) 3s. 6d. net
Nov. II"
14235,
14236,"Soul's burden, Judd (A. M.) 6s. . June 11"
14237,"Souls, Some noble, Severs (E.) 45. 6d. net Feb. II"
14238,"Soul's triumphant way, Hutton (J. A.) is. net
Mar. II"
14239,"soulsby (L. H. M.)-Sunday letters to unknown
friends. Cr. 8vo. 8 X51, pp. 130, Is. 6d. net,
gwd. IS, net
.LONGMANS, Apr. II"
14240,"Sound charts, Rausch (F.) and Jones (D.) 125. 60,
net
· Aug. 11"
14241,"Sound in the organ and orchestra, Smith (H.) 6s.
Oct. 11"
14242,"Soundless tide, Crichton (F. E.) 65. .Feb. II"
14243,"South (Weston)-The Parson and clerk : a legend
of the Devon coast ; with an illus. by Ida M.
Bogue. 121110., pp. 20, swd. 6d.
WESSEX PRESS, Aug. II"
14244,"South Africa to-day, Fyfe (H. H.) Ios. 6d. net
Sep. II"
14245,"South African sketches and stories. 19th ser.
8vo., swd. 6d....... "" SOUTH AFRICA,"" June II"
14246,"South African Who's who, 1911. Roy. 8vo., lthr.,
2 IS. net
.....G. ALLEN, July II"
14247,"South Sea bubbles. By the Earl and the Doctor.
Pop. edit. 121110., pp. 334, is. net
MACMILLAN, July 11"
14248,"South Sea buccaneer, Dorrington (A.) 6s.
Oct. II"
14249,"South Seas, In the strange, Grimshaw (B.) is. net
July 11"
14250,"Southern Cross, Pastels under the, Woods (M. L.)
6s, net...
..Oct. 11"
14251,"Southey (Robert)-Life of Nelson. Edit., with
intro. and notes, by H. B. Butler. Cr. 8vo.,
29, 6d.
...FROWDE, Oct. II"
14252,"Southey (Robert)-The Life of Nelson. Intro. by
John Masefield ; designs by Frank Brangwyn.
Ryl, 8vo. 101 X7, pp. 304, 75. 60. net; half
Ithr., 21s. net...
GIBBINGS, Nov. 11"
14253,"Southey (Robert)-The Life of Nelson. With
designs by Frank Brangwyn. Ryl. 8vo. 71 X7,
pp. 302, 75. 6d. net........GIBBINGS, Nov. II"
14254,"South worth (I. W.)--Divine love vindicated.
Cr. Svo. 74 X5, pp. 320, 35. 6d. net LONG, Dec.it
Souttar (Robinson)—The Story of ancient Egypt.
12mo., pp. 250, is. net (Useful knowledge lib.)
HODDER & S., Oct. 11"
14255,"Souvestre (Emile)-Le Parchemin du docteur.
Cr. 8vo, Is. 6d.
. MURRAY, Mar. II"
14256,"Sovereign power, Luther (M. L.) 65. ....June II"
14257,"Sovereignty, Corporate nature of Eng., Lucas
(W. W.) 28. 6d. net
.Oct. II"
14258,"Sovereignty of the sea, Fulton (T. W.) 255. net
Mar. II"
14259,"80 werby (Millicent and Githa)-The Merry book :
pictured by M.S.; told by G.S. Ryl. 16mo.
7 X5t, is. net
.FROWDE, Oct. II"
14260,"80 werby (Millicent and Githa)--My birthday :
pictures by M.S.; verses by G.S. Ryl. 16mo.
7X51, is. net
.FROWDE, Oct. 11"
14261,"Sowers, Merriman (H. S.) is. net . Apr. 11"
14262,"Sowman (Arthur), see Watkins (W. E.) and
Sowman.
Soyer (Nicholas)-Soyer's Paper-bag cookery,
12mo. 62 X 4, pp. 112, is. net
A. MELROSE, June II"
14263,"Space and spirit, Kennedy (R. A.) Is. 6d. net
June 11"
14264,"Spaight (J. M.)—War rights on land. 8vo. 9 X5,
pp. 532, 125, net
. MACMILLAN, Mar, II"
14265,"Spain (G. L.)- Jottings from a corner of the moors.
Originally written for Our Quarterly Record.”
Cr. 8vo. 74 X5, pp. 250, 4s. net
SIMPKIN, Mar. II"
14266,"Spain, Calvert (A. F.) 425. net ..Mar. 11"
14267,"Spain, Cathedrals of, Gade (J. A.) 215, net Apr. II"
14268,"Spain, Cook's landbk. for (Calvert) 7s. 6d. net
Νου. ΙΙ"
14269,"Spain, Four months afoot in, Franck (H. A.)
8s. 6d. net.
..Νου. ΙΙ"
14270,"Spain, Heroic, O'Reilly (E. B.) 75. 6d. net Feb. II"
14271,"Spain, Magic of, Bell (A. F. G.) 55. net..Sep. II"
14272,"Spain, Queens of old, Hume (M.) 6s. net.. Dec. II"
14273,"Spain, Relations of the U.S. and, Chudrick (P. E.)
315. 6d. net..
Spain revisited, Hartley (C. G.) 125. 6d. net Nov. II"
14274,"Spain, Truth about, Ward (G. H. B.) 75. 6d. net
Jan. II"
14275,"Spalding's Association football annual for 1911.
Ryl. 16mo, swd. 6d, net
BRITISI SPORTS PUB. Co., Sep. 11"
14276,"Spalding's Cricket annual, 1911. Ryl. 16mo.,
swd., 6d, net
BRITISH SPORTS PUB. Co., May II"
14277,"Spalding's Golfers' annual for 1911. Ryl. 16mo,
swd. 6d, net..BRITISH SPORTS PUB Co., Mar. 11"
14278,"Spaldings' Official athletic almanac for 1911.
Ryl. 16mo. swd. 6d. net
BRITISH SPORTS PUB. Co., Feb. II"
14279,"Spalding's Lawn Tennis annual, 1911. Ryl. 16mo.
swd. 6d. net. BRITISH SPORTS PUB Co., May II"
14280,"Spalding's Rugby football annual for 1911.
Ryl. 16mo. swd. 6d. net
BRITISH SPORTS PUB. Co., Oct. II"
14281,"Spanish and Eng. dict., Wessely (J. E.) and
Gironé's (Unwin's) 25. net
. . Apr. II"
14282,"Spanish and Eng. dict., New, Angeli (A.). 6s.
July 11"
14283,"Spanish-Eng. and E.-S. phrase bk., Macdonald
(G. R.) 35.
.Νου. 11"
14284,"Spanish gold, Birmingham (G. A.) is. net Aug. II"
14285,"Spanish grammar, Pitman's commercial, Toledano
(C. A.) 25. 6d. net..
.Sep. II"
14286,"Spanish grammar, Commercial, Toledano (C: A.)
28. od. net.
...Oct. II"
14287,"Spanish Main, Eliz. adventures upon, Hyamson
(A. M.) 3s. 6d.
.. Oct. II"
14288,"Spanish sketches, Penfield (E.) 78. 6d. net Nov. 11"
14289,"Spanish voyages, Early, Markham (Sir C.) 20s. net
Aug. 11"
14290,"Spanish, What you want to say in, Hernan (W. J.)
IS. net
.Feb. II"
14291,"Spargo (John)-Karl Marx: his life and work.
8vo., Ss. 6d. net
NATIONAL LABOUR PRESS, May II"
14292,"Sparrow (Walter Shaw-) see Shaw-Sparrow.
Speakers and players, lints to, Filippi (R.!
3s. 6.7. net.
.Nov. 11"
14293,"Speakers, Cyclop, of illustrations for public, Scott
(R.) and Stiles (W. C.) 20s. .
..Apr. II"
14294,"Speakers of the House of Commons, Dasent
(A. I.) 21s, net..
· Ap. 11"
14295,"Speaking, Public, O'Dell (G. E.) 6d. net.. Sep. II"
14296,"Species, Origin of, Darwin (C.) is. net Feb. II"
14297,"Spectra, Pressure upon arc, Duffield (W. G.)
Nos. 3-4, 25. 6d. net
Mar. 11"
14298,"Speculations of John Steele, Barr (R.) 6d. Feb. 11"
14299,"Speculum animæ, Inge (W. R.) is. 6d. net Mar. II"
14300,"Speech for special occasions, Knapp (E. A.)
and French (J. C.) 5s, net
Mar, II"
14301,"Speech in Central and S. Africa, Madan (A, C.)
6s, net
.Jan. 11"
14302,"Speeches and new letters, Ibsen (H.) 7s. 6d. net
July 11"
14303,"Speed (Flora and Lancelot)—The Adventures
of Prince Kebole : a story of the Limbersnigs.
4to. 10 x8}, pp. 80, 25. 6d. net
WARNE, Oct. II"
14304,"Speed (Maude)--A Yachtswoman's cruises, and
some steamer voyages. Illus. 8vo, 81 X54,
pp. 280, 6s. net..... ...LONGMANS, Dec. II"
14305,"Speer (A. E.)-Annual and biennial garden
plants : their value and uses; with full
instructions for their cultivation. 8vo. 97 x6,
pp. 276, 78. 6d, net
........MURRAY, Feb, II"
14306,"Speer (Robert E.)-How to deal with temptation :
an address to young men. Re-issue. Cr. 8vo.
7* X 5, pp. 52, is. net MARSHALL BROS. Dec, 11"
14307,"Speer (Robert E.)-Some great leaders in the
world of thought. Cr. 8vo. 71x5, pp. 296,
3s. 6d. net...
REVELL, Nov. II"
14308,"Speight (T. W.)-Foiled : a tale of the “Thirties.”
Cr. 8vo. 73 X5, pp. 288, 6s. DIGBY, L., Od. 11"
14309,
14310,
14311,"Spurrell (H. G. F.)-Patriotism : biological
study. Cr. 8vo. 71 X 44, pp. 176, 25. 6d. net
BELL, May 11"
14312,"Squares, cubes, square roots, &c., Tables,
Barlow's, 4s. net
.Feb. II"
14313,"Squire Fox and his little family. 4to. 74 x64,
pp 42, bds. is. net
.FROWDE, Oct. II"
14314,"Squire's heir, Everett-Green (E.) 35. 6d... Sep. II"
14315,"Stabb (John)-Some old Devon churches : their
rood screens, pulpits, fonts, &c. Vol. 2. Illus,
8vo. 81 X5), pp. 194 and 162 plates, 7s. 6d. net
SIMPKIN, Apr. 11"
14316,"Stables (Gordon)-For life and liberty. New
edit. Cr. 8vo. 71 x 51, pp. 352, 35. 6d.
BLACKIE, Sep. II"
14317,"Stables (W. Gordon)-Stanley Grahame. New
edit. Cr. 8vo., pp. 362, 45. .. FRowde, Oct. II"
14318,"Stables (Gordon)—'Twixt school and college.
New edit. Cr. 8vo. 71 x5, pp. 352, 35. 6d.
BLACKIE, Sep. II"
14319,"Stables (Gordon)-Westward with Columbus.
New edit. Cr. 8vo. 7* *5), pp. 352, 35. 60.
BLACKIE, Sep. II"
14320,"Stacpoole (F.)-A Healthy home. 18mo., IS.
GARDNER, D., Apr. II"
14321,"Stacpoole (Henry de Vere)-The Doctor. 8vo.,
swd, 6d.
.W. COLLINS, May II"
14322,"Stacpoole (Henry De Vere)—The Pools of silence.
8vo., swd. 6d. .. AMALGAMATED PRESS, May II"
14323,"Stacpoole (Henry de Vere)—The Ship of coral: a
tropical romance. Cr. 8vo. 74 x 4, pp. 376, 6s.
HUTCHINSON, May II"
14324,"Stacpoole (W. H.)---The Coronation Regalia :
an excursion into a curious bypath of literature.
Cr. 8vo., pp. 110, swd. is. net
J. WHITAKER, May 11"
14325,"Staffordshire, Some bye-paths of, Yonge (W. E. V.)
IS. net.
.. June 11"
14326,"Stage door, Applin (A.) 6d. net · July 11"
14327,"Stage, Sixty-eight yrs. on, Calvert (Mrs. C.)
IOS. 6d, net
.Sep. 11"
14328,""" Stage "" year book (The) 1911. With art supple-
ments. 8vo. swd. is. net ....OFFICE, Jan. II"
14329,"Stagg (J. H.) see Nixon (Alfred) and Stagg.
Staircase, English, Godfrey (W. H.) 18s, net
Apr. II"
14330,"Stair-Kerr (Eric)-Scotland under James IV.
Cr. 8vo. 73 X 41, pp. 156, 25. 6d. net
A. GARDNER, June 11"
14331,"Staley (Edgecumbe)-Heroines of Genoa and the
Rivieras. Illus. 8vo. 9 X54, pp. 366, 125. 6d. net
T. W. LAURIE, Jan. II"
14332,"Staley (Vernon)-Church customs, briefly de-
scribed and simply explained. 18mo., pp. 76,
6d. net
. MOWBRAY, Sep. II"
14333,"Staley (Vernon)-The Seasons, fasts and festivals
of the Christian year. 12mo. 6° X4), pp. 284,
is. net (English churchman's library)
MOWBRAY, July II"
14334,"Stalks in the Himalaya, Stebbing (E. P.) 12s. 6d.
net
. Aug. 11"
14335,"Stall (Sylvanus)—With the children on Sundays :
through eye-gate and ear-gate into the city of
child-soul. 4to. 97 x6, pp. 230, 6s. net
VIR PUB. Co., Oct. II"
14336,"Stammering, Appelt (A.) 35. 6d. net....Aug. II"
14337,"Stamp collector's annual (The), 1911, and year,
bk. of philately. Edit, by Percy C. Bishop and
Charles Nissen. 12mo., pp. 112, is. net
C. NISSEN & Co., May II"
14338,"Stamp collector's annual (The), 1912. Edit. by
D. B. Armstrong. Cr. 8vo., pp. 162, swd.
IS. net...
..H. F. JOHNSON, Dec. II"
14339,"Stamp laws, Highmore (Sir N. J.) 108.....Aug. 11"
14340,"Stamp duties, Law of, Alpe (E. N.) ios. net
Mar. II"
14341,"Stamps, Chats on postage, Melville (F. J.) 58. net
Oct. II"
14342,"Stamps : Great Britain, King Edward VII,
Melville (F. J.) 6d. net
... July 11"
14343,"STATESMEN
Stamps, Wonderland of, Burroughs (W. D.) 6s. net
Aug. II"
14344,"Standard books: an annotated and classified
guide to the best books in all departments of
literature. (In 4 vols.) Vol. 2. 4to. 101 x7},
pp. 620 (set) 845.... .. NELSON, Mar, 11"
14345,"(Issued in “ loose leaf” binding.]
Standley (P. C.)-The Allioniaceæ of Mexico
and Central America (U.S. Nat. Herb.).
4
plates, Ryl. 8vo. 9# x64, pp. 56, swd. 35. 6d. net
WESLEY, Sep. II"
14346,"Stanford (Charles Villiers)-Musical Composition :
a short treatise for students. Cr. 8vo. 8x5),
pp. 204, 35. 6d. net...... MACMILLAN, Nov. II"
14347,"Stanford Handy game book and shooting diary.
Oblong, Cr. 8vo., Ithr., 7s. 6d. net
STANFORD, July 11"
14348,"Stanford's Indexed Atlas of the County of London:
with parts of the adjacent Boroughs and Urban
Districts. Ryl. 8vo. 10 X6}, 7s. 6d. net
STANFORD, Apr, II"
14349,"Stanger (Mrs. H. Y.)-Fairy stories. Cr. 8vo.
3s, 6d, net.
CENTURY PRESS, June 11"
14350,"Stanley Grahame, Stables (W. Gordon) 25. Oct. II"
14351,"Stansbie (J. H.) see Wigley (T. B.) and Stansbie.
Stanton (Coralie) and Hosken (Heath)—The Man
made law. Pop. edit. Cr. 8vo, pp. 264, swd.
IS. net
...EVERETT, Mar. II"
14352,"Stanton (Coralie) and Hosken (Heath) The
Muzzled ox: a romance of riches. Cr. 8vo.
7* X5, pp. 332, 6s... ....S. PAUL, May II"
14353,"Star (Maria)-Alistair : a romance. Cr. 8vo., 5s.
CONSTABLE, June II"
14354,"Star, Walford (L. B.) 25. net......
..Oct. II"
14355,"Star almanac (The) for 1912: with star charts of
the seasons, the North American nebula,
Solar eclipse, &c. In packet, 6d. net
SIMPKIN, Od. It
Star calendar (The) for 1912: with revolving
chart. In packet, is. net.... SIMPKIN, Oct. II"
14356,"Star lore for teachers, Lowerison (B.) 6d., Is. net
July in
Star pocket-bk., Weatherhead (R.) is, 6d., is. net
June 11"
14357,"Stark (A. Campbell) --Aids to practical pharmacy
for medical students. 2nd edit. I2mo, swd.
28. net (Students' aids ser.) BAILLIÈRE, Nov. 11."
14358,"Starks (Edwin Chapin)-Results of an ich-
thyological survey about the San Juan Islands,
Washington. (Carnegie Museum.)
Illus.
8vo., 91 x6}, pp. 280, swd. 6s. net
WESLEY, Sep. II"
14359,"Starks (E. C.) and Mann (W. M.)-New and rare
fishes from Southern California. (Univ. of
California.) 2 illus. Large ryl. 8vo. 10} X6,
swd. Is. net
WESLEY, Nov. II"
14360,"Starling, Macleod (N.) is.
.May 11"
14361,"Starlit mire, Bertram (J.) and Russell (F.) 7s. 6d.
Mar. 11"
14362,"Stars, Bright, Photog. magnitudes of, Pickering
(E. C.) 28. net..
June 11"
14363,"Stars, Photog. Magnitudes of 153, King (E. S.)
28. net...
June 11"
14364,"Stars, Spectra and photo. magnitudes, Fleming
(W. P.) 25. 6d. net
... Nov. 11"
14365,"State Papers (Calendar of): America and West
Indies, 1701 (post free) 155. 7d.
WYMAN, May il"
14366,"State Papers (Calendar of) : Domestic, 1677–1678
(post free) 155. 6d..... .. WYMAN, May II"
14367,"State Papers, Calendar of (Ireland), 1669-1670
(post free) 155. 6d.
. WYMAN, May 11"
14368,"State Papers, Calendar of: Venetian, 1621–
1623, 155...
. WYMAN, Nov. II"
14369,"Statesman's year-book (The), 1911 : statistical
and historical annual of the States of the
World. Cr. 8vo. 71 X41, pp. 1484, ros. 6d. net
MACMILLAN, June II"
14370,"Statesmen, British, of great war, 1793-1814,
Fortescue (J. W.) 78. 6d. net.
May 11"
14371,
14372,"Static transformers, Hobart (H. M.) 6s. net July 11"
14373,"Statics, Elem. graphic, Crawford (W. J.) 25. 6d. net
Νου. ΙΙ"
14374,"Station at, Fraser (F. J.) is, net
.Mar. 11"
14375,"Statistics, Intro. to theory of, Yule (G. U.)
ros, 6d. net
.Mar. II"
14376,"Statistics, New dict. of, Webb (A. D.) 21s. net
Apr. 11"
14377,"Statue, Phillpotts (E.)'and Bennett (A.) 6d.
June 11"
14378,"Statue, Phillpotts (E.) and Bennett (A.) is. net
Aug. 11"
14379,"Statues, Buddhist, Vorobjev (N. J.) 25. 9d.
Dec. II"
14380,"Statuta Universitatis Oxoniensis, 1911, Oxford
University, 5s.
...Oct. 11"
14381,"Statutes, Butterworth's Annotated, 1910. 1os.
Feb. 11"
14382,"Statutes-Chronological Index to, 1235-1910
(post free), IIS. 2d......... WYMAN, May 11"
14383,"Statutes of practical utility, Aggs (W. H.) 1910,
Feb. II"
14384,"Statutory rules and orders. Vol. for 1910 (post
free) ros. 6d..
.WYMAN, May in
Stauntons, Trial of the, Atlay (J. B.) 5s. net
Fob. II"
14385,"Steam engines and boilers, and gas and oil
engines, Notes, &c., on (post free) 1}d.
WYMAN, Aug. II"
14386,"Steam engines, Model, Shores (Rev. J.) 25. 6d.
Dec. II"
14387,"Steam, Heat and, Wheeler (S. G.) 45. 6d. net
Oct. 11"
14388,"Stebbing (E. P.)-Stalks in the Himalaya :
jottings of a sportsman-naturalist. Illus.
8vo. 9 X5), pp. 350, 125. 6d, net LANE, Aug. II"
14389,"Stebbing (T.)-General Catalogue of South
African crustacea (South African Museum).
8 plates. Ryl. 8vo, 10 X6), pp. 312, 278. net
WESLEY, Mar. II"
14390,"Stebbing (William)—Truths or truisms.
91 X51, pp. 188, 4s. net ......
...FROWDE, July 11."
14391,"Stedman (Douglas)-Captains and kings :
second book of stories from history. 4to. 8 x6,
Pp. 324, 38. 6d.
NELSON, Dec. II"
14392,"Stedman (Douglas C.)- The Story of Hereward,
the Champion of England. Imp. 16mo. 74 X5ł,
pp. 280, 25. 6d. net (Told through the ages)
HARRAP, May ni
Steel (Flora Annie)—The Gift of the gods. Cr.
8vo., pp. 292, 2s, net ... HEINEMANN, May 11"
14393,"Steel bar and plate tables, Read (E.) is. net
June 11"
14394,"Stecl crown, Hume (F.) 6s.....
.Nov. II"
14395,"Steel, Hardening and tempering, Jones (B. E.) 28.
Apr. II"
14396,"Steel, Heat treatment of tool, Brearley (H.)
Ios. 6d. net.....
Dec. II"
14397,"Steel, Metallurgy of, Harbord (F. W.) and Hall
I. W) 36s. net...
.Dec. II"
14398,"Steel process, Basic open-hearth, Dichmann (C.)
Ios. 6d. net
.Sep. II"
14399,"Steele (J. C.) see Thomson (S.) and Steele.
Steele (Robert)-Revival of printing, 168., 255, net
Nov. II"
14400,"Steiner (Rudolf)—The Education of children
from the standpoint of theosophy. 12mo.
64 x 41, pp. 84, Is. net
THEOSOPHICAL PUB. Co., June II"
14401,"Steiner (Rudolf)-Initiation and its results :
a sequel to “ The Way of initiation."" Cr. 8vo.
75 x5, pp. 198, 35. 6d. net
THEOSOPHICAL PUB, Soc., Feb. II"
14402,"Steiner (Rudolf-Mystics of the Renaissance.
8vo. 71 X5, pp. 278, 45, 6d. net
THEOSOPHICAL PUBL. Co., Oct. II"
14403,"Steiner (Rudolf—The Submerged continents of
Atlantis and Lemuria, their history and
civilization. Cr. 8vo., 35. 6d. net
THEOSOPHICAL PUB. CO., June 11"
14404,"Steinlen and his art. 24 cartoons. Folio 154 XII,
Ios. 6d. net.....
.CHATTO, Od. 11"
14405,"Stella Duce, Gowen (H. H.) is. net...... Sep. II"
14406,"8 vo.
Steller systems, Evolution of, See (T. J. J.)
Vol. 2, 425, net.
...Feb. II"
14407,"Stencils, Japanese, Wyse (H. T.) 28. net Feb. II"
14408,"Stenhouse (E.) see Shelley (C. E., and Stenhouse.
Stenning (L. J.)-Lady Isabel's treachery. Cr. 8vo.
IS, net
...J. HEYWOOD, Mar. 11"
14409,"Stenographie Pitman, Herbert (S.) 35. 6d. Jan. II"
14410,"Stenton (F. M.) Types of manorial structure,
Vinogradoj (P.) Oxford studies, 128, 6d. net
Jan. II"
14411,"Stenton (F. M.)—The Place-names of Berkshire :
an essay. 8vo, 9 X6, pp. 56, 25. 6d. net.
(University College, Reading, Studies in Local
History.)
(READING) UNIVERSITY COLLEGE, Mar. 11"
14412,"Stephen (Caroline Emelia)—The Vision of faith
and other essays. 12mo., 71 x 41, pp. 202,
35. 6d. net
. SIMPKIN, Dec. II"
14413,"Stephen (George A.) see Coutts (H. T.) and Stephen.
Stephenson (J.)-Commercial geography. Cr. 8vo.,
pp. 86, swd. 8d. net.... .PITMAN, June 11"
14414,"Sterne, Laurence, Life and letters, Melville (L.)
28s. net
..Oct. II"
14415,"Sterns (J.)-Osru: a tale of many incarnations.
Cr. 8vo., 3s. 6d. net
THEOSOPHICAL PUBL. Co., Mar. II"
14416,"Stetson (C. P.)--In this our world : poems and
sonnets. 2nd impres. Cr. Svo., 35. 6d, net
UNWIN, Nov. II"
14417,"Steuart (M.)-At the world's edge : a little book
of verse. 16mo, swd, IS. net
E. MATHEWS, Oct. II"
14418,"Stevens (A.)--Table of income tax at is. 2d, in the
pound. 8vo. swd. is. net il"
14419,"C. & E. LAYTON, J une
Stevens (Alfred)—The Wide range dividend and
interest calculator : showing at one reading
the percentage on any sum from £1 to £1,000
at any interest from 1% to 121%, proceeding
by { per cent. Ryl. 8vo. 10 X61, pp. 110,
12s. 6d. net
.SPON, July 11"
14420,"Stevens (Alfred)—The Wide range income tax
calculator at tax rates of gd., is. and is. 2d.
Ryl. 8vo., swd. Is. net........SPON, J une 11"
14421,"Stevens (C. McCluer)—The Secret history of the
Mormons. 8vo., swd. 6d. ..PEARSON, Nov. II"
14422,"Stevens (E. S.)-The Earthen drum. Cr. 8vo.
73 x5, pp. 312, 6s....... MILLS & B., A1:g. II"
14423,"Stevens (E. S.)-The Mountain of gold. Cr. 8vo.
74 X 5, pp. 392, 6s. ......MILLS & B., Jan. II"
14424,"Steven (George)-The Psychology of the Christian
soul. 8vo. 87 x 5), pp. 312, 6s.
HODDER & S., Oct. II"
14425,"Stevens (H. P.) see Beadle (C.) and Stevens.
Stevens (Margaret) --Woman and marriage : a
handbook. 2nd edit. Cr. 8vo. 7* X 5, pp. 296,
39. 6d. net
.. UNWIN, June II"
14426,"Stevens' Mercantile law. 5th edit. 8vo., Ios. 6d.
BUTTERWORTH, Aug. II"
14427,"Stevenson (F. S.)-Poems, in various moods for
various ages.
12mo. 2s, net.. JARROLD, Nov. 11"
14428,"Stevenson (G. H.)—The Two P's. Cr. 8vo.
7} X43, pp. 128, is......
.......S.P.C.K., Oct. 11"
14429,"Stevenson (Robert Louis) --Calendar, 1912., iS. net
SIMPKIN, Sep. II"
14430,"Stevenson (Robert Louis) -Lay morals and other
papers, Cr, 8vo. 7* X5, pp. 328, 6s.
CHATTO, A pr. 11"
