,0
2111,IS.
2112,"By the Gods Beloved, Orczy (Baroness) is. net
May 10"
2113,"By the waters of Italy, Lorimer (N.) 125. 6d. net
Oct. 10"
2114,"By Ways that They Knew Not, Carr (Mrs. C.)
6s.
.... Sep. 10"
2115,"By Wit of Woman, Marchmont (A. W.) 6d.
May 10"
2116,"Byl (Captain C. F. Vander)-Practical Military
Sketching. Fully illus. Cr. 8vo. 74 X4, pp. 76,
28. net
· JARROLD, Aug. 10"
2117,"Byl (C. F. Vander)-Practical Scout Training.
16mo., pp. 104, swd. is, net JARROLD, June 10"
2118,"Byles (C. E.)-Cornish Breakers. 12m0, 61 x 5,
pp. 48, is. net
(69, Montagu Rd., Hendon) AUTHOR, Jan. 10"
2119,"Byng (N. W.)- She of the Green Hair, and The
Poet's House. I 2mo. bds. Is. net
MADGWICK, H., Dec. 10"
2120,"Byrne (Miles) Some Notes of an Irish Exile, 25. net
June 10"
2121,"Byrom (T. H.) and Christopher (J. E.)-Modern
Cooking Practic?, including the analysis of
Materials and Prcducts. 8vo. 91 X53, pp. 168
8s. 6d. net...
LOCKWOOD, Jan. 10"
2122,"Byron (Lord)-Childe Harold. Cantos III. and IV
Edit. by H. F. Tozer.
(Clarendon Press) FROWDE, Mar, 10"
2123,"Byron (Lord)— Poems and Plays. 3 vols. 12mo.,
pp. 528, 558, 546, ea. Is. net, Ithr. 25. net
(Everyman's Lib.)
.DENT, Sep. 10"
2124,"Byron, Edgcumbe (R.) 1os. 6d. net ...... Jan. 10"
2125,"Byron (Lord), a Day With, Gillington (M. C.) is.
net
.....Sep. 10"
2126,"Byron, Lord, Love Affairs of, Gribble (1.) 155. net
Oct. 10"
2127,"Byron (May)-The Bird-Folk at Home. Ryl. 16mo
pp. 64, is. net ....
...CASSELL, Oct. 1o"
2128,"Byron (May)--The Children's Tennyson : Stories
in Prose and Verse from Alfred, Lord Tennyson.
Illus. Ryl. 8vo. 9} X61, 28. 6d. net, bds.
IS. 6d. net
.FROWDE, Nov. 10"
2129,"Byron (May) - Christmas Bells. A Book of Joy
and Peace. Ryl. 16mo. buls. is. net
HODDER & S., Nov. 10"
2130,"Byron (May)-A Day with Franz Scliubert.
8vo. 8 X5}, pp. 44, bds. is, niet
HODDER & S., Nov. 10"
2131,"Byron (May)-A Day with Ludwig van Beet-
hoven. 8vo. 8 X5), pp. 44, bols. is. net
HODDER & S., Nov. 10"
2132,"Byron (May)-A Day with the Poet Percy
Bysshe Shelley. Svo., pp. 48, bds. is, net
HODDER & S. Sep. 10"
2133,"Byron (May)-A Day with Sir Walter Scott.
8vo., pp. 46, bds, is, net
HODDER & S., Sep. 10"
2134,"Byron (May) ed.--Easter Bells : a Book of Hope
and Gladness. Ryl. 16mo. swd. is. net
HODDER & S., Feb. 10"
2135,"Byron (May) ed.--Lent Lilies : a Garden of
Quiet Thoughts. Ryl. 16mo. bds, is. net
HODDER & S., Feb. 10"
2136,"Byron (May)-St. Francis of Assisi. Ryl. 16mo.
64 X5, pp. 64, bds. is. net (Golden Hours with
the Saints).
IIODDER & S., Nov. 10"
2137,"Byron (May) — Thomas à Kempis. Ryl. 1610.
64 X5, PP. 62, bds. is, net (Golden Hours with
the Saints)
HODDER & S., Nov. 10"
2138,"C. (A. M.)--Midnight Message, &c., Is. 60.
Dec. 10"
2139,"C. (T. M.)--Love-The Singer. Poenis. Svo.
61 X 4), pp. 164 25. 6d. MADGWICK, H., Apr. 10"
2140,"C. (G. E.)-Complete Peerage, Vol. 1 (set) 2525. net
Aug. 10"
2141,"Cabbages, Wright (H. J.) Id...... . Apr. 10"
2142,"Cabellism ; or, The Business Settlement. By a
Progressive Labour Unionist. 8vo. is, net
(Bedford) BEDFORDSHIRE TIMES, Jan. 10"
2143,
2144,"66
Cabinet Maker's Directory, Chippendale (T.)
75S., 845, net
. May 10"
2145,"Cabinet Minister's Wife, Sims (G. R.) 25., Is. net
A pr. 10"
2146,"Cabot (Richard C.)---Physical Diagnosis. 4th
edit., rey, and enlarged. 8vo. 84 X53, pp. 602,
I5S, net
..BAILLIÈRE, May 10"
2147,"Cadbury (William A.)-Labour in Portuguese
West Africa. 2nd edit., with an added chapter.
Cr. 8vo. 71 X 5, pp. 200, 2s. 6d. net
ROUTLEDGE, Jan. 10"
2148,"Cadet to Captain, Groves (J. P.) 25. . May 10"
2149,"Cæsar (Julius) — Simplified Text. Edit. by
H. J. Dakers. Cr. 8vo. Is. 6d. (Clari Romani)
MURRAY, Apr. 10"
2150,"Caesar-De Bello Gallico, Book 7. Edit. by
S. E. Winbolt. 12mo. Is. 6d..... BELL, Sep. 1o"
2151,"Cæsar (Dog)—Where's Master, is, net .. June 10"
2152,"Caesar in Britain : Selections from the Gallic
War. Edit, by W. D. Lowe. Illus. Izmo., IS.
(Clarendon Press) FROWDF, Mar. 10"
2153,"Cæsar, Plutarch's Life of (Parr), Is. ..Aug. 10"
2154,"Caesar's Column, Donnelly (I.) is, net....Sep. 10"
2155,"Cæsar's First Campaign, Jenner (W. A.) and
Wilson (H. E.) 28. 6d. net
July 10"
2156,"Caffin (Charles H.)-A Child's Guide to Pictures
Cr. 8vo. 8 X5, pp. 254, 5s net..S. PAUL, Apr. 10"
2157,"Caffin (Charles H.)-The Story of Dutch Painting.
Illus. 8vo. 83 X58, pp. 220, 4s. 60. net
UNWIN, May 1o"
2158,"Caffyn (Mrs. Mannington)-Dorinda and Her
Daughter. Cr. 8vo. 7*X4, pp. 356, 6s.
HURST & B., Nov. iú
Cage, Begbie (H.) is, net
.Oct. 10"
2159,"Cage-Bird Hybrids, Houlton (C.) Pt. I, 6d. net (in
progress)
. June 10"
2160,"Cage-Birds "" Annual, 1910. 8vo. swd. 6d. net
OFFICE, Feb. 10"
2161,"Cagliostro & Company, Brentano (F. Funck-)
Is. 6d., 25. net
Dec. 10"
2162,"Cagliostro, Trowbridge (W. R. H.) 16s. net Sep. 10"
2163,"Caico (Louise)—Sicilian Ways and Days. Illus.
8vo. 9 X5, pp. 280, 12s. 6d. net
LONG, May 10"
2164,"Caine (Hall)—Capt'n Davy's Honeymoon. Popular
Edit. Cr. 8vo., pp. 320, is, net, ithr. 25. net
HODDER & S., Feb. 10"
2165,"Caine (Hall) - King Edward, a Prince and a
Great Man : a Pen Portrait. Illus. Cr. Svo.,
Pp. 42, 60, net
. COLLIER, May 10"
2166,"Caine (Hall) --A Son of Hagar. 12mo. 7d. net
NELSON, Feb, 10"
2167,"Caine (O. V.)—The Coming of Navarre :
English Boy's Adventures in the Days of
Guise and Henry of Navarre. Cr. 8vo. 8 X 51
Pp. 378, 25. 6d.
.NISBET, Oct. 10"
2168,"Caine (William)-4 Prisoner in Spain. Cr. 8vo.
7! X44, pp. 320, 6s. ......GREENING, Apr. 10"
2169,"Caine (William)-The Revolt at Roskelly's
Cr. 8vo. 71 X 4*, pp. 316, 6S.
GREENING, Nov. 10"
2170,"Caird (F. M.) and Cathcart (C. W.)--A Surgical
Handbook. 15th cdit. rev. 12mo. 6° X 4,
pp. 348, 1tlır, 8s. 60. ....C. GRIFFIX, Apr. 10"
2171,"Cairncross (T. S.)-The Steps of the Pulpit.
Cr. 8vo. 73 X5, pp. 276, 3s. 6d.
HODDER & S., Oct. 10"
2172,"Calculus, Differential, Theorems of, Young
(W. H.) 28. 60. net.
Ιαν 10"
2173,"Calculus for Beginners, Mercer (J. W.) 6s. July 10"
2174,"Calculus, Integral, Prasad (G.) 5s, net
.Νου. ΙΟ
Calculus made easy, by F. R. S. 12mo. 7 X45,
pp. 188, 25. net
MACMILLAN, Nov. 10"
2175,"Calculus, Townsend (E. J.) and Goodenough
(G. A.) 12s.
..Jan. 10"
2176,"Calcutta Faces and Places in Pre-Camera Days,
Part 1. 4to. swd. 45. 6d. net THACKER, June 10"
2177,"Calcutta, Oxford Mission to Longridge (G.)
25. 6d. net...
. Apr, 10"
2178,"Calcutta, St. John's Church, Illustrated Handbk.
IS. 6d. net
· June 10"
2179,"Caldbeck (Major W. Roper-)—The Nation and
the Army. A plea for a practical and thorough
Military Policy. Cr. 8vo. 74 X5, pp. 264,
25, 6d. net
.....G, RICHARDS, Aug. 10"
2180,"Caldecott (Watson)-Exercises on Edwards' The
Story of the Kings of Rome. 12mo., pp. 24,
swd. 6d. net...... CAMB. UNIV. PRESS, Sep. 10"
2181,"Caldwell (Robert)—Military Hygiene. 2nd edit.
8vo. 9 X?, pp. 594, 12s. 6d. net
BAILLIÈRE, Sep. 10"
2182,"Calendar of Patent Rolls, Henry III., 1258 to
1266, 155.
WYMAN, Sep. 10"
2183,"Calendar Reform, Robertson (T. C.) Id... Vay to
Calico Jack, Newte (H.) 6s..
.Feb. 10"
2184,"California, Channel Islands of, Holder (C. F.)
75. 6d, net
.Sep. 10"
2185,"Calignoe (R.)-Love's Protest. 12mo. IS. net
BELL, Nov. 10"
2186,"Calkins (F.) and MacDonald (D.)-A Geological
Reconnaissance in Northern Idaho and North-
Western Montana, with Notes on the Economic
Geology. Illus. 8vo. 9 X6, pp. 112, swd. 35.
net (U.S. Geol. Survey) ...
..... WESLEY, May 10"
2187,"Calkins (G. N.)— Protozoology. 8vo. 155. net
BAILLIÈRE, May 10"
2188,"Caikins (M. W.)--A First Book in Psychology.
Cr. 8vo Ss. net ........MACMILLAN, July, 10"
2189,"Call (Annie P.)-Nerves and Common Sense.
8vo. 81 X54, pp. 208, 3s. 6d. net
HODDER & S., Sep. 10"
2190,"Call, A, Hueffer (F. M.) 6s...
..Feb. 10"
2191,"Call from the Past, Merrick (L.) 7d. net ..0d. 10"
2192,"Call of the Snowy Hispar, Workman (W. H. and
F. B.) 218, net
.Dec. 10"
2193,"Call of the South, Becke (I..) is. net......
... June 10"
2194,"Callaway (W. D.)-From School to Counting
House : An Explanation of the Elementary
Trinciples of Double-Entry Bookkeeping. 12mo.
61 X 4), pp., 160 is, net......
..NELSON, Apr. 10"
2195,"Calmour (Alfred C.)--Rumbo Rhymes ; or, The
Great Combine: a Satire. Illus. by Walter
Crane. Ryl. 8vo. 9*X63, pp. 102, 5s. net
HARPER, Oct. 1o"
2196,"Calthrop (Dion C.)— The Charm of Gardens.
Illus. Ryl. 8vo. 98 x7, pp. 252, 78. 6d. net
BLACK, Oct. 10"
2197,"Calthrop (Dion Clayton)—Tinsel and Gold.
Cr. 8vo. 71 X41, pp. 316, 6s.
A. RIVERS, Feb. 10"
2198,"Calvary, Gordon (S. D.) is. net.
Ålar. 10"
2199,"Calvary, School of, Jowett (J. H.) is. 6d., 25. 6d.
net.
.Νου. Το
Calvert (Albert F.) -Catalonia and the Balearic
Isles. An historical and descriptive account.
Illus. Cr. 71 x 41, pp 124 and plates, 3s. 6d. net
LANE, Oct. 10"
2200,"Calvert (Albert F.)-Nigeria and its Tin Fields.
Cr. 8vo. 71 X 4*, pp. 276, 35. 6d.
STANFORD, Dec. 10"
2201,"Calvert (Alfred)—Shipping Office Organisation,
Management, and Accounts. A comprehensive
guide. With numerous forms and facsimiles
of shipping documents. Demy 8vo. 5# X81,
pp. 220, 58. net
PITMAN, Mar. 10"
2202,"Calvert (P.)-Contributions to a Knowledge of
the Odonata of the Neotropical Region,
exclusive of Mexico and Central America
(Annals of Carnegie Museum). 9 plates, Ryl 8vo.
93 x6, pp. 208, swd. iis. 6d. net
WESLEY, Nov. 10"
2203,"Calvert (W. R.)-Geology of the Lewistown
Coal Field, Montana. 8vo. 6 X9, pp. 83, swd.
3s. 6d. net (U.S. Geol. Survey) WESLEY, June 10"
2204,"Calvert's Mechanics' Almanack, 1911. Cr. 8vo.
swd. 4d.
..SIMPKIN, Dec. 10"
2205,an
2206,"Cambridge University-Local Examinations. Class
Lists for the Examinations held in December,
1909. Boys and Girls. Demy 8vo. swd, ea, 6d.
CAMB. UNIV. PRESS, Feb. 10"
2207,"Cambridge University- Local Examinations, 1909
The Fifty-second Annual Report of the Syndi-
cate, with Supplementary Tables for December,
1909. Demy 8vo., pp. 337, swd. 25.
CAMB. UNIV. PRESS, Apr. 10"
2208,"Cambridge University-Local Examinations (Pre-
liminary, Junior, Senior). Examination Papers
December, 1909, with lists of syndics and
examiners, to which are added the regulations
for the Examinations in July and December,
1910. Demy 8vo. swd. 2s.
CAMB. UNIV. PRESS, Feb. 10"
2209,"Cambridge University- Local Examinations, July,
1910 : Supplementary Tables and Lists. 8vo.,
swd., pp. 172, Is... CAMB, UNIV. PRESS, Oct. 1o"
2210,"Cambridge University Local Examinations
Class Lists (Boys and Girls). For the examina-
tion held in July, 1910. Demy 8vo., PP. 75, 74,
ea. swd. 6d.....CAMB. UNIV. PRESS, Aug. 10"
2211,"Cambridge University Local Examinations
(Preliminary, Junior, Senior) Examination
Papert. July, 1910. With lists of Syndics and
Examiners. Demy 8vo., pp. 264, swd, 25.
CAMB. UNIV. PRESS, Aug. 10"
2212,"Cambridge University-Preliminary Local Ex-
aminations. Class Lists for the Examinations
held in December, 1909. Boys and Girls.
Demy 8vo. swd, ea. 6d.
CAMB. UNIV. PRESS, Feb. 10"
2213,"Cambridge University Preliminary Local
Examination Class Lists (Boys and Girls). For
the Examination held in July, 1910. Demy 8vo.,
pp. 20, swd. 6d... CAMB. UNIV. PRESS, Aug. 10"
2214,"Cambridge University.— The Register of the
Members of the Senate and the Electoral Roll
for the Academical Year, 1910-1911. Demy
8vo., pp. 164, swd. is.
CAMB, UNIV. PRESS, Nov. 10"
2215,"Cambridge University Supplementary Ordi-
nances for the Academical Years 1908-9,
1909-10. With complete index. Demy 8vo.,
pp. 192, swd. is, net CAMB. UNIV. PRESS Oct. 10"
2216,"Cambridge Univ., Prolusiones Academicæ. 1S.
June 10"
2217,"Canıbridge, Univ. of, Students' Life and Work,
Breul (K.) is, net
Oct. 10"
2218,"Cambridgeshire (Geog.) Hughes (T. McK. and
M. C.) 25. 61), net..
. June 10"
2219,"Camera Adv. in African Wilds, Dugmore (A. R.)
30s. net.
.Feb. 10"
2220,"Cameron (A. T.)-Radiochemistry, Cr. 8vo.
74 X5, pp. 184, 28. 6d. net......DENT, Apr. 10"
2221,"Cameron (Adelaide M.) ed.-St. Paul in Daily
Life. Selected Passages. 12mo. 61 X 4, pp. 216,
Is. 6d. net, ithr, 2s. 6d. net ALLENSON, Nov, 10"
2222,"Cameron (Agnes D.)— The New North. Being
some Account of a Woman's Journey through
Canada to the Arctic. Illus. 8vo. 9£ x6,
pp. 418, 1os. 6d. net .......
...APPLETON, Jan. 10"
2223,"Cameron (D. Y.)—Charterhouse, Old and New :
Four Original Etchings. Letterpress by E. P.
Eardley Wilmot and E. C. Streatfield. Folio,
in case, 425, net
.E. MACKAY, May to
Cameron (J. Kennedy) Stewart (A.) Free Church
of Scot., 75. 6d. net
. May 10"
2224,"Cameron (L. C. R.)—The Otter-Hunters' Diary
and Companion for 1910. Ryl. 16mo. limp
IS. 6d. net
TREHERNE, June 10"
2225,"Cameron (Margaret) All Round the Year : a
Nature Reader for Young Children. 8vo.
75 x 34, pp. 128, 8d. ; in 4 pts. ea, 2d., 3d.
CHAMBERS, Feb. 10"
2226,"Cameron (Nellie)-In the Merry Month of May.
Cr. 8vo. 74 X5, PP. 208, 35. 6d.
DIGBY, L., Aug. 10"
2227,
2228,"Canals and Waterways, Commission on, Volume 8,
25.
.. WYMAN, July 10"
2229,"Canals and Waterways (Royal Commission on —
Vol. 7.
Fourth and Final Report (England,
Wales and Scotland), 29. Ind... WYMAN, Dec. 09"
2230,"Canals and Waterways (Royal Commission on)
Vol. 9, 75. 8d.
.WYMAN, Mar. 10"
2231,"Canals, British, Palmer (J. E.) 5s. net .Sep. 10"
2232,"Canarics, Our, St. John (C.) Pt. 1, 6d. net (in
progress)
June 10"
2233,"Canary Islands, Browns' Madeira, &c., 25. 6d.
Nov. 10"
2234,"Canary Islands, Consular Report, 1909, 21d.
WYMAN, June 10"
2235,"Cancer, Cell - Reproduction and, Ross (H. C.)
I 28. net
Dec. 10"
2236,"Cancer, Ionic Surgery and, Massey (G. B.) 138. net
Apr. 10"
2237,"Cancer, Nature of, Clay (J.) 35. 6d. net.. Apr. 10"
2238,"Candidate for Danger, Sherwood (E.) 6s... June 10"
2239,"Candler (Edmund)—The Mantle of the East.
Cr. 8vo. 71 X5, pp. 338, 6s, net
BLACKWOOD, Apr. 10"
2240,"Candy (H. C. H.) Luf (A. P.) Chemistry, 75. 6d.
: June 10"
2241,"Canmore (Andrew)-Thiclate King Criticised,
swd. id. ... (Edin.) J. & J. GRAY, July 10"
2242,"Cannan (Gilbert)-Devious Ways. Cr. 8vo.
74 X5, pp. 320, 6s. ..HEINEMANN, Mar, 10"
2243,"Canning (Albert S. G., Hon.)—Sir Walter Scott
studied in Eight Novels. 8vo. 8f X54, pp. 278,
78. 6. net
UNWIN, Feb. 10"
2244,"Canning (E.)-Sybella. Cr. 8vo. Is. 6d. net
STOCKWELL, Jan. 10"
2245,"Cannon (A. J.) and Pickering (E. C.)-axima
and Minima of Variable Stars of Long Period.
4to. 10 X12, pp. 191, swd. 75. 6d. net
WESLEY, Feb. 10"
2246,"Canny Folks of Coal-Vale, Guthrie (R.) 25. 6d.
Νου, IO"
2247,"Canoeing and Camping Adventures, Anderson
(R. C.) 3s. 6d. net..
.Νου. Το
Cant-Hanet (Jean B.) Royal Family in Temple
Prison, 4s. 6d. net
.. Apr. 10"
2248,"Canterbury Cathedral, Bumpus (T. F.) is. net
Mar. 10"
2249,"Canterbury, Danks (Canon) and Haslehurst
(E. W.) 25. net
. Apr. 10"
2250,"Canterbury, Episcopal Palaces, Rait (R. S.)
78. 6d. net
Mar. 10"
2251,"Canterbury, Minster, Tales of, Grierson (E.) 13.
net
.Oct. 1o"
2252,"Canterbury, Parish Churches of, Oyler (T. H.)
1os. 6d, net.
Canton (William) --W. V.: her Book.
6° X41, pp. 150, 25. net, Ithr. 25. 6d. net
(Purple Lib.)
HODDER & S., Apr. 10"
2253,"Canvas Door, Sanborn (Mrs. M. F.) os.....Apr. 10"
2254,"Cape Cod Ballads, Lincoln (J. C.) 55. net . . Nov. 10"
2255,"Cape Colony Handbook, id..... WYMAN, Apr. 10"
2256,"Cape of Good Hope--Report of the Astronomer,
WYMAN, Apr. 10"
2257,"Cape of Good Hope. Report of the Chief Veterin-
ary Surgeon for the Year 1909. Folio 13 X81,
swd. Is. 6d. net...... . WESLEY, Sep. 10"
2258,"Cape of Good Hope.--Report of the Government
Entomologist for the Year 1909. Appendix 6.
Folio 13 X81, pp. 20, swd. Is. 6d. net
WESLEY, Sep. 10"
2259,"Cape of Good Hope.—Report of the Senior
Analyst for the Year 1909. Folio 13 X8},
swd. Is. 6d. net
. WESLEY, Sep. 10"
2260,"Cape Peninsula, J uta (R.) 78. 6d. net .. Dec, 10"
2261,"Capes (Bernard)--The Great Skene Mystery.
8vo. swd. 6d.
..METHUEN, July 10"
2262,"Capes (Bernard)—Historical Vignettes. 8vo.
9X55, pp. 320, 75. 6d. net ..UNWIN, Oct. 10"
2263,". .
Oct. 10"
2264,"I2mo.
1909, id."
2265,"a
7s, 6d.
I 2mo.
28. net
Capes (Bernard)-Jemmy Abercraw. Cr. 8vo.
7*X5, pp. 318, 6s. . METHUEN, Sep. 10"
2266,"Capes (Bernard)—Why Did He Do It? Cr. 8vo.
73 x5, pp. 340, 6s.........METHUEN, Feb. 10"
2267,"Capes (Bernard)—The Will and the Way. Cr. 8vo.
76X5, pp. 230, 25, 6d. net ..MURRAY, May 10"
2268,"Capital and Income, Law of, Gover (W. H.)
.Feb. 10"
2269,"Capital, Emigration of, Faraday (W. B.) 4d.
Jan. 10"
2270,"Capps (S. R.)-Pleistocene geology of the Lead-
ville Quadrangle, Colorado. Illus. 8vo. 9 x6,
pp. 99, swd. 35. 6d. net WESLEY, June ro
Caprice, Her Book, Senior (D.) 6s....... Apr. 10"
2271,"Captain (The), Vol. 23. April to September, 1910.
Roy. 8vo. 6s.
..NEWNES, Sep. 10"
2272,"Capt'n Davy's Honeymoon, Caine (H.) is.,
25. net
Feb. 10"
2273,"Cap'n Eri, Lincoln (J. C.) 6d.
. Aug. 10"
2274,"Captain Ferrercourt's Widow, Hutchinson (M. F.)
6s.
.Sep. 10"
2275,"Captain Fortune, Watson (H. B. M.) 60. Apr. 10"
2276,"Captain Fracasse, Gautier (T.) is. 6d., 25. net
Feb. 10"
2277,"Captain Fraser's Profession, Winter (J. S.) 6s.
June 10"
2278,"Captain Jack, Pemberton (M.) is. net.... Aug. 10"
2279,"Captain Margaret, Masefield (J.) 7d, net.. Apr. 10"
2280,"Captain Satan, Gallet (L.) 6d.
June 10"
2281,"Captivity and the Pastoral Epistles, Strachan (J.)
..May 10"
2282,"Capture of Private Property at Sea, Macdonell
(J., Sir) 3d.
.. June 10"
2283,"Car"" Route Books : London to Lake District,
is. net; Guide Book to Shakespeare-Land,
IS. net
. Apr. 10"
2284,"Caravan Tour, Month's, 3s, net
Oct. 1o"
2285,"Carbohydrates, Armstrong (E. F.) 35. 6d. net
Feb. 10"
2286,"Card System at the Office, Kaiser (J.) 55. net
Jan. 10"
2287,"Carden (Robert W.)—The Life of Giorgio Vasari.
A Study of the later Renaissance in Italy.
Illus. 8vo. 9 X5, pp. 384, 165. net
P. L. WARNER, Oct. 10"
2288,"Cardinal's Page, Baker (J.) 25. net ..Feb. 10"
2289,"Cardinal's Past, Kaye (M.) 6S.
.Nov. 10"
2290,"Care (B.)-Lever's Folly. Cr. 8vo. 6s.
DRANE, Apr. 10"
2291,"Career of Freda, Beardmore (G. R.) 6s..... June 10-
Carey (Alfred E.)- Vic Victa. Cr. 8vo. 71 X 5
pp. 320, 6s.
..GREENING, Nov. 10"
2292,"Carey (Rosa N.)-The Sunny Side of the Hill.
Re-issue. Cr. 8vo. 74, pp. 450, 35. 6d.
MACMILLAN, Oct. 10"
2293,"Carey (W. Maclean)—A First Book of Physical
Geography. Cr. 8vo., pp. 158, Is. 6d.
MACMILLAN, July 10"
2294,"Carlile (H.)-Moot Points in Politics. Swd. 30.
HEADLEY BROS., June 10"
2295,"Carling (John R.)—The Doomed City. Cr. 8vo.
7* X 5, pp. 320, 6s. ..WARD, L., Sep. 10"
2296,"Carlisle (Earl of) Picture Song Bk. 215. net.
Nov. 10"
2297,"Carlisle Diocesan Calendar, Clergy List, and
Church Almanack (The), 1910. Cr. 8vo. swd.
IS. net ...
...SIMPKIN, Jan. 10"
2298,"Carllew (Loris)-Alice in Plunderland. Illus.
by Linton Jehne. 4to., pp. 84, swd. is. net
NASH, Dec. 10"
2299,"Carlyle (Alexander, of Inveresk) -Autobiography,
1722-1805. Edit. by John Hill Burton, New
edit. with many additional Notes, &c. 8vo.
81 x5, pp. 626, 6s. net ....FOULIS, Nov. 10"
2300,"Carlyle (Gavin) - The Present Peril: the Basis
of the So-called “Higher Criticism ”—what
is It? Cr. 8vo. 73 X 5, pp. 184, 28. 6d. net
E. STOCK, Jan. 10"
2301,"Carlyle (Thomas)— The French Revolution :
History. Illus. by E. J. Sullivan. 2 vols.
Ryl. 8vo. 104 X7, pp. 434, 496, 21s. net
CHAPMAN & H., Oct. 10"
2302,"Carlyle (Thomas) On Heroes and Hero-
Worship 12 mo., PP.
352, Is. net (World
Library)...
WARD, L. May 10"
2303,"Carlyle (Thomas)- Passages from Writings.
Selected and edit. by E. Lee. Cr. 8vo. IS.
BELL, Sep. 10"
2304,"Carlyle (Thomas)- Past and Present. I 2mo.,
pp. 352, Is. net, Ithr. 25. net (Illus. Pocket
Classics)
. . COLLINS, Sep. 10"
2305,"Carlyle (Thomas)-Past and Present.
12mo.,
pp. 448, is, net (World Library)
WARD, L., May 1o"
2306,"Carlyle (Thomas)-Sartor Resartus,
pp. 374, Is. net (World Library)
WARD, I., May 10"
2307,"Carlyle (Thomas)-Sartor Resartus. Cr. Svo.
7+ X5, pp. pp. 302, 2s, 6d. (Harrap Library)
HARRAP, Nov. 10"
2308,"Carlyle (Thomas)--Sayings. 16mo. Ithr. Is. net
(Langham Booklets)... . SIEGLE, II., Sep.09"
2309,"Carlyle, Thomas, Wylie (W. H.) 25. 6d. net
Feb. 10"
2310,"Carlyle, Thomas, as Critic, Roe (F. W.) 5s. net
Mar. 10"
2311,"Carman (Bliss) Sapplio : One Hundred Lyrics,
Cr. 8vo. 71 X5, PP. 136, 5s. net
CHATTO, Oct. 10"
2312,"Carnac (J. H. Rivett-)-Many Memories of Life
in India, at Home and Abroad. 8v0. 9 X53,
pp. 470, 1os. 6d. net.. W. BLACKWOOD, Feb. 10"
2313,"Carnac (J. H. Rivett-) --The Shaming of the
Two; and, The Borrowed Clothes of Princess
Rose. Plays with many parts, suitable for
Schools or Parish Entertainments. 32m0.,
pp. 110, swd. 4d., 6d. ..GARDNER, D., Nov. 10"
2314,"Carnations, Picotees, &c., Sanders (T. W.) 25. 6d.
net
Nov. 10"
2315,"Camegie Museum-Annals. Vol. 6. 16 plates.
Ryl. 8vo. 9* X6}, pp. 970, swd. 16s. 6d. net
WESLEY, Nov. 10"
2316,"Carnegy (Mildred)—Kings and Queens of France :
a Concise History of France. Cr. 8vo. 73 x5,
pp. 326, 38. od..... MILLS & B., June 10"
2317,"Carnivores, New, from Nebraska, Peterson (0.)
IOS, net...
.Νου. 10"
2318,"Carolines : Island Stone Money, Furness
(W. H.) 155. net
Nov. 10"
2319,"Carols, Bk. of Old, Massé (H. J. L. J.) and Scott
(C. K.) Vol. 1, 25. 6d, net
Nov. 10"
2320,"Carpaccio and Giorgione : Masterpieces. 18mo.
is. net, swd. 6d. net....GOWANS & G., Jan. 10"
2321,"Carpenter (E.)—Your Money or Your Life.
Cr. 8vo. IS. net
..Low, June 10"
2322,"Carpenter (Edward)---From Adam's Peak to
Elephanta. New edit. rev. Cr. 8vo. 73 X5,
pp. 390, 48. 6d.
.SONNENSCHEIN, June 10"
2323,"Carpenter (Edward)—The Promised Land: a
Drama of a People's Deliverance. In 5 Acts.
New edit., with alterations. Cr. 8vo. 71 X 48,
pp. 122, 25. 6d. net....SONNENSCHEIN, Jan. 10"
2324,"Carpenter, Edward, Swan (T.) 6d. net .. June ro
Carpenter (William Boyd)—The Communion of
Prayer : A Manual of Private Prayers and
Devotions. Edit. by W. B. C., Bishop of Ripon,
12mo. 64 X4, pp. 318, 35. 6d. net, Ithr., 5s. net
JARROLD, Nov. 10"
2325,"Carpets, &c., Oriental, Humphries (S.) 425. net
Jan. 10"
2326,"Carr (A.)-The Gospel According to St. Matthew.
Re-issue. 12mo., pp. 216, Is, net (Cambridge
Smaller Bible for Schools)
CAMB. UNIV. PRESS, Oct. 10"
2327,"Carr (Mrs. Comyns)—By Ways that They
Knew Not. Cr. 8vo. 74 X 5, pp. 316, 6s.
CHAPMAN & H., Sep. 10"
2328,2
2329,"Carr (Mrs. Comyns)-North Italian Folk Sketches:
of Town and Country Life. Pop. edit. I 2mo.
pp. 294, IS. net.... MACMILLAN, Nov. 10"
2330,"Carr (Kent)-The Boy Bondsman; or, Under
the Lash. 8vo., 8] X54, pp. 416, 5s.
PARTRIDGE, Sep. 10"
2331,"Carr (M. E.)-A Knight of Poland. Cr. 8vo
73 X5, pp. 332, 6s. .. SMITH, E., Oct. 10"
2332,"Carreras (The..)-By Summer Seas and Flowery
Fields. Cr. 8vo. 78 X 5, pp. 294, 25, 6d.
PARTRIDGE, Oct. 10"
2333,"Carreras (Theo.)-A Year in the Woodlands.
Cr. 8vo. 74 X5, pp. 260, 28. 6d.
JARROLD, Sep. 10"
2334,"Carrick, Semi-Precious Stones of, Smith (J.) 3s.net
Sep. 10"
2335,"Carrier (F. H.)-The Meadow Beyond. Cr. 8vo.
8 X5, pp. 480, 6s. ......C. H. KELLY, Nov. 10"
