,0
13274,"July 10 Russell (Lady)—The Rose Goddess, and other
Ruskin (Jolin)— The Crown of Wildl Olive. 16m0., sketches of Mystery and Romance. Illus.
pp. 224, bds. is, net (Choice Books)
Ryl. 8vo. 10} x7, pp. 296, 21s. net
HARRAP, Sep. 10"
13275,"LONGMANS, Sep. 10"
13276,"Ruskin (John)-The Elements of Perspective, &c. Russell (Matthew)--At Home With God: Prie-
Pocket cuit. 12mo. PP. 250, is. 6d, net ; 11hr., Dieu Papers on Spiritual Subjects. Cr. 8vo.,
28. 6d. net
..G. ALLEN, Dec. 10"
13277,"3s. 6d. net
BURNS & O. Nov. 10"
13278,"Ruskin (Jolin)-The Elements of Perspective.
Russell (M.)- Jesus is Waiting. 12mo. 2s. 6d. net
With Notes on its Theory and Practice. iómo.
BURNS & 0., Sep. 10"
13279,"PP. 250, Is, net, Ithr. is. 60. net
Russell (M.)-- The Life of Blessed John Eudes.
G. ALLEX, Oct. 10"
13280,"Cr. 870., 25. 641. net ......BURNS & 0.,Sep. 10"
13281,"Ruskin (John)-Lectures on Art. Popular edit.
12m. 6X4, pp. 286, is. net, Ithir. is. 60.
Russell (W. Clark) ---The Emigrant Ship. Globe
net
G. ALLEN, A pr. 10"
13282,"Edit. Cr. Svo., pp. 408, is. net .. LOW, Aug. 10"
13283,"Ruskin (John)-Selections. Edit. by II. Tamp-
Russell (W. C.)-- John Holdsworth, Chief Mate.
shire. Cr. 8vo. IS.
. BELL, Jan. 10"
13284,"New edit. Cr. 8vo., PP. 390, is. net
Low, July 10"
13285,"Ruskin (John)-Sesame and Lilies. illus.
Russell (W. Clark)--Jolin Holdsworth, Chief
53 X4, pp. 150, 3s. net (Queen's Library)
Matc. 12mo. 7d. net ......COLLINS, J une to
SIEGLE, H., Sep. 10"
13286,"Ruskin (John)--Sesune and Lilies.
Russell (W. Clark)-Little 1.00. New and cheaper
I 2010.,
pp. 120, limp Is. (English Literature for
edit. Cr. 8vo. pp. 382, is. net .. Low, Sep. 10"
13287,"Secondary Schools) ......MACMILLAN, Jan. 10 Russell (W. Clark)- My Watch Below. New and
Ruskin (John)-Seven Janips of Architecture. cheaper edit. Cr. 8vo., PP. 250, IS. niet
Intro. by Mrs. Meynell. Cr. Svo. 2s. 60. net
1.01, Oct. 10"
13288,"(Books that Varkei Epochs) ROUTLEDGE, 1 pr. 10"
13289,"Russell (W. Clark)---\\hat Cheer !
Cr. 8vo.,
Pp. 472, swd. is, net.. CASSELL, June to
Ruskin (Jolin)-- Time and! Tide; Notes on the
Construction of Sheepfolds.
Russell, Lady Jolin, AlcCarthy (D.) and Russell
12m0., PP. 252,
Is, net, Itlır., 28. net (Everyman's Lib.)
(A.) Ios, 6d. net..
Nov. 10"
13290,"DENT, Sup. 10 , Russia, Waiter (I.. E..) is. 6d. net .....,04. 10"
13291,"Ruskin and Ilis Circle, Earland (A.) 6s. net
Russia, With Chirist in, Larimer (R. S.) 25. 6d. net
Apr. 10"
13292,Nov. 10
13293,"I 2ino.
1"
13294,"Sabbath Thiouglits, Livingstone (11.) 2s. 6d.
net
.Nov. 10"
13295,"Sable and Purple, Poems, Watson (W.) 28. 6d. net
June 10"
13296,"Sachs (Hans)-Merry Tales and Three Shrovetide
Plays. Now first clone into English Verse by
William Leighton. Cr. 8vo. 78 X5, pp. 286, 6s
net
. Nutt, July 10"
13297,"Sacred Books of the East, General Index, Winter-
nit: (M.) 18s, net.
May 10"
13298,"Sacred Poems of 19th Cent., Wright (K. A.),
Is, net
. Sep. 10"
13299,"Sacred Verse, K’night (W. A.) 35. 6d. net Dec. 10"
13300,"Sacred Skull, Griffith (G.) is. net ....Sep. 10"
13301,"Sacred Subjects in Sculpture, Forsyth (J. and J.
N.) ios, net
. Aug. 10"
13302,"Sacredotium, Christian Doctrine of, Dimock (N.),
28. net
· July 10"
13303,"Sacrifice, Penny (F. E.) 6s.
.Sep. 10"
13304,"Sackville (Lady Margaret) Book of Verse, 3s. 6d.
net
Dec. 10"
13305,"Sadler (M. F.)-The Gospel according to St.
Matthew. With Notes Critical and Practical.
New and cheaper edit. Cr. 8vo. 71 x 41,
Pp. 538, 25. 6d. net
...BELL, Sep. 10"
13306,"Sage of Sixteen, Walford (L. B.) 3s. 6d.
Od. 10"
13307,"Sahara, Across the, l'ischer (HI.) 125. 61... Mar, 10"
13308,"Sahib-Log, Travers (J.) 6S...,
· June 10"
13309,"Sailors, Our, Kingston (W. H. G.), 2s. May 10"
13310,"Saint, Fogazzaro (A.) is. net.... .Mar. 10"
13311,"St. Aubyn (Alan)-Sister Ursula. 8vo. swd. 6d.
F. V. WITE, Feb. 10"
13312,"St. Alban's Minster, Tales of, Grierson (E.) is. net
Oct. 1o"
13313,"St. Bartholomew's Eve, Henty (G. A.) 3s. 6d.
Sep. 10"
13314,"Sainte-Beuve (C. A.)—Causeries du Lundi. Vol. 5,
Jan. 18514 March, 1851. 12mo., pp. 240,
is, net, 1thr. 2s. net (New Universal Lib.)
ROUTLEDGE, Mar. 10"
13315,"Sainte-Beuve (C. A.)-Causeries du Lundi.
Vol. 6, April 1851-June 1851. 12.10., pp. 264,
is. net (New l'niversal Library)
ROUTLEDGE, June 10"
13316,"Sainte-Beuve (C. A.)-Causeries du Lundi. Vol. 7.
July 1851-Septeinber, 1851. 12mo., pp. 230,
is, net (New Universal Library)
ROUTLEDGE, Nov. 10"
13317,"St. Clare (A.)The Greater Love, and other
Plays. 12mo. limp is. 6d, net. .DRANE, Mar, 10"
13318,"St. Clement's, Fahy (M.) 6s.
. May 10"
13319,"Ste. Croix (Gautier de) Tarning Power : its
Influence over Capital Values and the Necessity
for its Protection by Insurance. 8vo, swd. 6d.
POLICY HOLDER JOURNAL May 10"
13320,"St. Elmo, Wilson (A. J.) 6d.
Oct. 10"
13321,"St. George and St. Michael, Macdonald (G.)
60.....
.. June 10"
13322,"St. George's Hospital, Hist. of, Peachey (G. C.)
Pt. I, 25. 60. net
.. June 10"
13323,"St. Helena, Colonial Report for, 1909, 3}d.
WYMAN, July
Saint Helena, Drama of, Fremeaux (P.) 1os. 6d.
net
..Feb. 1o"
13324,"Saint in Mufti, Dawe (C.) 6s.
..Apr. 10"
13325,"St. Ives, Cornwall, Bicknell (E. E.) IS..... June 10"
13326,"St. Ives, Cornwall, with its surroundings. Cr. 8vo.
swd. 6d. net (Homeland Handbooks)
HOMELAND Assoc., May 10"
13327,"St. John (Claude) and others.-Our Canaries.
A practical and comprehensive Guide to the
successful keeping, breeding, and exhibiting
of every known variety of the domestic canary.
Part 1. 4to. II X8}, 6d. net. (In progress.)
CAGE BIRDS, June 10"
13328,"St. John (E. P.)-Stories and Story-Telling in
Moral and Religious Education. Cr. 8vo.
71 X 43, pp. 150, 25. net ....S. S. U., Sep. 1o"
13329,"St. John's Church, Calcutta, Iliustrated Hand.
book, is, 6d. net.....
... June lo
S.-Poems, is. 6d......
. Jan. 10"
13330,"S. (B. V.)-Oneness of Religion, is. net. . Mar. 10"
13331,"S. (E. F.)-Our Stage and Its Critics, 5s, net
Νου, το
S. (H.)— Quality of Mercy, 4d.
.Sep. 10"
13332,"S. (H.)-Towards the Light, 4d. ...Sep. 10"
13333,"S. (H. E.)-Garden in Bog-Land, 2s. 60. net
June 10"
13334,"S. (M. A.)-Way of Truth, 25. net.....
.....Feb. 10"
13335,"Saalfeld (Edinund)-Lectures on Cosmetic Treat-
ment : a Manual for Practitioners. Cr. 8vo.
71 X4, pp. 202, 5s. net.... REBMAN, May 10"
13336,"Sabatini (Rafael) —Anthony Wilding: a romance.
Cr. 8vo. 71 X 5, pp. 342, 6s.
HUTCHINSON, Var. 10"
13337,"Sabatini (Rafael)—Bardelys the Magnificent.
Cr. 8vo. 74 x5, pp. 254, 25. net; pop. edit. is.
...S. PAUL, Sep. 10"
13338,"Sabatini (Rafael)—
The Lovers of Yvonne. 8vo.
swd. 6d...
..PEARSON, Oct. 10"
13339,"Sabatini (Rafael) — The Shame of Motley. 8vo.
swd. 6d.
HUTCHINSON, Mar. 10"
13340,"Sabatini (Rafael) — The Tavern Knight. 8vo.
swd. 6d.
AMALGAMATED PRESS, Feb. 10"
13341,net....
13342,"St. Katherine's by the Tower, Besant (W., Sir),
IS, net
. June 10"
13343,"St. Lawrence, Life and Sport on Lower, Comeau
(N. A.) 125, 6d. net..
.. June 10"
13344,"St. Lawrence, Picturesque, Johnson (C.) 5s. net
May 10"
13345,"St. Louis (U.S.), Consular Report for 1909, 5d.
WYMAX, June 10"
13346,"St. Maur, Sergeant (A.) 6d....
... Aug. 10"
13347,"St. Nicholas. Vol. 37, 2 parts. Ryl. 8vo., ea.
6s. net
WARNE, Oct. 10"
13348,"Saint Paul, Myers (F. W. H.) 6d., is. net.. Mar. 10"
13349,"St. Paul's Minster, Tales of, Grierson (E.), is. net
Oct. 10"
13350,"St. Peter's, Lancaster, Billington (R. N.) and
Brownbill (J.) 125.6d. net; without illus.
6s. net
..Mar. 10"
13351,"St. Petersburg, Haenen (F. de) and Dobson (G.)
78. 60. net
June 10"
13352,"Saint Quentin, Dumas (A.) 6d..
.Aug. 10"
13353,"St. Winifred's, Farrar (F. W.) is. net....Oct. 10"
13354,"Saint's Digest of Registration Cases, 1843-1910.
5th edit. by T. Mathew. Svo., pp. 627, 155.
BUTTERWORTH, July 10"
13355,"Saints, Black Letter, of Prayer Book, Granger
(M. E.) 28. 60. net
.Nov. 10"
13356,"Saints : Brotherhood of Love, Suckling (F. H.)
IS, net
Apr. 10"
13357,"Saints, Canonisation of, Macken (T. F.) 55. May 10"
13358,"Saints, Greek, Hamilton (M.) 5s. net...... July 10"
13359,"Saints in Story, Peers (Mrs. C. R.) 35. 6d. Sep. 10"
13360,"Saints, Moments with the, Woodward (G. Y.)
IS. 6d.
..Sep. 10"
13361,"Saints of the Prayer Bk., Jones (C. A.) 28. 6d.
June 10"
13362,"Saints, Sayings from the, Matheson (A.) is. net
Mar. 10"
13363,"Saints, Symbolism of, Ditchfield (P. H.) is. 6d. net
Oct. 10"
13364,"Saintsbury (George) ed.-French Lyrics, Selected
and Annotated. 8vo. 8} X5), pp. 280, 75. 6d.
net
P. L. WARNER, Oct. 10"
13365,"Saintsbury (George)-Historical Manual of English
Prosody. Cr. 8vo. 71 X 4), pp. 366, 5s. net
MACMILLAN, Dec. 10"
13366,"Saintsbury (George) --A History of English
Prosody. From the 12th Century to the
Present Day.
From Blake to Mr.
Swinburne. 8vo. 9 X54, pp. 576, 155. net
MACMILLAN, May 10"
13367,"Saki-Reginald in Russia, 25. 6d. net ....Mar. 10"
13368,"Salaman (N.)- The Voices of the Rivers. Ryl.
16mo. 2s. 6d. net MACMILLAN, Nov. 10"
13369,"Salamon (Mgr. de)-Papal Envoy during Reign
of Terror. IOS. 6d. net
...Dec. 10"
13370,"Sale (M. 0.)-Sisters in Arms, and Other Short
Plays in the Form of Triologues, Duologues
and Monologues. Cr. 8vo. 7! X 5, pp. 154,
28. net
.SKEFFINGTON, Sep. 10"
13371,"Sale (Mark)-A Shadowed Paradise. Cr. 8vo.
73 X5, pp. 176, 38. 6d. net A. MELROSE, Nov. 10"
13372,"Sale, Contract of, Blackburn (Lord) 255... Feb. 10"
13373,"Sale of Goods Act, Chalmers (M. D., Sir) ios. 6d.
net...
..Apr. 10"
13374,"Salesmanship : Everyone has something to Sell.
Rittenberg (M.) is. 6d., is, net ..... Aug. 10"
13375,"Sally Bishop, Thurston (E. T.) is. net....May 10"
13376,"Salmon (Arthur L.)—The Cornwall Coast. Cr. 8vo.
8 X5, pp. 384, 6s. net (County Coast Ser.)
UNWIN, Sep. 10"
13377,"Salmon (Arthur L.)- Dorset. Cr. Svo. 7. X 5,
pp. 164, is. 6d. (Cambridge County Geographies)
CAMB. UNIV. PRESS, June 10"
13378,"Salmon (A. L..)-A New Book of Verse. Cr. 8vo.
26. 6d. net
..W. BLACKWOOD, Feb. 10"
13379,"Salmon and Freshwater Fisheries : Report for
1908, 3}d.....
. WYMAN, Feb. 10"
13380,"Salmon and Trout Fishing in Ireland, Matson
(W. J.) 25. 6d. net
May 10"
13381,"Salmon Fisher's Sons, Letters to, Chaytor (A. H.)
.May 10"
13382,"Salmon, Parasites of, Ward (H. B.) 25. net Oct. 10"
13383,"Salmon Scale Examination, Hutton (J. A.) 25. 6d.
net..
.. July 10"
13384,"Salmon, Sea-Trout, &c., Malloch (P. D.) ios. 6d.
net.
Jan. 10"
13385,"Salmond (J. W.)- Jurisprudence. 3rd edit.
Cr. 8vo. 125. 6d. net.. STEVENS & H., July 10"
13386,"Salmond (J. W.)The Law of Torts. 2nd edit.
8vo. 228, 6d.. .. STEVENS & H., Nov. 10"
13387,"Salome, Strauss (R.) Explained by Schattmann,
6d. net
..Dec. 10"
13388,"Salomy Jane, Harte (B.) 35. 6d. net
.Oct. 10"
13389,"Salonica, Consular Report for 1909, 3}d.
WYMAN, Oct. 10"
13390,"Salvarsan or 606,” Martindale (W. H.) and
Westcott (W. W.) 5s. net
Dec. 10"
13391,"Salvation Army : Regeneration, Haggard (H. R.)
28. 6d. net
..Dec. 10"
13392,"Salus (Hugo)-Children: a Märchen. Trans. by
A. C. Caton. 12mo., IS. net. (22, Mt. Carmel
Chambers, Kensington, W.)
A. C. CATON, Dce. 10"
13393,"Salvation through Atonement, Roberts (G.)
28. 6d. net
..Mar. 10"
13394,"Salving of a Derelict, Drake (M.) is, net .. June 10"
13395,"Samaritan Liturgy (The), Edit. by A. E. Cowley.
2 vols. 8vo., pp. 980, 635. net
(Clarendon Press) FROWDE, Apr. 10"
13396,"Samoa, Consular Report for 1909, 2}d.
WYMAN, Sep. 10"
13397,"Sampson (George)-A Day with Felix Mendels-
sohn Bartholdy. 8vo. 8 X54, pp. 44, bds. Is. net
HODDER & S., Nov. 10"
13398,"Sampson (Holden E.)-The Progress of a Mystic.
8vo. Is. net
REBMAN, June 10"
13399,"Sampson (R. A.)-A Discussion of the Eclipses
of Jupiter's Satellites, 1878–1903. 4 plates.
4to. 10 X12, pp. 190, swd. 75, 6d. net
WESLEY, Feb. 10"
13400,"Sampson (R. A.)—Tables of the Four Great
Satellites of Jupiter. (University of Durham
Observatory.) Ryl. 4to. 13 X 101, pp. 348,
258. net
WESLEY, J une, Od. 10"
13401,"Sampson (W.)—The Rector's Book, Clayworth,
Notts. Transcribed and edit. by H. Gill and
E. L. Guilford. 8vo. 84 X54, pp. 164, los. 6d.
net
...(Nottingham) SAXTON, May 10"
13402,"Sampson (Walter A.)-History of Queen Eliza-
beth's Hospital, Bristol. Cr. 8vo. 71 X5,
pp. 108, 2s, net
..SIMPKIN, June 10"
13403,"Samson (George G.)-Houses, Villas, Cottages
and Bungalows. For Britishers and Americans
Abroad. Illus. 8vo. 83 X54, pp. 148, 35. 6d. net
C. LOCKWOOD, Oct. 10"
13404,"Samuel (Arthur)--Piranesi. Illus. 8vo. 8} X5},
pp. 226, 125. 6d. net BATSFORD, Nov. 10"
13405,"Samuel (F.) Devonshire (G. H.) Duties on Land
Values, 201..
..Aug. 10"
13406,"Samuel the Seeker, Sinclair (U.) 6s. ... June 10"
13407,"Samuels (Arthur W.)-Home Rule: Fenian
Home Rule: Home Rule all Round : Devolu-
tion: What do they Mean ? 8vo., swd. id.
SIMPKIN, Dec, 10"
13408,"Sa muels (J.)-The British Church. A Paper. 6d.
(Dover) St. GEORGE'S PRESS, Apr. 10"
13409,"Sanborn (Mrs. Mary Farley)
-The Canvas Door.
Cr. 8vo. 7} x 44, pp. 320, 6s.
A. RIVERS, A pr. 10"
13410,"San Carolo (Irene) and Daniel (Patrick)--The
Commonsense of Voice Development. and
edit. Imp. 16mo. 7* *5), pp. 200, 23. 6d. net
BAILLIÈRE, Jan. 10"
13411,"Sanctuary Man, Swinton (C.) 6s. .Apr. 10"
13412,"Sand (George)--François le Champi. Edit. by
A. Merier. 12mo. 25. 6d. net (Oxford Higher
French Ser.)
(Clarendon Press) FROWDE, Feb. 10"
13413,"Sand (George)—Les Maîtres Sonneurs. Edit. by
S. Bartlet. 12mo. 35. 6d. net (Oxford Higher
French Ser.) (Clarendon Press) I'ROUDE, Feb. 10"
13414,"Vol. 3.
9s, net"
13415,"Sand (George)--La Petite Fadette. Edit. by
L. A. Barbé, 1210. IS, 60. ..BLACKIE, Oct. 10"
13416,"Sand, George, Doumie (R.) 1os. 6d. net.. Mar. 10"
13417,"Sand, George, and Her Lovers, Gribble (F.) 25. net
June 10"
13418,"Sandars (Mary F.)-Louis XVIII. With 17 illus.
Svo. 8*.*5, pp. 398, 16s. net
HUTCHINSON, Feb. 10"
13419,"Sanday (William)---Christologies, Ancient and
Modern. 8vo. 9 X5, pp. 252, 6s, net
(Clarendon Press) FROWDE, A pr. 10"
13420,"Sandberg (W. B.) Light unto My Path, 9d.,
61. net
...pr. 10"
13421,"Sandeau (J.) Angier (E.) Gendre de M. Poirier, is.
Oct. 10"
13422,"Sandeau (Jules)—Un Heritage. Edit. by Pauline
K. Leveson. Cr. 8vo. 25. (Oxford Modern
French Ser.)
(Clarendon Press) I'ROWDE, Apr. 10"
13423,"Sanders (Lloyd)—Old Kew, Chiswick and Ken-
sington. Illus. 8vo. 9 X5), pp. 322, 123. 6d. net
METHUEN, Sep. 10"
13424,"Sanders (Lloyd C.)-V'iscount Palmerston. 2nd
edit. Cr. 8vo. 71 X4, pp. 260, is. net
GIBBINGS, Apr. 10"
13425,"Sanders (R. M. D.)-Land Banks and Small
Holdings, swd. 60.
SMALL OWNERSHIP PARLIAM. COM., Mar. 10"
13426,"Sanders (T. W.)—The Alphabet of Gardening :
а Primer for Amateur and Professional
Gardeners. 4th edit. Cr. 8vo. 7! X5, pp. 206,
IS. 6d. net
.. COLLINGRIDGE, Mar. 10"
13427,"Sanders (T. W.)-Carnations, Picotees and Pinks.
Illus. Cr. 8vo. 74 x 4, pp. 118, 25. 6d. net
COLLINGRIDGE, Nov. 10"
13428,"Sanders (T. W.)-Garden Foes : Insect, Animai
and Fungoid Pests, &c. Illus. Cr. 8vo.,
71 X4, pp. 326, 25. 6d. net
COLLINGRIDGE, Oct. 10"
13429,"Sanders (T. W.)-Mushrooms and their Cultiva-
tion. Illus. Cr. 8vo., pp. 78, bds. is. net
COLLINGRIDGE, Jan. 10"
13430,"Sanders (T. W.)--Small Gardens. 8vo. 84 X 51,
pp. 20, swd, id. (One and All Garden Book)
AGRIC. AND HORTIC. Assoc., June 10"
13431,"Sanders (T. W.)-Window and Indoor Gardening.
Illus. Cr. 8vo. 71 X 4), pp. 194, 25. 60. net
COLLINGRIDGE, June 10"
13432,"Sanderson (F. W.) and Brewster (C. W.)-A
Geometry for Schools. Cr. 8vo. 7 X 4), pp. 346,
3s.
..CAMB. UNIV. PRESS, Oct. 10"
13433,"Sanderson (R. E.)-The Life of the Waiting
Soul: In the Intermediate State. Toth (revised)
edit. 12mo. 61 X 4), pp. 120, 25. 6d.
GARDNER, D., Feb. 10"
13434,"Sandford (Alyce L.)-Chats with the Chicks.
Illus. 4to. 8} x64, pp. 168, 35. (Notes of
Lessons Ser.)
.PITMAN, Feb. 10"
13435,"Sandford and Merton, Day (T.) is. . . Sep. 10"
13436,"Sandford and Merton, Day (T.) is.
......Feb. 10"
13437,"Sandlands (J. P.)-Consumption : an Appeal to
Common Sense. Cr. 8vo., pp. 80, swd. is.
C. W. DANIEL, Dec. 10"
13438,"Sandwich and Round About It, Gordon (W. J.)
IS. net
.. July 10"
13439,"Sandys (F.)-Reproductions of Woodcuts by,
1860-1866. Edit. by Mary Sandys. 4to.
10$ x8, 5s.
.C. HENTSCHEL, July 10"
13440,"Sandys (John E.) ed.-A Companion to Latin
Studies. 8vo. 98 x6, pp. 928, 18s. net
CAMB. UNIV. PRESS, Dec. 10"
13441,"Sandys (John E.)-Orationes et Epistolæ Canta-
brigienses, 1876-1901. 4to. Ios. net
MACMILLAN, May 10"
13442,"San Francisco, Consular Report for, 1909, 3d.
WYMAX, June 10"
13443,"Sang (A.)—The Corrosion of Iron and Steel.
Cr. 8vo. 45. 6d. net. .HILL PUB. Co., Feb. 1o"
13444,"Sangimignano of Val d'Elsa, Graham (J. c.) and
Derbishire (E. U.) 125.
...Oct. 10"
13445,"Sangster (M. E.)-From My Youth Up. 2nd edit.
Cr. 8vo. 58. net
.REVELL, Dec. 09"
13446,"Sanitary Engineering, Encyclopædia of Municipal
and, 428. net
..Sep. 10"
13447,"Sanitary Inspectors, Pocket Notes, Cowderoy
(J. T.) is. 6d. net.
.Feb. 10"
13448,"Sanitary law, Porter (C.) 25. 6d. net ....Aug. 10"
13449,"Sanitation, Domestic, Shaw (A. Herring-) 78. 6d.
net
.Dec. 10"
13450,"Sanitation, &c., Elem. Science Applied to, Shaw
(A. Herring-) 4s. net
Nov. 10"
13451,"Sanitation for Tropics, Ritchie (J. W.) and Purcell,
(M. A.) is. 6d.
..Oct. 1o"
13452,"Sanitation, Pract., Reid (G.) 6S.
Ιαν 10"
13453,"Santa Claus's Partner, Page (T. N.) 35. 6d. net
Oct. 10"
13454,"Santa Terese, Whyte (A.) is. net .. Nov, 10"
13455,"Santos (Brazil), Consular Report for 1909, 11d.
WYMAN, Aug. 10"
13456,"Saphir (Adolph)-Christ and the Scriptures. New
edit. Cr. 8vo. 7 X 4), pp. 192, is. net
MORGAN & S., Apr. 10"
13457,"Sapho, Daudet (A.) 35. 6d.
..Nov. 10"
13458,"Sapho, Daudet (A.) is, net
.Oct. 10"
13459,"Sapir (E.) and Dixon (R.)-Yana Texts, together
with Yana Myths (Univ. of California Publica-
tions). Ryl. 8vo. 103 X7, pp. 235, swd. 155. net
WESLEY, Mar. 10"
13460,"Sappho-Life and Work. Ryl. 16mo. 64 X5,
pp. 260, bds. os. net (Royal Library, Belles
Lettres Ser.)........A. L. HUMPHREYS, Oct. 10"
13461,"Sappho, Lyrics, Carman (B.) 5s. net
....Oct. 10"
13462,"Sappho, New Fragments of Alcæus, &c. 2s. net
Jan. 10"
13463,"Sarah, a Survival, Christian (S.) is. net.. May 10"
13464,"Sarah's Diary, McDougall (E. M.) and Shimwell
(J.) 35. 6d.
.Sep. 10"
13465,"Sarah's School Friends, Baldwin (M.) 35. 6d.
Oct. 10"
13466,"Sarapion's Prayer Bk., Wordsworth (J.) is. 6d.
June 10"
13467,"Sarcey (Yvonne)- The Road to Happiness.
Cr. 8vo. 7* X5, pp. 324, 6s. A. MELROSE, A pr. 10"
13468,"Sargeaunt (B. E.)—The Royal Monmouthshire
Militia : Being a Detailed Description of the
Regiment from the Year 1660 to the Time of
its Transfer to the Special Reserve. 4to. 10 X7},
pp. 301 ...
.ROYAL UNITED SERVICE, Feb. 10"
13469,"Sargent (George E.)--Alice Barlow's Trust; or,
Principle in Everything. Cr. 8vo. 74 x4!,
pp. 184, Is.
..R. T. S., Sep. Io"
13470,"Sargent (Percy) and Russell (Alfred E.)-Emer-
gencies of General Practice. 8vo. 84x53,
pp. 376, 155. net (Oxford Medical Publications)
FROWDE, Feb. Io"
13471,"Sarkar (K. L.)—The Hindu System of Religious
Science and Art. 2nd edit. rev, and enlarged
8vo., pp. 212, 2s. net LUZAC, Aug. 10"
13472,"Sarmiento, Diego de, Lyon (F. H.) 38. 6d. net
Apr. 10"
13473,"Sartor Resartus, Carlyle (T.) is, net ....May 10"
13474,"Sartor Resartus, Carlyle (T.) 25. 6d. net..Nov. 10"
13475,"Sarum Almanack and Diocesan Calendar (The),
1910. 12mo. swd. is. net ; with map, is. 6d. net
SIMPKIN, Jan. 10"
13476,"Satchell Guide to Europe (A.) For the Vacation
:
Tourist in Europe. 1910. 1290 Se
GAY & H., May 10"
13477,"Satires, Juvenal, 1, 3, 10 and 11 (Allcroft) 3s. 6d.
Apr, 10"
13478,"Satterly (John) Jude (R. H.) Matric. Magnetism,
&c., 4s. 6d.
. Feb. 10"
13479,"“ Saturday Auction Bridge. By Hellespont.
Cr. 8vo. 71 x 4, pp. 208, 38. 6d. net
WEST STRAND PUB, Co., Nov. 10"
13480,"Sauce for the Gander, Methley (V. M.) 25. net
Sep. 10"
13481,"Sauer (C. M.) and Motti (Pietro)-Italian Con-
versation-Grammar. 9th edit., rev. Cr. 8vo.
8 X5, PP. 434, 4s. net ..DULAU, July 10"
13482,"Saunder (C. S.)—The Schüsler System of Treat-
ment with Tissue-Salts. 8vo. 29. net
HOMEOPATHIC Pub. Co., Jan, 10"
13483,
13484,"Saunders (Albert)-Maritime law. Illustrated
by the history of a ship froin and including
the agreement to build her until she becomes
a total loss. 2nd edit. Ryl. 8vo. 9*X6, pp. 502,
215, net
E. WILSON, May 10"
13485,"Saunders (Margaret Baillie-)-The Bride's Mirror.
Cr. 8vo. 78 X5, pp. 348, 6s.
HUTCHINSON, Sep. 10"
13486,"Saunders (Margaret B.)—The Mayoress's Wooing.
8vo. swd. 6d.
HUTCHINSON, Mar. 10"
13487,"Saunders (Marshall)—Beautiful Joe: The Auto-
biography of a Dog. Re-issue. Cr. 8vo.
71 X5, pp. 304, 25.
· JARROLD, Oct. 10"
13488,"Saunders (Marshall)—Beautiful Joe: The Auto-
biography of a Dog. Popular edit. Cr. 8vo.,
pp. 304, Is, net
· JARROLD, Sep. 10"
13489,"Saunderson (Irene)-A Welsh Heroine :
Romance of Colliery Life. Cr. 8vo. 71 X 5,
pp. 330, 6s.
.LYNWOOD, May 10"
13490,"Savage (George H.)- The Harveian Oration on
Experimental Psychology and Hypnotism.
8vo. 9 X6, pp. 44, swd. is, net FROWDE, Jan. 10"
13491,"Savage (H. E.)—The Gospel of the Kingdom ; or,
The Sermon on the Mount, considered in the
light of Contemporary Jewish Thought and
Ideals. 8vo. 9 X5), pp. 292, 1os. 6d. net
LONGMANS, Feb. 10"
13492,"Savage (Richard H.)--An Egyptian Tragedy.
8vo. swd. 6d.
.DIGBY, L., Aug. 10"
13493,"Savage (Richard H.)--A Monte Cristo in Khaki.
8vo. Swd. 6d. ....... ..F. V. WHITE, Apr. 10"
13494,"Savannah (U. S.), Consular Report for 1909, 3d.
WYMAX, Aug. 10"
13495,"Savi (E. W.)—The Reproof of Chance. Cr. 8vo.
7! X4+, pp. 320, 6s. .DIGBY, L., Nov. 10"
13496,"Savile (Frank)—The Pursuit. Cr. 8vo. 7*X4},
pp. 320, 6s.
..E. ARNOLD, Oct. 10"
13497,"Saving Life. By a “ B. P.” Scout. Illus. Ryl.
16mo. swd. 60, net (Boy Scout's Lib.)
GALE & P., May 10"
13498,"Saviour of the World, Mason (C. M.) Vol. 4,
28. 6d. net....
.....Dec. 10"
13499,"Savoia (H.)—Metallography applied to Siderurgic
Products. 12mo. 45. 6d. net....SPON, Mar. 10"
13500,"Savonarola, Cranstoun (E.) 35. net ..... Aug. 10"
13501,"Saw-Miller's Timber Ready Reckoner, Matheson
(D.) 38. 6d. net
.Jan. 10"
13502,"Sawyer (H. Vaughan)-Sport of Gods. Cr. 8vo.
77 X5, pp. 384, 6s. ...... MILLS & B., Aug. 10"
13503,"Saxby (Argyll) — Comrades Three : a Story of the
Canadian Prairies. Cr. 8vo. 71 X43, pp. 300,
28.
PARTRIDGE, Sep. 10"
13504,"Sayani (S. R.)--Agricultural Industries in India.
With an Intro. by Sir V. D. Thackersey.
Small 8vo., pp. 122, Is. 6d. net
LUZAC, Mar. 10"
13505,"Sayings, Carlyle (T.) is. net.. ... Sep. 09"
13506,"Sayings from the Saints, Matheson (A.) is. net
Mar. 10"
13507,"Sayings of Muhammad (The). Edit, by Abdullah
Al-Mamun Al-Suhrawaddy. New edit. 18mo.
55 X31, pp. 178, is. net....CONSTABLE, Mar. 10"
13508,"Scales Without Weights (Religion), Devine (A.) 2d.
May 10"
13509,"Scamper Round the World, Moss (Lady) 5s. net
May 10"
13510,"Scandinavian Health Resorts, Kelynack (T. N.)
IS. net
.Feb. 10"
