original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Conant (C. A.)—The Principles of banking. Svo. 75. 6d. net . HARPER, Jan, 13",70,78,,Conant (C. A.),The Principles of banking.,Svo.,75. 6d. net .,HARPER,Jan. 13,False,1913
"Conciliation Act, 1896–10 report by Board of Trade of proceedings, for 1912. 10}d. WYMAN, Apr. 13",70,78,,,"Conciliation Act, 1896–10 report by Board of Trade of proceedings, for 1912.",,10}d.,WYMAN,Apr. 13,False,1913
"Confession of faith (The), The Larger Catechism, The Shorter Catechism, &c. Cr. 8vo., 2s, 6d. net W. BLACKWOOD, May 13",70,78,,,"Confession of faith (The), The Larger Catechism, The Shorter Catechism, &c.",Cr. 8vo.,"2s, 6d. net",BLACKWOOD,May 13,False,1913
"Confessions of a convert, Benson (R. H.) 3s. 6d. net Confessions of a dancing girl (The) ; by Herself. Cr. 8vo., swd. is. net HEATH, CRANTON, May 13",70,78,,,"Confessions of a convert, Benson (R. H.) 3s. 6d. net Confessions of a dancing girl (The) ; by Herself.","Cr. 8vo.,",swd. is. net,"HEATH, CRANTON",May 13,False,1913
"Confessions of a dog. By R. S. H. Cr. 8vo. Swd. IS. net ..SIMPKIN, Nov, 13",70,78,,,Confessions of a dog. By R. S. H.,Cr. 8vo.,Swd. IS. net ..,SIMPKIN,Nov. 13,False,1913
"Congo-Correspondence respecting the affairs of the Congo (Nov. 1911-Jan. 1913). Id. WYMAN, Feb. 13",70,78,,,Congo-Correspondence respecting the affairs of the Congo (Nov. 1911-Jan. 1913).,,Id.,WYMAN,Feb. 13,False,1913
"Companies--22nd general annual report, for 1912. IS. 4d. WYMAN, Sep. 13",70,78,,,"Companies--22nd general annual report, for 1912.",,IS. 4d.,WYMAN,Sep. 13,False,1913
"Complete Peerage (The). New. edit. Rev. and much enlarged. Edit. by the Hon. Vicary Gibbs. Vol. 3, Canonteign to Cutts. 4to. 11 X9, pp. 648, 30s. net S. CATHERINE PRESS, Aug. 13",70,78,,,"Complete Peerage (The). New. edit. Rev. and much enlarged. Edit. by the Hon. Vicary Gibbs. Vol. 3, Canonteign to Cutts.",4to.,"11 X9, pp. 648, 30s. net",S. CATHERINE PRESS,Aug. 13,False,1913
"Constitutional year book (The), 1913. 8vo., 25., swd., IS., .....OFFICE, Mar. 13",71,79,,,"Constitutional year book (The), 1913.",8vo.,"25., swd., IS., .....",OFFICE,Mar. 13,False,1913
"Congo-Further correspondence (Jan.-Apr. 1913). 4]d. WYMAN, May 13",71,79,,,Congo-Further correspondence (Jan.-Apr. 1913).,,4]d.,WYMAN,May 13,False,1913
"Congregational year book (The), 1913. 8vo., 3s. 6d. net, bds, 28. 6d. NATIONAL COUNCIL, Jan. 13",71,79,,,"Congregational year book (The), 1913.",8vo.,"3s. 6d. net, bds, 28. 6d.",NATIONAL COUNCIL,Jan. 13,False,1913
"Congreve (A. E.)-The One maid book of cookery Cí. Svo. 78 X5, pp. 218, 25. 6d. net H. JENKINS, Apr. 13",71,79,,Congreve (A. E.),The One maid book of cookery,Cí. Svo.,"78 X5, pp. 218, 25. 6d. net",H. JENKINS,Apr. 13,False,1913
"Congreve (George)-Christian progress, with other papers and addresses. Cheaper reissue. Cr. 8vo., pp. 334, swd. 6d. net LONGMANS, Sep. 13",71,79,,Congreve (George),"Christian progress, with other papers and addresses. Cheaper reissue.",Cr. 8vo.,"pp. 334, swd. 6d. net",LONGMANS,Sep. 13,False,1913
"Congreve (George) - The Interior life, and other addresses. Cr. 8vo. 8 X5, pp. 358, 55. net MOWBRAY, Feb. 13",71,79,,Congreve (George),"The Interior life, and other addresses.",Cr. 8vo.,"8 X5, pp. 358, 55. net",MOWBRAY,Feb. 13,False,1913
"Connell (J. M.) ed.—A Book of devotional readings from the literature of Christendom. Cr. 8vo. 8X57, pp. 316, 3s. 6d. net LONGMANS, Jan. 13",71,79,,Connell (J. M.) ed.,A Book of devotional readings from the literature of Christendom.,Cr. 8vo.,"8X57, pp. 316, 3s. 6d. net",LONGMANS,Jan. 13,False,1913
"Connell (J. M.) ed.-Devotional readings from the literature of Christendom. Cr. 8vo., 38. 6d. net .LONGMANS, Jan. 13",71,79,,Connell (J. M.) ed.,Devotional readings from the literature of Christendom.,Cr. 8vo.,38. 6d. net .,LONGMANS,Jan. 13,False,1913
"Connoisseur (The). Vol. 35, Jan.-April, 1913. 4to., 7s. 6d. net OFFICE, May 13",71,79,,,"Connoisseur (The). Vol. 35, Jan.-April, 1913.",4to.,7s. 6d. net,OFFICE,May 13,False,1913
"Connoisseur (The). Vol. 36, May-August, 1913. 4to. 75. 6d. net ...OFFICE, Sep. 13",71,79,,,"Connoisseur (The). Vol. 36, May-August, 1913.",4to.,75. 6d. net ...,OFFICE,Sep. 13,False,1913
"Connolly (M.)—A Revised reference list of South African non-marine mollusca : 1 plate, ryl. 8vo. 10 X6, pp. 250, Swd., 125. net (S. African Museum) . WESLEY, Mar. 13",71,79,,Connolly (M.),"A Revised reference list of South African non-marine mollusca : 1 plate,",ryl. 8vo.,"10 X6, pp. 250, Swd., 125. net (S. African Museum) .",WESLEY,Mar. 13,False,1913
"Connor (Ralph)-The Doctor of Crow's Nest. Pop. edit. Cr. 8vo., pp. 408, is. net HODDER & S., May 13",71,79,,Connor (Ralph),The Doctor of Crow's Nest. Pop. edit.,Cr. 8vo.,"pp. 408, is. net",HODDER & S.,May 13,False,1913
"Conquest of the desert, Macdonald (W.) 78. 6d. net Conrad (Joseph)—The Mirror of the sea : memories and impressions. 12mo. 7 X4+, pp. 248, 5S. METHUEN, Apr. 13",71,79,"Conquest of the desert, Macdonald (W.) 78. 6d. net",Conrad (Joseph),The Mirror of the sea : memories and impressions.,12mo.,"7 X4+, pp. 248, 5S.",METHUEN,Apr. 13,False,1913
"Considerations for the clergy: being counsel of moderation, original and selected, addressed chiefly to his younger brethren. By an old Presbyter. Cr. 8vo. 73 X 5, pp. 176. 25. 6d. net R. SCOTT, Aug. 13",71,79,,,"Considerations for the clergy: being counsel of moderation, original and selected, addressed chiefly to his younger brethren. By an old Presbyter.",Cr. 8vo.,"73 X 5, pp. 176. 25. 6d. net",R. SCOTT,Aug. 13,False,1913
"Constitutional crisis (The) : a review of the situation and a plea for settlement. By a Liberal M.P. 8vo., pp. 34, swd. is. net UNWIN, June 13",71,79,,,Constitutional crisis (The) : a review of the situation and a plea for settlement. By a Liberal M.P.,8vo.,"pp. 34, swd. is. net",UNWIN,June 13,False,1913
"Constructive Quarterly (The): a journal of the faith and thoughts of Christendom. Edit. by Silas McBee. No. 1. March, 1913. Ryl. 8vo. ...FROWDE, Mar. 13",71,79,,,"Constructive Quarterly (The): a journal of the faith and thoughts of Christendom. Edit. by Silas McBee. No. 1. March, 1913.",Ryl. 8vo.,...,FROWDE,Mar. 13,False,1913
"Consular reports—Beirut and coast of Syria, 3d. ; Madagascar, 3}d. ... ...WYMAN, Aug. 13",71,79,,,"Consular reports—Beirut and coast of Syria, 3d. ; Madagascar, 3}d.",,,WYMAN,Aug. 13,False,1913
"Consular reports-Chinde, 3d. ; German E. Africa, 4 d.; Moscow, 4.d.; Perambuco, 4d.; Marseilles, 24d. ; Mexico, 4}d. ; Zanzibar, 2d. ; Saigon, 3.d.; Nice, 1}d. ; Spain, 3d. ; Harrar, id. ; Barcelona, 5 d.; Naples, i ld. ; Finland, 4}d. . WYMAN, Aug. 13",71,79,,,"Consular reports-Chinde, 3d. ; German E. Africa, 4 d.; Moscow, 4.d.; Perambuco, 4d.; Marseilles, 24d. ; Mexico, 4}d. ; Zanzibar, 2d. ; Saigon, 3.d.; Nice, 1}d. ; Spain, 3d. ; Harrar, id. ; Barcelona, 5 d.; Naples, i ld. ; Finland, 4}d.",,,WYMAN,Aug. 13,False,1913
"Consular reports-Constantinople, 6d.; Goa, }d.; Hawaii, 4d.; Ispahan, 3d. ; Rio de Janeiro, 5}d.; Shasi, 2 d.; Swatow, 3d. ; Bahrein Islands, 3}d.; Iquitos, id. ; Mosul, 3d. WYMAN, Apr. 13",71,79,,,"Consular reports-Constantinople, 6d.; Goa, }d.; Hawaii, 4d.; Ispahan, 3d. ; Rio de Janeiro, 5}d.; Shasi, 2 d.; Swatow, 3d. ; Bahrein Islands, 3}d.; Iquitos, id. ; Mosul, 3d.",,,WYMAN,Apr. 13,False,1913
"Consular reports-Coquimbo, 5d. ; Antwerp, 8d. ; Hayti, 3d.; Ichang, 2ļd.; Pakhoi, 3d. ; St. Pierre and Miquelon, 40.; Kiungchow, 21d.; Kiukiang, 3d.; Cape Verde Islands, 3d. ; Colima, 3d. ; Patras, 2}d. ..WYMAN, May 13",71,79,,,"Consular reports-Coquimbo, 5d. ; Antwerp, 8d. ; Hayti, 3d.; Ichang, 2ļd.; Pakhoi, 3d. ; St. Pierre and Miquelon, 40.; Kiungchow, 21d.; Kiukiang, 3d.; Cape Verde Islands, 3d. ; Colima, 3d. ; Patras, 2}d.",,,WYMAN,May 13,False,1913
"Consular reports—Curaçoa, &c., 7d.; Russia, 5}d.; Nagasaki, 3d. i Portuguese E. Africa, 4d.; Leghorn, itd.; Panama, 3d. ; Honduras, 4d. ; China (foreign trade), 3}d. ; Casablanca, 4d. ; Milan, 4d.; Italy (foreign trade), idd. ; Denmark, 4d. ; Düsseldorf, 4d. ; Greece (finances), 2 d. WYMAN, Oct. 13",71,79,,,"Consular reports—Curaçoa, &c., 7d.; Russia, 5}d.; Nagasaki, 3d. i Portuguese E. Africa, 4d.; Leghorn, itd.; Panama, 3d. ; Honduras, 4d. ; China (foreign trade), 3}d. ; Casablanca, 4d. ; Milan, 4d.; Italy (foreign trade), idd. ; Denmark, 4d. ; Düsseldorf, 4d. ; Greece (finances), 2 d.",,,WYMAN,Oct. 13,False,1913
"Consular reports-Denmark, 1911, 4]d.; Bangkok, China (N. Manchuria and Harbin), 8d.; Morocco, 5d.; Persia, 2d.; Honduras, 4d. WYMAN, Jan. 13",71,79,,,"Consular reports-Denmark, 1911, 4]d.; Bangkok, China (N. Manchuria and Harbin), 8d.; Morocco, 5d.; Persia, 2d.; Honduras, 4d.",,,WYMAN,Jan. 13,False,1913
"Consular reports-Dominican Republic, 4d. Bosnia-Herzegovina, 4d.; San Francisco, 2d.; Dalmatia, 4d.; St. Thomas and St. Croix, id. ; Chefoo, 4d. ; Dresden, id. ; Canary Islands 2}d.; Hungary, 2d.; Yucatan, d.; Bahia, 2 d.; Brest, id.; Batoum, 4]d. ; Trieste, 2}d.; Bordeaux, 5 d. ; Norway, 2}d.; Rotterdam, 2 d. ; Java, &c., 2ļd.; Havre, 5}d. ; Ciudad Bolivar, 2}d. .. WYMAN, June 13",71,79,,,"Consular reports-Dominican Republic, 4d. Bosnia-Herzegovina, 4d.; San Francisco, 2d.; Dalmatia, 4d.; St. Thomas and St. Croix, id. ; Chefoo, 4d. ; Dresden, id. ; Canary Islands 2}d.; Hungary, 2d.; Yucatan, d.; Bahia, 2 d.; Brest, id.; Batoum, 4]d. ; Trieste, 2}d.; Bordeaux, 5 d. ; Norway, 2}d.; Rotterdam, 2 d. ; Java, &c., 2ļd.; Havre, 5}d. ; Ciudad Bolivar, 2}d.",,,WYMAN,June 13,False,1913
"Consular reports—Dominican Republic, 1}d. ; St. Vincent, 4d.; Barbados, 3d.; Leeward Isles, 5 d.; Straits Settlements, 4}d. WYMAN, Feb. 13",71,79,,,"Consular reports—Dominican Republic, 1}d. ; St. Vincent, 4d.; Barbados, 3d.; Leeward Isles, 5 d.; Straits Settlements, 4}d.",,,WYMAN,Feb. 13,False,1913
"Consular reports—German S. W. Africa, 3d. ; Portugal, 1ļd.; Angola, 3d. ; Mannheim, 1}d.; Galveston, 4!d.; Antioquia, įd.; Costa Rica, 3d. ; Turin, 2}d.; Oporto, id. ; Paraguay (budget), }d.; Hakodate, 3d.; Madeira, 2d.; Society Islands, Id.; Porto Rico, 1ļd.; Tompico, 2 d. ; Caracas, 5d. WYMAN, July 13",71,79,,,"Consular reports—German S. W. Africa, 3d. ; Portugal, 1ļd.; Angola, 3d. ; Mannheim, 1}d.; Galveston, 4!d.; Antioquia, įd.; Costa Rica, 3d. ; Turin, 2}d.; Oporto, id. ; Paraguay (budget), }d.; Hakodate, 3d.; Madeira, 2d.; Society Islands, Id.; Porto Rico, 1ļd.; Tompico, 2 d. ; Caracas, 5d.",,,WYMAN,July 13,False,1913
"Consular reports—Japan, 6}d.; Congo, 4!d.; Amsterdam, 2d. .WYMAN, Mar. 13",71,79,,,"Consular reports—Japan, 6}d.; Congo, 4!d.; Amsterdam, 2d.",,,WYMAN,Mar. 13,False,1913
"Consular reports-Odessa, 7d.; Chungking, 3d. ; Boston, 4d.; Wuhu, 4d. ; Portland, Oregon, &c., 5d.; Changsha, 3}d.; Hankow, 1 d.; Dairen, 5d.; Foochów, 3}d.; Harbin, 4]d. Nanking, 4ļd.; Calais, 4d. ; Chingkiang, 4d. ; Malaga, 3d. ; Teng Yueh, £d.; Peru, 4}d. ; Rio Grande, įd. ; New York, 3}d.; Seville, 5d. ; Cyclades, 4d.; Mergtoz, 4d.; Iquique, 3}d.; France, 54d.; Lisbon, 4d.; Réunion, id. ; Rouen, 6 d. .WYMAN, July 13",71,79,,,"Consular reports-Odessa, 7d.; Chungking, 3d. ; Boston, 4d.; Wuhu, 4d. ; Portland, Oregon, &c., 5d.; Changsha, 3}d.; Hankow, 1 d.; Dairen, 5d.; Foochów, 3}d.; Harbin, 4]d. Nanking, 4ļd.; Calais, 4d. ; Chingkiang, 4d. ; Malaga, 3d. ; Teng Yueh, £d.; Peru, 4}d. ; Rio Grande, įd. ; New York, 3}d.; Seville, 5d. ; Cyclades, 4d.; Mergtoz, 4d.; Iquique, 3}d.; France, 54d.; Lisbon, 4d.; Réunion, id. ; Rouen, 6 d.",,,WYMAN,July 13,False,1913
"Muscat, 4!d. ; Canton, 1}d.; Chiengmai, 3!d. ; Ningpo, 4d.; Gothenburg, 4.d. ; Brindisi, 2d. ; Kermanshah, 2!d. ; Austria-Hungary (foreign trade), i}d.; New Orleans, 5}d.. Shanghai, 1}d.; Fiume, 2d. ; Khorasan, 3!d. ; Hamburg, 6d. WYMAN, Sep. 13",72,80,"Muscat, 4!d. ; Canton, 1}d.; Chiengmai, 3!d. ; Ningpo, 4d.; Gothenburg, 4.d. ; Brindisi, 2d. ; Kermanshah, 2!d. ; Austria-Hungary (foreign trade), i}d.; New Orleans, 5}d.. Shanghai, 1}d.; Fiume, 2d. ; Khorasan, 3!d. ; Hamburg, 6d.",,,,,WYMAN,Sep. 13,False,1913
"Consular reports—St. Louis, 4}d.; Shimonoseki, 3}d.; Azerbaijan, 2}d. ; Philippine Islands, 3d. ; Philadelphia, 4.d.; Savannah, 5}d. ; Germany, 3d.; Bushire, 4}d.; Amoy, id.; Chicago, 5d. ; Netherlands, 2d.; Alexandria, 5ļd.; Genoa, 5d.; Corfu, 2d.; Vera Cruz, 1 d. ; Sweden (budget), £d.; Roumania, 4}. ; Baltimore, 51d.; Corea, 2}d.; Azores, 2d. ; Sicily, 4}d. ; Jerusalem, 2 d.; Lyons, 6d.; Corunna, 4d.; Bolivia, 31d. ; Corsica, 2d. ; Antofagasta, d.; Wuchow and Nanning, 3d. WYMAN, June 13",72,80,,,"Consular reports—St. Louis, 4}d.; Shimonoseki, 3}d.; Azerbaijan, 2}d. ; Philippine Islands, 3d. ; Philadelphia, 4.d.; Savannah, 5}d. ; Germany, 3d.; Bushire, 4}d.; Amoy, id.; Chicago, 5d. ; Netherlands, 2d.; Alexandria, 5ļd.; Genoa, 5d.; Corfu, 2d.; Vera Cruz, 1 d. ; Sweden (budget), £d.; Roumania, 4}. ; Baltimore, 51d.; Corea, 2}d.; Azores, 2d. ; Sicily, 4}d. ; Jerusalem, 2 d.; Lyons, 6d.; Corunna, 4d.; Bolivia, 31d. ; Corsica, 2d. ; Antofagasta, d.; Wuchow and Nanning, 3d.",,,WYMAN,June 13,False,1913
"Consular reports-Rome, 1ļd.; Salina Cruz, id. ; Erzeroum, id. ; Sao Paulo, 2d. ; Japan, 5d. ; Italy (finances), 2d.; Abyssinia, 3d. ; Stettin, 2}d.; Katanga, id. ; Trebizond Vilayet, 2ļd. ; Aleppo Vilayet, 3bd.; Basra, 2}d. ; New- chwang, 2}d.; Yokohama, 4d. WYMAN, July 13",72,80,,,"Consular reports-Rome, 1ļd.; Salina Cruz, id. ; Erzeroum, id. ; Sao Paulo, 2d. ; Japan, 5d. ; Italy (finances), 2d.; Abyssinia, 3d. ; Stettin, 2}d.; Katanga, id. ; Trebizond Vilayet, 2ļd. ; Aleppo Vilayet, 3bd.; Basra, 2}d. ; New- chwang, 2}d.; Yokohama, 4d.",,,WYMAN,July 13,False,1913
"Consular reports-Vladivostock, 6}d.; E. Africa Protectorate, s}d. .WYMAN, Mar. 13",72,80,,,"Consular reports-Vladivostock, 6}d.; E. Africa Protectorate, s}d.",,,WYMAN,Mar. 13,False,1913
"Contes de Fées ; Perrault, &c., 12mo., pp. 438, rod. net (Classiques Francais) NELSON, Dec. 13",72,80,,,"Contes de Fées ; Perrault, &c.,",12mo.,"pp. 438, rod. net (Classiques Francais)",NELSON,Dec. 13,False,1913
"Converging views of social reform : lectures on the life of the industrial worker given at the Inter-Denominational Summer School, at Swanwick, Derbyshire, June 22–29, 1912. Cr. 8vo. 73 X5, pp. 128, Is. 6d. net DENS, Feb. 13",72,80,,,"Converging views of social reform : lectures on the life of the industrial worker given at the Inter-Denominational Summer School, at Swanwick, Derbyshire, June 22–29, 1912.",Cr. 8vo.,"73 X5, pp. 128, Is. 6d. net",DEAN'S,Feb. 13,False,1913
"Conway (Hugh)—Called back. 8vo. swd. 6d. NEWNES, June 13",72,80,,Conway (Hugh),Called back.,8vo.,swd. 6d.,NEWNES,June 13,False,1913
"Con way-Gordon (V.)-The Celibacy of Maurice Kane. Cr. 8vo. 73 X4+, pp. 380, 6s. HOLDEN & H., Feb. 13",72,80,,Con way-Gordon (V.),The Celibacy of Maurice Kane.,Cr. 8vo.,"73 X4+, pp. 380, 6s.",HOLDEN & H.,Feb. 13,False,1913
"Con well (Russell H.)—How to live the Christ life. Cr. 8vo. 7* X5, pp. 222, 3s. 6d. net REVELL, Jan, 13",72,80,,Con well (Russell H.),How to live the Christ life.,Cr. 8vo.,"7* X5, pp. 222, 3s. 6d. net",REVELL,Jan. 13,False,1913
"Conyers (Dorothea)—The Arrival of Antony. Pop. edit. Cr. 8vo., pp. 348, swd. is. net HUTCHINSON, June 13",72,80,,Conyers (Dorothea),The Arrival of Antony. Pop. edit.,Cr. 8vo.,"pp. 348, swd. is. net",HUTCHINSON,June 13,False,1913
"Conyers (Dorothea)-For Henri and Navarre. 8vo. swd. 6d. ....HUTCHINSON, May 13",72,80,,Conyers (Dorothea),For Henri and Navarre.,8vo. swd.,6d. ....,HUTCHINSON,May 13,False,1913
"Conyers (Dorothea)-Sandy married. Cr. 8vo 77 X 5, pp. 368, 6s.... METHUEN, July 13",72,80,,Conyers (Dorothea),Sandy married.,Cr. 8vo,"77 X 5, pp. 368, 6s....",METHUEN,July 13,False,1913
"Conyngton (M.)--How to help : a manual of practical charity. New edit. Cr. 8vo., 25. net MACMILLAN, June 13",72,80,,Conyngton (M.),How to help : a manual of practical charity. New edit.,Cr. 8vo.,25. net,MACMILLAN,June 13,False,1913
"Cook (Sir Edward)—The Life of Florence Nightin- gale. 2 vols. 8vo. 9 X55, pp. 540, 526, 3os. net MACMILLAN, Nov. 13",72,80,,Cook (Sir Edward),The Life of Florence Nightin- gale. 2 vols.,8vo.,"9 X55, pp. 540, 526, 3os. net",MACMILLAN,Nov. 13,False,1913
"Cook (Elizabeth C.)-Literary influences in colonial newspapers, 1704-1750. 8vo., pp. 292, 6s. 6d. net .H. MILFORD, May 13",72,80,,Cook (Elizabeth C.),"Literary influences in colonial newspapers, 1704-1750.",8vo.,"pp. 292, 6s. 6d. net .",MILFORD,May 13,False,1913
"Cook (Sir Frederick) : A Catalogue of the paintings at Doughty House, Richmond, and elsewhere in the collection of Sir Frederick Cook, Bt. Ed. by H. Cook. Vol. 1, Italian Schools. By Tancred Borenius. Folio 15 X11), pp. 231 HEINEMANN, Nov. 13",72,80,,Cook (Sir Frederick),"A Catalogue of the paintings at Doughty House, Richmond, and elsewhere in the collection of Sir Frederick Cook, Bt. Ed. by H. Cook. Vol. 1, Italian Schools. By Tancred Borenius.",Folio,"15 X11), pp. 231",HEINEMANN,Nov. 13,False,1913
"Cook (Melville Thurston)—The Diseases of tropical plants. 8vo. 81 X54, pp. 330, 8s. 6d. net MACMILLAN, Nov. 13",72,80,,Cook (Melville Thurston),The Diseases of tropical plants.,8vo.,"81 X54, pp. 330, 8s. 6d. net",MACMILLAN,Nov. 13,False,1913
"Cooke (Arthur 0.)-The Forest of Dean. Illus. 8vo. 8X54, pp. 292, ios, 6d. net CONSTABLE, Apr. 13",72,80,,Cooke (Arthur 0.),The Forest of Dean. Illus.,8vo.,"8X54, pp. 292, ios, 6d. net",CONSTABLE,Apr. 13,False,1913
"Cooke (Francis B.)—The Corinthian yachts- man's handbook. Illus. Svo. 9 X 53, pp. 328, ros. 6d. net.... .E. ARNOLD, Oct. 13.",72,80,,Cooke (Francis B.),The Corinthian yachts- man's handbook. Illus.,Svo.,"9 X 53, pp. 328, ros. 6d. net.... .",E. ARNOLD,Oct. 13,False,1913
"Cooke (G. A.)—The Books of Judges and Ruth in the Revised Version. With intro, and notes. Extra f'cap. 8vo., 25. 6d. net. (Cambridge Bible for schools and Colleges) CAM. UNIV. PRESS, Mar. 13",72,80,,Cooke (G. A.),"The Books of Judges and Ruth in the Revised Version. With intro, and notes.",Extra f'cap. 8vo.,25. 6d. net. (Cambridge Bible for schools and Colleges),CAMB. UNIV. PR.,Mar. 13,False,1913
"Cooke (G. A.)-The Book of Judges in the Revised Version. With intro. and notes. I map. Extra fcap. 8vo., pp. 246, 28. net. (Cambridge Bible for schools and colleges) CAM. UNIV. PRESS, Mar. 13",72,80,,Cooke (G. A.),The Book of Judges in the Revised Version. With intro. and notes. I map.,Extra fcap. 8vo.,"pp. 246, 28. net. (Cambridge Bible for schools and colleges)",CAMB. UNIV. PR.,Mar. 13,False,1913
"Cooke (G. A.)--The Book of Ruth in the Revised Version. With intro. and notes. Extra f'cap. 8vo., pp. 40, Is. net. (Cambridge Bible for schools and colleges) CAMB. UNIV. PRESS, Mar. 13",72,80,,Cooke (G. A.),The Book of Ruth in the Revised Version. With intro. and notes.,Extra f'cap. 8vo.,"pp. 40, Is. net. (Cambridge Bible for schools and colleges)",CAMB. UNIV. PR.,Mar. 13,False,1913
"Cooke (Henry Robswood)-Buccaneers' Island Illus. Cr. 8vo. 71 x 5, pp. 256, 35. 6d. LONG, Nov.13",72,80,,Cooke (Henry Robswood),Buccaneers' Island Illus.,Cr. 8vo.,"71 x 5, pp. 256, 35. 6d.",LONG,Nov. 13,False,1913
"Cooke (W. Bourne)—The Cragsmen: a story of smuggling days.' 8vo. 81x54, pp. 318, 35. 6d.. CASSELL, Sep. 13",72,80,,Cooke (W. Bourne),The Cragsmen: a story of smuggling days.,8vo.,"81x54, pp. 318, 35. 6d..",CASSELL,Sep. 13,False,1913
"Cookery annual (The) for 1913, and year book of the Universal Cookery and Food Association Edit. by C. Herman Senn. 8vo. 71X47, pp. 163, swd. is. net Food & COOKERY, Feb. 13",72,80,,,"Cookery annual (The) for 1913, and year book of the Universal Cookery and Food Association Edit. by C. Herman Senn.",8vo.,"71X47, pp. 163, swd. is. net",Food & COOKERY,Feb. 13,False,1913
"Cookery for Irish Workhouses, Handbook of.. 3}d. (post free) . WYMAN, Feb. 13",72,80,,,"Cookery for Irish Workhouses, Handbook of..",,3}d. (post free) .,WYMAN,Feb. 13,False,1913
"Coomaraswamy (Ananda K.)—The Arts and crafts of India and Ceylon. Reissue. Cr. 8vo. 8X54, pp. 278, 6s, net...... FOULIS, Nov. 13",73,81,,Coomaraswamy (Ananda K.),The Arts and crafts of India and Ceylon. Reissue.,Cr. 8vo.,"8X54, pp. 278, 6s, net......",FOULIS,Nov. 13,False,1913
"Cooper (J. W. Astley)-Pathological inebriety : its causation and treatment. Cr. 8vo. 7! X4 pp. 168, 35. 6d. net ......BAILLIÈRE, Feb. 13",73,81,,Cooper (J. W. Astley),Pathological inebriety : its causation and treatment.,Cr. 8vo.,"7! X4 pp. 168, 35. 6d. net",BAILLIERE,Feb. 13,False,1913
"Cope (Edward A.)-Filing systems : their principles and their application to modern office requirements. 8vo. 71 X41, pp. 200, 28. 6d. net........ .. PITMAN, June 13",73,81,,Cope (Edward A.),Filing systems : their principles and their application to modern office requirements.,8vo.,"71 X41, pp. 200, 28. 6d. net........ ..",PITMAN,June 13,False,1913
"Copping (Arthur E.)-A Journalist in the Holy Land : glimpses of Egypt and Palestine. Illus. by Harold Copping. New edit. 8vo. 9X51, pp. 262, 3s. 6d. net.......... .R. T. S., July 13",73,81,,Copping (Arthur E.),A Journalist in the Holy Land : glimpses of Egypt and Palestine. Illus. by Harold Copping. New edit.,8vo.,"9X51, pp. 262, 3s. 6d. net.......... .",R.T.S.,July 13,False,1913
"Cook's Travellers' handbook for Algeria and Tunisia. 12mo. 5s, net ....SIMPKIN, Dec. 12",73,81,,,Cook's Travellers' handbook for Algeria and Tunisia.,12mo.,"5s, net ....",SIMPKIN,Dec. 12,False,1913
"Coo maras wamy (Ananda K.)–Visvakarma : ex- amples of Indian architecture, sculpture, painting, handicraft. Part 4, 4to. 12 plates. 28. od. net ...LTZAC, May 13",73,81,,Coo maras wamy (Ananda K.),"Visvakarma : ex- amples of Indian architecture, sculpture, painting, handicraft. Part 4,",4to.,12 plates. 28. od. net ...,LUZAC,May 13,False,1913
"Cooper (A. B.)-Irank Flower: the boy corres- pondent. Cr. 8vo. 8 X5, pp. 256, 25. 6d. (The Scout library) ..PEARSON, Sep. 13",73,81,,Cooper (A. B.),Irank Flower: the boy corres- pondent.,Cr. 8vo.,"8 X5, pp. 256, 25. 6d. (The Scout library)",PEARSON,Sep. 13,False,1913
"Cooper (C. H. and T.)-Athena Cantabrigiensis 3 vols. Re-issue. 215. net, ditto, Vol. 3 only 6s. net 8vo. . MACMILLAN, Jan 13",73,81,,Cooper (C. H. and T.),Athena Cantabrigiensis 3 vols. Re-issue.,8vo.,"215. net, ditto, Vol. 3 only 6s. net .",MACMILLAN,Jan. 13,False,1913
"Cooper (Clayton Sedgwick)—The Man of Egypt., Illus. 8vo. 81 *5), pp. 316, 6s. (The Coming- Man) HODDER & S., Oct. 13",73,81,,Cooper (Clayton Sedgwick),The Man of Egypt.,8vo.,"Illus. 81 *5), pp. 316, 6s. (The Coming- Man)",HODDER & S.,Oct. 13,False,1913
"Cooper (Frederic Taber)—Some English story. tellers : a book of the younger novelists. Cr. 8vo. 7* 5, pp. 476, 5s. net RICHARDS, Feb. 13",73,81,,Cooper (Frederic Taber),Some English story. tellers : a book of the younger novelists.,Cr. 8vo.,"7* 5, pp. 476, 5s. net",RICHARDS,Feb. 13,False,1913
"Cooper (James)— Reliques of ancient Scottish devotion. Cr. 8vo., swd., 6d. net (The Iona Booklets).. ..FOULIS, Dec. 13",73,81,,Cooper (James),Reliques of ancient Scottish devotion.,Cr. 8vo.,"swd., 6d. net (The Iona Booklets)..",FOULIS,Dec. 13,False,1913
"Cooper (Marjorie)—Aileen : a tale of deed and misdeeds. Cr. 8vo. 7) X5, pp. 261, 6s. LYNWOOD, Dec. 12",73,81,,Cooper (Marjorie),Aileen : a tale of deed and misdeeds.,Cr. 8vo.,"7) X5, pp. 261, 6s.",LYNWOOD,Dec. 12,False,1913
