original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Felico (Roger de)-French furniture under Louis XV. Cr. 8vo. 74 X 5, pp. 132, 45. 6d. net. (Little illus. bks. on old French furniture.) HEINEMANN, July '20",97,105,,Felico (Roger de),French furniture under Louis XV.,Cr. 8vo.,"74 X 5, pp. 132, 45. 6d. net. (Little illus. bks. on old French furniture.)",HEINEMANN,July 20,False,1920
"Fell (Anna)—Was she a wife? Ch. ed. 8vo. 81 X51, pp. 90, swd. 9d. net PEARSON, Oct. '20",97,105,,Fell (Anna),Was she a wife? Ch. ed.,8vo.,"81 X51, pp. 90, swd. 9d. net",PEARSON,Oct. 20,False,1920
"Followes (E. H.) ed.-English madrigal verse, 1588–1632. Ed. from the original song books. 8vo. 8 x 5), pp. 660 125. 6d. net ; india p. ed. 155. net......MILFORD, June '20",97,105,,Followes (E. H.) ed.,"English madrigal verse, 1588–1632. Ed. from the original song books.",8vo.,"8 x 5), pp. 660 125. 6d. net ; india p. ed. 155. net......",MILFORD,June 20,False,1920
"Followship hymn book (The). Compiled by a Committee representing the National Adult School Union and the National Brotherhood Council. Cr. 8vo. 71 X.5. Supplement only. S.A. swd. 6d. net ; S.B. limp od. net ; S.E. swd. 8d. net; S.F. limp id. net. Cobinmed with Hymn book. C.A. swd. iS. 3d. net ; C.B. limp. is. 6d. net; C.E. swd. is. 6d. net; C.F. linip is. 9d. net. Words and music suppl. S.I. limp 25. 6d. net ; S.J. 35. net. Combined ed. C.I. limp 5s. net ; Č.J. 6s, net SWARTHMORE PR., Dec. '20",97,105,,,Followship hymn book (The). Compiled by a Committee representing the National Adult School Union and the National Brotherhood Council.,Cr. 8vo.,"71 X.5. Supplement only. S.A. swd. 6d. net ; S.B. limp od. net ; S.E. swd. 8d. net; S.F. limp id. net. Cobinmed with Hymn book. C.A. swd. iS. 3d. net ; C.B. limp. is. 6d. net; C.E. swd. is. 6d. net; C.F. linip is. 9d. net. Words and music suppl. S.I. limp 25. 6d. net ; S.J. 35. net. Combined ed. C.I. limp 5s. net ; Č.J. 6s, net",SWARTHMORE PR.,Dec. 20,False,1920
"Fols (Mary)-Joseph Fels : his life-work. Cr. 8vo. 7} 5, pp. 252, 6s. net ..ALLEN & U., Jan. '20",97,105,,Fols (Mary),Joseph Fels : his life-work.,Cr. 8vo.,"7} 5, pp. 252, 6s. net ..",ALLEN & U.,Jan. 20,False,1920
"Felstead (Sidney Theodore)-German spies at bay. Cr. 8vo. 7£ X 5, pp. 294, 8s. 6d. net HUTCHINSON, Mar. '20",97,105,,Felstead (Sidney Theodore),German spies at bay.,Cr. 8vo.,"7£ X 5, pp. 294, 8s. 6d. net",HUTCHINSON,Mar. 20,False,1920
"Feltham (A. E.)--A Few leaves from the tree of everyday experience : verse. 8vo. 7* X54, pp. 48, 38. (Coventry) CALDECOTT & FELTHAM, Aug. '20",97,105,,Feltham (A. E.),A Few leaves from the tree of everyday experience : verse.,8vo.,"7* X54, pp. 48, 38. (Coventry)",CALDECOTT & FELTHAM,Aug. 20,False,1920
"Femina. Ed. by Lady Diana Manners. No. 1, May, 1920. 131 X10, Is. 6d. net FIELD PR., May '20",97,105,,,"Femina. Ed. by Lady Diana Manners. No. 1, May, 1920.",,"131 X10, Is. 6d. net",FIELD PR.,May 20,False,1920
"Fondall (Percy)-The Inner Circle. Cr. 8vo. 71 X 5, pp. 313. 78. net ODHAMS, Mar.'20",97,105,,Fondall (Percy),The Inner Circle.,Cr. 8vo.,"71 X 5, pp. 313. 78. net",ODHAMS,Mar. 20,False,1920
"Fenn (Amor)—Design and tradition : a short account of the principles and historic develop- ment of architecture and the applied arts. Ryl. 8vo. 91 x6, pp. 396, 30s. net (Universal art ser.) ..CHAPMAN & H., Nov. '20",97,105,,Fenn (Amor),Design and tradition : a short account of the principles and historic develop- ment of architecture and the applied arts.,Ryl. 8vo.,"91 x6, pp. 396, 30s. net (Universal art ser.)",CHAPMAN & H.,Nov. 20,False,1920
"Fonn (F. A. Humphrey)-Active service hints for boy scouts. Cr. 8vo. 7 x 44, pp. 66, swd. 7d. net .J. BROWN, Mar.'20",97,105,,Fonn (F. A. Humphrey),Active service hints for boy scouts.,Cr. 8vo.,"7 x 44, pp. 66, swd. 7d. net .",J. BROWN,Mar. 20,False,1920
"Feran (E. A., Rev.)—The Life of St. Nicholas of Tolentino, O.S.A. 8*X54, pp 151, 75. 60. net BURNS, OATES, Nov.'20",97,105,,"Feran (E. A., Rev.)","The Life of St. Nicholas of Tolentino, O.S.A.",,"8*X54, pp 151, 75. 60. net","BURNS, OATES",Nov. 20,False,1920
"Forber (Edna)—Roast beef, medium : the busi- ness adventures of Emma McChesney. Cr. 8vo. 7*X 5, pp, 192, 6s. net ....METHUEN, Mar.'20",97,105,,Forber (Edna),"Roast beef, medium : the busi- ness adventures of Emma McChesney.",Cr. 8vo.,"7*X 5, pp, 192, 6s. net ....",METHUEN,Mar. 20,False,1920
"Ferguson (John de Lancey)--American literature in Spain. 8vo. 6s. 6d. net (Columbia Univ. studies) . MILFORD, Oct. '19",97,105,,Ferguson (John de Lancey),American literature in Spain.,8vo.,6s. 6d. net (Columbia Univ. studies) .,MILFORD,Oct. 19,False,1920
"Ferguson (W. B.) ed.—The Photographic resear- ches of F. Hurter and Y. C. Driffield. 8vo. Illus. 255. net (Hurter and Driffield memorial vol.)... .ROY. PHOTOGRAPHIC SOC., Mar. '20",97,105,,Ferguson (W. B.) ed.,The Photographic resear- ches of F. Hurter and Y. C. Driffield.,8vo.,Illus. 255. net (Hurter and Driffield memorial vol.)... .,ROY. PHOTOGRAPHIC SOC.,Mar. 20,False,1920
"Ferguson (-)-Electric lighting. 8vo. 155. MCGRAW, HILL, May'20",97,105,,,Ferguson (-)-Electric lighting.,8vo.,155.,"MCGRAW, HILL",May 20,False,1920
"Fornley (Donald)-The Pied Piper : a play in five acts. 8! *5), pp. 80, 28. 6d. net HARRISON & SONS, Sep. '20",97,105,,Fornley (Donald),The Pied Piper : a play in five acts.,,"8! *5), pp. 80, 28. 6d. net",HARRISON & SONS,Sep. 20,False,1920
"Forraby (H. C.)-Immortal story of Zeebrugge and Ostend. Cr. 8vo, swd. Is. 6d. net SKEPPINGTON, Nov. '20",97,105,,Forraby (H. C.),Immortal story of Zeebrugge and Ostend.,"Cr. 8vo, swd.",Is. 6d. net,SKEPPINGTON,Nov. 20,False,1920
"Forrar (M. L., Maj.)-Officers of the Green Howards (Alexandra, Princess of Wales's Own, Yorkshire Regiment, fornierly the 19th Foot), 1688-1920. Ryl. 8vo. 9 X6, pp. 364, 21s. net EDEN FISHER, Aug. '20",97,105,,"Forrar (M. L., Maj.)","Officers of the Green Howards (Alexandra, Princess of Wales's Own, Yorkshire Regiment, fornierly the 19th Foot), 1688-1920.",Ryl. 8vo.,"9 X6, pp. 364, 21s. net",EDEN FISHER,Aug. 20,False,1920
"Ferrar (William John)-The Saints of Coruwall. 18mo. 61 X 4, pp. 64, swd. is. 6d. net S.P.C.K., July '20",97,105,,Ferrar (William John),The Saints of Coruwall.,18mo.,"61 X 4, pp. 64, swd. is. 6d. net",S.P.C.K.,July 20,False,1920
"Ferrar (William John)-Snakes and ladders : a child's fantasy. Cr. 8vo. bds. 38. 6d. net DANIEL, Nov. '20",97,105,,Ferrar (William John),Snakes and ladders : a child's fantasy.,Cr. 8vo.,bds. 38. 6d. net,DANIEL,Nov. 20,False,1920
"Forris (Helen)-Girls' clubs. Cr. 8vo. 8s. net DENT, June '20",97,105,,Forris (Helen),Girls' clubs.,Cr. 8vo.,8s. net,DENT,June 20,False,1920
"Forris (T. E. S.)-Source of the Liturgies. Swd. 6d. net (Church historical pamphlets, No. 5) S.P.C.K., Aug. '20",97,105,,Forris (T. E. S.),Source of the Liturgies.,Swd.,"6d. net (Church historical pamphlets, No. 5)",S.P.C.K.,Aug. 20,False,1920
"Ferry (Jeanie)--The Love story of Betty. Illus. by Arthur Twidle. Cr. 8vo. 71 X 5, pp. 281, 35. 6d. R.T.S., Mar.'20",97,105,,Ferry (Jeanie),The Love story of Betty. Illus. by Arthur Twidle.,Cr. 8vo.,"71 X 5, pp. 281, 35. 6d.",R.T.S.,Mar. 20,False,1920
"Filon (Augustin) --Recollections of the Empress Eugénie. 8 illus. Ryl. 8vo. 91 x64, pp. 335, 21s. net CASSELL, Nov. '20",98,106,,Filon (Augustin),Recollections of the Empress Eugénie. 8 illus.,Ryl. 8vo.,"91 x64, pp. 335, 21s. net",CASSELL,Nov. 20,False,1920
"Finance accounts of the U.K. of Gt. Britain and Ireland, 1919–20. 9d. net H.M.S.O., Oct. '20",98,106,,,"Finance accounts of the U.K. of Gt. Britain and Ireland, 1919–20.",,9d. net,H.M. STATIONERY OFF.,Oct. 20,False,1920
"Financial Conference (International) —Report and resolutions of the International Financial Conferences, Brussels, Sept. 24-Oct. 8, 1920. 8vo. 8* X54, pp. 36, swd. is. net HODDER & S., Nov. '20",98,106,,,"Financial Conference (International) —Report and resolutions of the International Financial Conferences, Brussels, Sept. 24-Oct. 8, 1920.",8vo.,"8* X54, pp. 36, swd. is. net",HODDER & S.,Nov. 20,False,1920
"Financial Statement, 1920–21-Statement of revenue and expenditure. 3d. net H.M.S.O., Apr.'20",98,106,,,"Financial Statement, 1920–21-Statement of revenue and expenditure.",,3d. net,H.M. STATIONERY OFF.,Apr. 20,False,1920
"""Financier"" Rubber share handbook (The): details of companies. Cr. 8vo. 71 X 5, pp. 950, 6s, net “FINANCIER,"" Feb.'20",98,106,,,"""Financier"" Rubber share handbook (The): details of companies.",Cr. 8vo.,"71 X 5, pp. 950, 6s, net","“FINANCIER,""",Feb. 20,False,1920
"Finbarr (John) --The Strange adventure of Jack Smith. Illus. by Albert Morrow. Cr. 8vo. 74 X5, pp. 280, (Clarion ser.) 45. net, (Imperial ser.) 5s. net . MILFORD, Nov. '20",98,106,,Finbarr (John),The Strange adventure of Jack Smith. Illus. by Albert Morrow.,Cr. 8vo.,"74 X5, pp. 280, (Clarion ser.) 45. net, (Imperial ser.) 5s. net .",MILFORD,Nov. 20,False,1920
"Finch (J.)-The Kingsway book of geography lessons. 2nd stage, vol. I. Cr. 8vo. 73 X 5, pp. 183, 3s. 6d. net (Kingsway ser.) EVANS, Feb. '20",98,106,,Finch (J.),"The Kingsway book of geography lessons. 2nd stage, vol. I.",Cr. 8vo.,"73 X 5, pp. 183, 3s. 6d. net (Kingsway ser.)",EVANS,Feb. 20,False,1920
"Fottorless (Arthur)-Myra. Cr. 8vo. 74 X 5, pp. 320, 75. 6d. net... .BLACKWOOD, Mar.'20",98,106,,Fottorless (Arthur),Myra.,Cr. 8vo.,"74 X 5, pp. 320, 75. 6d. net...",BLACKWOOD,Mar. 20,False,1920
"Fowster (Emilie)—Book of the Great War. Cr. 8vo. 77X5, pp. 115, is. 9d. net LONGMANS, Feb. '20",98,106,,Fowster (Emilie),Book of the Great War.,Cr. 8vo.,"77X5, pp. 115, is. 9d. net",LONGMANS,Feb. 20,False,1920
"Fiebeger (G. F., Col.)-Elements of strategy. 8s. 6d. net (WILEY) CHAPMAN & H., Nov. '20",98,106,,"Fiebeger (G. F., Col.)",Elements of strategy.,,8s. 6d. net,(WILEY) CHAPMAN & H.,Nov. 20,False,1920
"Field (G. C.).-Guild socialism : a critical exami- nation. Cr. 8vo. 71 X 5, pp. 172, 5s, net GARDNER, DARTON, Oct. '20",98,106,,Field (G. C.).,Guild socialism : a critical exami- nation.,Cr. 8vo.,"71 X 5, pp. 172, 5s, net","GARDNER, DARTON",Oct. 20,False,1920
"Field (G. C.)What is philosophy ? Ĉr. 8vo. swd. 28. net ... CONSTABLE, July '20",98,106,,Field (G. C.),What is philosophy ?,Ĉr. 8vo.,swd. 28. net,CONSTABLE,July 20,False,1920
"Field (John Edward)—The English Liturgies of 1549 and 1661, compared with each other and with the ancient Liturgies. 8vo. 8} X 51, pp. 245, 12s. 6d. net ...S.P.C.K., June 20",98,106,,Field (John Edward),"The English Liturgies of 1549 and 1661, compared with each other and with the ancient Liturgies.",8vo.,"8} X 51, pp. 245, 12s. 6d. net ...",S.P.C.K.,June 20,False,1920
"Field (M. G., Capt.)-Ambush and song. 18mo. 45. 6d. net .HEATH, CRANTON, Feb. '20",98,106,,"Field (M. G., Capt.)",Ambush and song.,18mo.,45. 6d. net .,"HEATH, CRANTON",Feb. 20,False,1920
"Fielder (H. G.) and Sandbach (F. E.) eds.-A First German course for science students : compris- ing a reader and outline of grammar, with diagrams and vocabulary. 2nd ed., rev. 8vo. 88x58, pp. 109, 45. 6d. net MILFORD, Aug. '20",98,106,,Fielder (H. G.) and Sandbach (F. E.) eds.,"A First German course for science students : compris- ing a reader and outline of grammar, with diagrams and vocabulary. 2nd ed., rev.",8vo.,"88x58, pp. 109, 45. 6d. net",MILFORD,Aug. 20,False,1920
"Flelder (H. G.) and Sandbach (F. E.) eds.-A Second German course for science students : readings from recent German scientific publica- tions. 8vo. 84x58, pp. 83, 3s. 6d. net MILFORD, Aug. '20",98,106,,Flelder (H. G.) and Sandbach (F. E.) eds.,A Second German course for science students : readings from recent German scientific publica- tions.,8vo.,"84x58, pp. 83, 3s. 6d. net",MILFORD,Aug. 20,False,1920
"Fieldhouse (Arthur)-Key to the Student's com- mercial book-keeping, accounting and banking. 8vo. 8} X51, pp. 570, 20s. net SIMPKIN, Feb. '20",98,106,,Fieldhouse (Arthur),"Key to the Student's com- mercial book-keeping, accounting and banking.",8vo.,"8} X51, pp. 570, 20s. net",SIMPKIN,Feb. 20,False,1920
"Fieldhouse (Arthur and E. Ewart)-Income tax simplified. 5th ed. Cr. 8vo. 7 x 41, pp. 60, swd. Is. 6d. net ....FIELDHOUSE ; SIMPKIN, Oct. '20",98,106,,Fieldhouse (Arthur and E. Ewart),Income tax simplified. 5th ed.,Cr. 8vo.,"7 x 41, pp. 60, swd. Is. 6d. net",FIELDHOUSE ; SIMPKIN,Oct. 20,False,1920
"Fielding (William J.)-Sanity in sex. Cr. 8vo 7} X5, pp. 350, Ios. 6d. net K. PAUL, Oct. '20",98,106,,Fielding (William J.),Sanity in sex.,Cr. 8vo,"7} X5, pp. 350, Ios. 6d. net",K. PAUL,Oct. 20,False,1920
"Fife (C. Domville-) see Domville-Fife. Fifty years of London society, 1870-1920. 8vo. 9 x 58, pp. 292, 128. 6d. net E. NASH, Mar. '20",98,106,Fife (C. Domville-) see Domville-Fife.,,"Fifty years of London society, 1870-1920.",8vo.,"9 x 58, pp. 292, 128. 6d. net",E. NASH,Mar. 20,False,1920
"Figgis (Darrell) —The Economic case for Irish independence. Cr. 8vo. 71 x 4, pp. 98, swd. 28. net .MAUNSEL, June 20",98,106,,Figgis (Darrell),The Economic case for Irish independence.,Cr. 8vo.,"71 x 4, pp. 98, swd. 28. net .",MAUNSEL,June 20,False,1920
"Fillmoro (Parker)-Czechoslovak fairy tales. Illus. by Jan Matulka. 8vo. 81x51, pp. 243, 75. 6d. net . COLLINS, Aug. '20",98,106,,Fillmoro (Parker),Czechoslovak fairy tales. Illus. by Jan Matulka.,8vo.,"81x51, pp. 243, 75. 6d. net .",COLLINS,Aug. 20,False,1920
"(Wiley) CHAPMAN & H., June '20",98,106,,,,,,(WILEY) CHAPMAN & H.,June 20,False,1920
"Finch (M. B.) and Peers (E. Allison)-The Origins of French Romanticism. 8vo. 9 X 6, pp. 318, 155. net... ...CONSTABLE, June ’20",98,106,,Finch (M. B.) and Peers (E. Allison),The Origins of French Romanticism.,8vo.,"9 X 6, pp. 318, 155. net...",CONSTABLE,June 20,False,1920
"Finch (Robert J.)-Geography of the homeland. Cr. 8vo. 74 X5, pp. 207, 4s. 6d, net (Kingsway ser.) .. EVANS BROS., Dec. ’20",98,106,,Finch (Robert J.),Geography of the homeland.,Cr. 8vo.,"74 X5, pp. 207, 4s. 6d, net (Kingsway ser.)",EVANS BROS.,Dec. 20,False,1920
"Finch (Robert)-How to teach English composi- tion. Vol. 2. Cr. 8vo. 71 x 5, pp. 168, 3s. 6d. net (Kingsway ser.).... EVANS BROS., Mar. '20",98,106,,Finch (Robert),How to teach English composi- tion. Vol. 2.,Cr. 8vo.,"71 x 5, pp. 168, 3s. 6d. net (Kingsway ser.)....",EVANS BROS.,Mar. 20,False,1920
"Findlator (Jane H.) Rachel. Cheap ed. 18mo. 28. net .METHUEN, July '20",98,106,,Findlator (Jane H.),Rachel. Cheap ed.,18mo.,28. net .,METHUEN,July 20,False,1920
"Findlay (Hugh) ed.—Handbook for practical farmers. Ryl. 8vo. 30s. net APPLETON, Dec. '20",98,106,,Findlay (Hugh) ed.,Handbook for practical farmers.,Ryl. 8vo.,30s. net,APPLETON,Dec. 20,False,1920
"Findlay (J. Alexander)-Jesus as they saw Him. Pt. 3, The Gospel according to Matthew. 8vo. 8} *54, pp. 145, 35. 6d. net EPWORTH PR., Aug. '20",98,106,,Findlay (J. Alexander),"Jesus as they saw Him. Pt. 3, The Gospel according to Matthew.",8vo.,"8} *54, pp. 145, 35. 6d. net",EPWORTH PR.,Aug. 20,False,1920
"Findlay (J. Alexander)- Jesus as they saw Him. 8vo. 81 x 54, pp. 375, 125. 6d. net EPWORTH P., Sep.'20",98,106,,Findlay (J. Alexander),Jesus as they saw Him.,8vo.,"81 x 54, pp. 375, 125. 6d. net",EPWORTH PR.,Sep. 20,False,1920
"Findlay (J. J.)----An Introduction to sociology: for social workers and general readers. Cr. 8vo. 71 x 5, pp. 315, 6s. net .LONGMANS, May'20",98,106,,Findlay (J. J.),An Introduction to sociology: for social workers and general readers.,Cr. 8vo.,"71 x 5, pp. 315, 6s. net .",LONGMANS,May 20,False,1920
"Findlay (Leonard)—Syphilis in childhood. Cr. 8vo. 71% 5, pp. 166, 8s. 6d. net FROWDE AND HODDER & S., Jan.'20",98,106,,Findlay (Leonard),Syphilis in childhood.,Cr. 8vo.,"71% 5, pp. 166, 8s. 6d. net",FROWDE AND HODDER & S.,Jan. 20,False,1920
"Finikin (F.)-Spun out of dreams : poems. 71 x 44, pp. 16, is. net, STOCKWELL, Nov. '20",98,106,,Finikin (F.),Spun out of dreams : poems.,,"71 x 44, pp. 16, is. net,",STOCKWELL,Nov. 20,False,1920
"Finn (Frank)-Manual on cage birds. Illus. Cr. 8vo. 71 X 5, Is. 6d. net “ CAGE BIRDS,"" Mar. '20",98,106,,Finn (Frank),Manual on cage birds. Illus.,Cr. 8vo.,"71 X 5, Is. 6d. net",CAGE BIRDS,Mar. 20,False,1920
"Finnomore (John) --The Bushrangers of Black Gap. Illus. by P. W. Caton Woodville. Cr. 8vo. 7* X5, pp. 286, 5s. net.. BLACK, Nov.'20",98,106,,Finnomore (John),The Bushrangers of Black Gap. Illus. by P. W. Caton Woodville.,Cr. 8vo.,"7* X5, pp. 286, 5s. net..",BLACK,Nov. 20,False,1920
"Finot (Jean)-Modern saints and seers. Trans. from the French by Evan Marrett. Cr. 8vo. 7} X5, pp. 211, 4s. 6d. net.... RIDER, Nov. '20",98,106,,Finot (Jean),Modern saints and seers. Trans. from the French by Evan Marrett.,Cr. 8vo.,"7} X5, pp. 211, 4s. 6d. net....",W. RIDER,Nov. 20,False,1920
"a Ву. 58. net Firbank (Ronald)—The Princess Zoubaroff : comedy, with frontispiece and decorations by Michel Sevier. Cr. Svo. 71 X 5, pp. 112, 6s, net G. RICHARDS, Nov. '20",99,107,a Ву. 58. net,Firbank (Ronald),"The Princess Zoubaroff : comedy, with frontispiece and decorations by Michel Sevier.",Cr. Svo.,"71 X 5, pp. 112, 6s, net",G. RICHARDS,Nov. 20,False,1920
"Fire Prevention Ctte. (British)-Red books : 242, Fire tests with reinforced concrete floors, 28. 6d. net ; 251, Heat conductivity tests with cement concrete slabs of various aggregates, sand and Portland cement, 2s, 6d. net H.M.S.O., Oct. '20",99,107,,Fire Prevention Ctte. (British),"Red books : 242, Fire tests with reinforced concrete floors, 28. 6d. net ; 251, Heat conductivity tests with cement concrete slabs of various aggregates, sand and Portland cement, 2s, 6d. net",,,H.M. STATIONERY OFF.,Oct. 20,False,1920
"Fireman and the Mines Act. By M. E. 8vo. 81 x 5), pp. 16, swd, 2d. SCIENCE AND ART OF MINING, Feb.'20",99,107,,,Fireman and the Mines Act. By M. E.,8vo.,"81 x 5), pp. 16, swd, 2d.",SCIENCE AND ART OF MINING OFFICE,Feb. 20,False,1920
"Firemen in professional fire brigades in Gt. Britain -Conditions of Service. Report; 2d.; Minutes of evidence, is. 6d. net H.M.S.O., June, Aug. ‘20",99,107,,,Firemen in professional fire brigades in Gt. Britain -Conditions of Service. Report;,,"2d.; Minutes of evidence, is. 6d. net",H.M. STATIONERY OFF.,"June, Aug. 20",False,1920
"Firm foundation (A)-By a Sister of the Order of St. Peter, Kilburn. Cr. 8vo. 7} X5, pp. 124, 38. 6d. net..... .FAITH PR., Nov. '20",99,107,,,"Firm foundation (A)-By a Sister of the Order of St. Peter, Kilburn.",Cr. 8vo.,"7} X5, pp. 124, 38. 6d. net..... .",FAITH PR.,Nov. 20,False,1920
"First aid book : compiled for B.-P. Boy Scouts. “Scoutmaster.” 18mo. 6} X 4, pp. 100, swd. od. net .J. BROWN, Apr. '20",99,107,,“Scoutmaster.”,First aid book : compiled for B.-P. Boy Scouts.,18mo.,"6} X 4, pp. 100, swd. od. net .",J. BROWN,Apr. 20,False,1920
"First book of arithmetic: for the use of schools. Rev. and corrected. 18mo. 55 x 31, pp. 143, swd. 6d. net ALEX. THOM., Sep. '20",99,107,,,First book of arithmetic: for the use of schools. Rev. and corrected.,18mo.,"55 x 31, pp. 143, swd. 6d. net",ALEX. THOM,Sep. 20,False,1920
"First Communion days. By a Sister of Notre Dame. Cr. 8vo. 2s. 6d. net ..SANDS, June'20",99,107,,,First Communion days. By a Sister of Notre Dame.,Cr. 8vo.,2s. 6d. net ..,SANDS,June 20,False,1920
"First fruits : verses. By C. L. 74 X5, pp. 20, IS. net .STOCKWELL, Aug. '20",99,107,,,First fruits : verses. By C. L.,,"74 X5, pp. 20, IS. net .",STOCKWELL,Aug. 20,False,1920
"First lessons in English grammar and analysis. Rev. ed. 18mo. 64 x 41, pp. 128, Is. 6d. net. (Guide ser.) (Davis & M.) SIMPKIN, Jan. '20",99,107,,,First lessons in English grammar and analysis. Rev. ed.,18mo.,"64 x 41, pp. 128, Is. 6d. net. (Guide ser.) (Davis & M.)",SIMPKIN,Jan. 20,False,1920
"Firth (C. H.)-Modern history in Oxford, 1841- 1918. 8vo. 83 x58, pp. 51, swd. is. 6d. net BLACKWELL, Dec. '20",99,107,,Firth (C. H.),"Modern history in Oxford, 1841- 1918.",8vo.,"83 x58, pp. 51, swd. is. 6d. net",BLACKWELL,Dec. 20,False,1920
"Firth (C. H.)—Political significance of Gulliver's travels."" 8vo. swd. IS. 6d. net (British Academy) .MILFORD, Apr.'20",99,107,,Firth (C. H.),"Political significance of Gulliver's travels.""",8vo. swd.,IS. 6d. net (British Academy) .,MILFORD,Apr. 20,False,1920
"Fisher (Bud)-Mutt and Jeff cartoons. Bk. 6. 4to, swd. 10 X 10, pp. 48, 25. 6d. DEAN & SON, July '20",99,107,,Fisher (Bud),Mutt and Jeff cartoons. Bk. 6.,"4to, swd.","10 X 10, pp. 48, 25. 6d.",DEAN & SON,July 20,False,1920
"Fisher (Fred B.) India's silent revolution. Cr. 8vo. 78. net . MACMILLAN, June 20",99,107,,Fisher (Fred B.),India's silent revolution.,Cr. 8vo.,78. net .,MACMILLAN,June 20,False,1920
"Fisher (H. L.)-Laboratory manual of organic chemistry. 8vo. 128. 6d. net (Wiley) CHAPMAN & H., June' 20",99,107,,Fisher (H. L.),Laboratory manual of organic chemistry.,8vo.,128. 6d. net (Wiley),CHAPMAN & H.,June 20,False,1920
"Fisher (Herbert, Rt. Hon.)-Studies in history and politics. 8vo. 9£ x 51, pp. 213, 125. 6d. net MILFORD, Mar. '20",99,107,,"Fisher (Herbert, Rt. Hon.)",Studies in history and politics.,8vo.,"9£ x 51, pp. 213, 125. 6d. net",MILFORD,Mar. 20,False,1920
"Fisher (Irving)Stabilizing the dollar. 8vo. 81 X 5), pp. 355, 18s. net MACMILLAN, May'20",99,107,,Fisher (Irving),Stabilizing the dollar.,8vo.,"81 X 5), pp. 355, 18s. net",MACMILLAN,May 20,False,1920
"Fishery Board for Scotland—38th annual report, 1919. IS. 8d. net .H.M.S.O., July '20",99,107,,,"Fishery Board for Scotland—38th annual report, 1919.",,IS. 8d. net .,H.M. STATIONERY OFF.,July 20,False,1920
"Fishery Board for Scotland-Salmon fisheries, 1919, No. 1 : Sea trout of the River Forth. 58. net. Illus. .H.M.S.O., July '20",99,107,,,"Fishery Board for Scotland-Salmon fisheries, 1919, No. 1 : Sea trout of the River Forth.",,58. net. Illus. .,H.M. STATIONERY OFF.,July 20,False,1920
"Fishery Board for Scotland—Whaling industry: report of the Ctte, on the Scottish. IS. 3d. net H.M.S.O., Mar. '20",99,107,,,"Fishery Board for Scotland—Whaling industry: report of the Ctte, on the Scottish.",,IS. 3d. net,H.M. STATIONERY OFF.,Mar. 20,False,1920
"Fishes of the Colonies : Report. 2d. net H.M.S.O., Oct. '20",99,107,,,Fishes of the Colonies : Report.,,2d. net,H.M. STATIONERY OFF.,Oct. 20,False,1920
"Fishing. See also Angling. Fisk (May Isabel)—Monologues and duologues. Cr. 8vo. 73 X 5, pp. 179, 28. 6d. net S. FRENCH, Feb.'20",99,107,Fishing. See also Angling.,Fisk (May Isabel),Monologues and duologues.,Cr. 8vo.,"73 X 5, pp. 179, 28. 6d. net",S. FRENCH,Feb. 20,False,1920
"Fisk (Walter W.)-The Book of ice-cream. Cr. 8vo. 71 x 5, pp. 320, 135. net MACMILLAN, May'20",99,107,,Fisk (Walter W.),The Book of ice-cream.,Cr. 8vo.,"71 x 5, pp. 320, 135. net",MACMILLAN,May 20,False,1920
"Fisko (A., Rear-Admiral)-From Midshipman to Rear-Admiral. Ryl. 8vo. 9£ x 61, pp. 705, 325. net... ...T. W. LAURIE, Mar. '20",99,107,,"Fisko (A., Rear-Admiral)",From Midshipman to Rear-Admiral.,Ryl. 8vo.,"9£ x 61, pp. 705, 325. net...",T. W. LAURIE,Mar. 20,False,1920
"Fitzgerald (Eileen) Jane Hobbs. Cr. 8vo. 78 X5, pp. 320, 78. 6d. net .... ..J. LONG, May'20",99,107,,Fitzgerald (Eileen),Jane Hobbs.,Cr. 8vo.,"78 X5, pp. 320, 78. 6d. net .... ..",J. LONG,May 20,False,1920
"FitzGerald (Kathleen)-Latin-English and Eng- lish-Latin vest-pocket dictionary. 54x21. 2s. net (Vest-pocket dictionaries) L. B. HILL, Jan. '20",99,107,,FitzGerald (Kathleen),Latin-English and Eng- lish-Latin vest-pocket dictionary.,,54x21. 2s. net (Vest-pocket dictionaries),L. B. HILL,Jan. 20,False,1920
"Fitzgerald (Kathleen) ed.-Proverbs in French and English. 34 x2, ithr. 25. det. (Bilingual booklets) ......L. B. HILL, Aug. '20",99,107,,Fitzgerald (Kathleen) ed.,Proverbs in French and English.,,"34 x2, ithr. 25. det. (Bilingual booklets)",L. B. HILL,Aug. 20,False,1920
"Fitzgerald (Kathleen) ed.-Proverbs in Latin and English. 34 X2), ithr. 25. net. (Bilingual book- lets) ..L. B. HILL, Aug.'20",99,107,,Fitzgerald (Kathleen) ed.,Proverbs in Latin and English.,,"34 X2), ithr. 25. net. (Bilingual book- lets)",L. B. HILL,Aug. 20,False,1920
"Fitzgerald (S. J. Adair)-How to make-up."" Cr. 8vo. 77x44, pp. 109, swd. 25. 6d. net S. FRENCH, Feb. '20",99,107,,Fitzgerald (S. J. Adair),"How to make-up.""",Cr. 8vo.,"77x44, pp. 109, swd. 25. 6d. net",S. FRENCH,Feb. 20,False,1920
