,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
823,"Cannell (W. Otway) and Gordon (Hampden)- Fighting types. Pictures by W. O. C.; verses by H. G. Cr. 8vo. 71 X41, 28. 6d. net LANE, Dec. '18",Cannell,W. Otway,Fighting types,LANE,6d.,8vo.,"Cannell (W. Otway) and Gordon (Hampden)- Fighting types. Pictures by W. O. C.; verses by H. G. Cr. 8vo. 71 X41, 28. 6d. net LANE, Dec. '18",W. Otway Cannell,"['Cannell (W. Otway)', 'Gordon (Hampden)']",,Dec. '18,net
825,"Cantlie (James) ---First-aid to the injured. 32nd ed., rev. 16mo. pp. 227, 1s. 6d. ORDER OF ST. JOHN OF JERUSALEM, Apr. '18",Cantlie,James,First-aid to the injured,ORDER OF ST. JOHN OF JERUSALEM,1s. 6d.,16mo.,"Cantlie (James) ---First-aid to the injured. 32nd ed., rev. 16mo. pp. 227, Is. 6d. ORDER OF ST. JOHN OF JERUSALEM, Apr. '18",James Cantlie,['Cantlie (James)'],,Apr. '18,
826,"Canton (William)---Dawn in Palestine. Pref. by Lord Bryce. Cr. 8vo. 7 X 4), pp. 96, swd. is. 3d. net S. P. C. K., May'18",Canton,William,Dawn in Palestine,S. P. C. K.,3d.,8vo.,"Canton (William)---Dawn in Palestine. Pref. by Lord Bryce. Cr. 8vo. 7 X 4), pp. 96, swd. is. 3d. net S. P. C. K., May'18",William Canton,['Canton (William)'],,May'18,net
828,"Capes (Bernard)-Where England sets her feet: a romance. Cr. 8vo. 71 x 51, pp. 366, 6s. net COLLINS, Mar. '18",Capes,Bernard,Where England sets her feet: a romance,COLLINS,6s.,8vo.,"Capes (Bernard)-Where England sets her feet: a romance. Cr. 8vo. 71 x 51, pp. 366, 6s. net COLLINS, Mar. '18",Bernard Capes,['Capes (Bernard)'],,Mar. '18,net
833,"Carey (Alfred E.) and Oliver (F. W.)-Tidal lands : a study of shore problems. Cr. 8vo. 83x5, pp. 298, 12s. 6d. net BLACKIE, May '18",Carey,Alfred E.,Tidal lands : a study of shore problems,BLACKIE,12s. 6d.,8vo.,"Carey (Alfred E.) and Oliver (F. W.)-Tidal lands : a study of shore problems. Cr. 8vo. 83x5, pp. 298, 12s. 6d. net BLACKIE, May '18",Alfred E. Carey,"['Carey (Alfred E.)', 'Oliver (F. W.)']",,May '18,net
834,"Carey (F. S.)-Infinitesimai calculus. Section 2. 8vo. 84x51, pp. 207, 1os. 6d. net (Mod. maihe- matical ser.) .LONGMANS, Feb. '18",Carey,F. S.,Infinitesimai calculus,LONGMANS,6d.,8vo.,"Carey (F. S.)-Infinitesimai calculus. Section 2. 8vo. 84x51, pp. 207, 1os. 6d. net (Mod. maihe- matical ser.) .LONGMANS, Feb. '18",F. S. Carey,['Carey (F. S.)'],,Feb. '18,net
835,"Carey (Walter J.)--The Kingdom that must be built. Cr. 8vo. 75 X 5, pp. 126, 2s. 6d. net S.P.C.K., Jan. '18",Carey,Walter J.,The Kingdom that must be built,S.P.C.K.,2s. 6d.,8vo.,"Carey (Walter J.)--The Kingdom that must be built. Cr. 8vo. 75 X 5, pp. 126, 2s. 6d. net S.P.C.K., Jan. '18",Walter J. Carey,['Carey (Walter J.)'],,Jan. '18,net
837,"Carey (W. J., Rev.)-The Message of the Christian 18mo. 64 X4, pp. 47, swd. 6d. net S.P.C.K., May '18",Carey,"W. J., Rev.",The Message of the Christian,S.P.C.K.,6d.,18mo.,"Carey (W. J., Rev.)-The Message of the Christian 18mo. 64 X4, pp. 47, swd. 6d. net S.P.C.K., May '18","W. J., Rev. Carey","['Carey (W. J., Rev.)']",,May '18,net
838,"Garoy (Walter J.)-Sacrifice and some of its difficulties. 18mo. 64 x 4, pp. 100, 2s. 6d. net, swd. 1s. 6d. net .MOWBRAY, Oct. '18",Garoy,Walter J.,Sacrifice and some of its difficulties,MOWBRAY,1s. 6d.,18mo.,"Garoy (Walter J.)-Sacrifice and some of its difficulties. 18mo. 64 x 4, pp. 100, 2s. 6d. net, swd. Is. 6d. net .MOWBRAY, Oct. '18",Walter J. Garoy,['Garoy (Walter J.)'],,Oct. '18,net
841,"Carlyle (A. J.) sce Bartlet (J. V.) and Carlyle. Carlyle (Thomas)--Past and present. Ed. by A. M. D. Hughes. Cr. 8vo. 7} x 5, pp. 466, 4s. 6d. net (Clarendon Pr.) MILFORD, July '18",Carlyle,A. J.,Bartlet (J. V.) and Carlyle,MILFORD,4s. 6d.,8vo.,"Carlyle (A. J.) sce Bartlet (J. V.) and Carlyle. Carlyle (Thomas)--Past and present. Ed. by A. M. D. Hughes. Cr. 8vo. 7} x 5, pp. 466, 4s. 6d. net (Clarendon Pr.) MILFORD, July '18",A. J. Carlyle,['Carlyle (A. J.)'],,July '18,net
847,"Carpenter (Edward)--Towards democracy. Com- plete in 4 pts. Repr. 18mo. 61 X4}, pp. 529, 4s. 6d. net....ALLEN & U., Dec. '18",Carpenter,Edward,Towards democracy,ALLEN & U.,4s. 6d.,18mo.,"Carpenter (Edward)--Towards democracy. Com- plete in 4 pts. Repr. 18mo. 61 X4}, pp. 529, 4s. 6d. net....ALLEN & U., Dec. '18",Edward Carpenter,['Carpenter (Edward)'],,Dec. '18,net
848,"Carpenter (William S.)- Judicial tenure in the United States, with especial reference to the tenure of federal judges. Cr. 8vo. 7! X5ł, pp. 244, 6s. 6d. net ...MILFORD, Aug.'18",Carpenter,William S.,"Judicial tenure in the United States, with especial reference to the tenure of federal judges",MILFORD,6s. 6d.,8vo.,"Carpenter (William S.)- Judicial tenure in the United States, with especial reference to the tenure of federal judges. Cr. 8vo. 7! X5ł, pp. 244, 6s. 6d. net ...MILFORD, Aug.'18",William S. Carpenter,['Carpenter (William S.)'],,Aug.'18,net
851,"Carr (H. Wilden)--- Time and history in contem- porary philosophy, with special reference to Bergson and Croce. Ryl. 8vo. 91 x6, pp. 20, swd. 1s. 6d. net (British Acad.) MILFORD, Aug. '18",Carr,H. Wilden,"Time and history in contem- porary philosophy, with special reference to Bergson and Croce",MILFORD,1s. 6d.,8vo.,"Carr (H. Wilden)--- Time and history in contem- porary philosophy, with special reference to Bergson and Croce. Ryl. 8vo. 91 x6, pp. 20, swd. Is. 6d. net (British Acad.) MILFORD, Aug. '18",H. Wilden Carr,['Carr (H. Wilden)'],,Aug. '18,net
852,"Carr (Kent)--Playing the game: a public school story. Cr. 8vo. 78 X51: PP. 415, 4s. 6d. net PARTRIDGE, Jan '18",Carr,Kent,Playing the game: a public school story,PARTRIDGE,4s. 6d.,8vo.,"Carr (Kent)--Playing the game: a public school story. Cr. 8vo. 78 X51: PP. 415, 45. 6d. net PARTRIDGE, Jan '18",Kent Carr,['Carr (Kent)'],,Jan '18,net
853,"Carrel (A.) and Dehelly (G.)-The Treatment of infected wounds. Tr. by Herbert Child. Intro. by Sir Anthony A. Bowlby. 2nd ed. Cr. 8vo. 6s, net BAILLIÈRE, Apr. '18",Carrel,A.,The Treatment of infected wounds,BAILLIÈRE,6s.,8vo.,"Carrel (A.) and Dehelly (G.)-The Treatment of infected wounds. Tr. by Herbert Child. Intro. by Sir Anthony A. Bowlby. 2nd ed. Cr. 8vo. 6s, net BAILLIÈRE, Apr. '18",A. Carrel,"['Carrel (A.)', 'Dehelly (G.)']",,Apr. '18,net
855,"Carrington (Hereward)—The Natural food of man. 8vo. Ios. 6d. net ...DANIEL, Sep. '18",Carrington,Hereward,The Natural food of man,DANIEL,6d.,8vo.,"Carrington (Hereward)—The Natural food of man. 8vo. Ios. 6d. net ...DANIEL, Sep. '18",Hereward Carrington,['Carrington (Hereward)'],,Sep. '18,net
856,"Carrington (Philip)-The Boy Scouts' camp book. Cr. 8vo. 71 x 44, pp. 126, 1s. 6d. net PEARSON, Sep. '18",Carrington,Philip,The Boy Scouts' camp book,PEARSON,1s. 6d.,8vo.,"Carrington (Philip)-The Boy Scouts' camp book. Cr. 8vo. 71 x 44, pp. 126, Is. 6d. net PEARSON, Sep. '18",Philip Carrington,['Carrington (Philip)'],,Sep. '18,net
857,"Carroll (Lewis)—Alice's adventures in Wonder- land. Coloured plates by Margaret W. Tarrant. 3rd ed. 8vo. 81 x 64, pp. 332, 6s. net WARD, L., Aug. '18",Carroll,Lewis,Alice's adventures in Wonder- land,"WARD, L.",6s.,8vo.,"Carroll (Lewis)—Alice's adventures in Wonder- land. Coloured plates by Margaret W. Tarrant. 3rd ed. 8vo. 81 x 64, pp. 332, 6s. net WARD, L., Aug. '18",Lewis Carroll,['Carroll (Lewis)'],,Aug. '18,net
860,"Carter (Henry)-The Control of the drink trade : a contribution to national efficiency, 1915-1917. 8vo. 8* X 5), pp. 339, 78. 6d. net LONGMANS, Jan. '18",Carter,Henry,The Control of the drink trade : a contribution to national efficiency,LONGMANS,6d.,8vo.,"Carter (Henry)-The Control of the drink trade : a contribution to national efficiency, 1915-1917. 8vo. 8* X 5), pp. 339, 78. 6d. net LONGMANS, Jan. '18",Henry Carter,['Carter (Henry)'],,Jan. '18,net
862,"Carton de Wiart (H.)-The Way of honour. Cr. 8vo. 77 x 5, pp. 255, 5s. net ALLEN & U., Sep. '18",Carton de Wiart,H.,The Way of honour,ALLEN & U.,5s.,8vo.,"Carton de Wiart (H.)-The Way of honour. Cr. 8vo. 77 x 5, pp. 255, 5s. net ALLEN & U., Sep. '18",H. Carton de Wiart,['Carton de Wiart (H.)'],,Sep. '18,net
864,"Carvell (John Maclean)--A Catechism of first-aid, &c. New ed., rev. 16mo. pp. 96, 9d. ORDER OF ST. JOHN OF JERUSALEM, A pr.'18",Carvell,John Maclean,"A Catechism of first-aid, &c",ORDER OF ST. JOHN OF JERUSALEM,9d.,16mo.,"Carvell (John Maclean)--A Catechism of first-aid, &c. New ed., rev. 16mo. pp. 96, 9d. ORDER OF ST. JOHN OF JERUSALEM, A pr.'18",John Maclean Carvell,['Carvell (John Maclean)'],,A pr.'18,
866,"Case (Clarence Marsh)--The Banner of the White Horse : a tale of the Saxon Conquest. Cr. 8vo. 77 X 5, pp. 251, 5s. net ... HARRAP, Nov. '18",Case,Clarence Marsh,The Banner of the White Horse : a tale of the Saxon Conquest,HARRAP,5s.,8vo.,"Case (Clarence Marsh)--The Banner of the White Horse : a tale of the Saxon Conquest. Cr. 8vo. 77 X 5, pp. 251, 55. net ... HARRAP, Nov. '18",Clarence Marsh Case,['Case (Clarence Marsh)'],,Nov. '18,net
872,"Casson (H. N.)-Speed-book for typists. 8vo. pp. 31, 4s. EFFICIENCY MAGAZINE, Oct. '18",Casson,H. N.,Speed-book for typists,EFFICIENCY MAGAZINE,4s.,8vo.,"Casson (H. N.)-Speed-book for typists. 8vo. pp. 31, 4s. EFFICIENCY MAGAZINE, Oct. '18",H. N. Casson,['Casson (H. N.)'],,Oct. '18,
874,"Castleman (H. C. ff.)—“ What God hath cleansed. Cr. 8vo. 71 x 5, pp. 300, 6s. net WESTALL, Nov. '18",Castleman,H. C. ff.,What God hath cleansed,WESTALL,6s.,8vo.,"Castleman (H. C. ff.)—“ What God hath cleansed. Cr. 8vo. 71 x 5, pp. 300, 6s. net WESTALL, Nov. '18",H. C. ff. Castleman,['Castleman (H. C. ff.)'],,Nov. '18,net
875,"Castor (G. D.)—Matthew's Sayings of Jesus : the non-Markan common source of Matthew and Luke. 12mo. 74 x 57, pp. 260, 6s. net CAMB. UNIV. PR., May '18",Castor,G. D.,Matthew's Sayings of Jesus : the non-Markan common source of Matthew and Luke,CAMB. UNIV. PR.,6s.,12mo.,"Castor (G. D.)—Matthew's Sayings of Jesus : the non-Markan common source of Matthew and Luke. 12mo. 74 x 57, pp. 260, 6s. net CAMB. UNIV. PR., May '18",G. D. Castor,['Castor (G. D.)'],,May '18,net
876,"Catchpool (T. Corder)-On two fronts. Ed. by his sister. Foreword by J. Rendel Harris. 12mo. 7} x 43, pp. 176, swd. 2s. net HEADLEY, July'18",Catchpool,T. Corder,On two fronts,HEADLEY,2s.,12mo.,"Catchpool (T. Corder)-On two fronts. Ed. by his sister. Foreword by J. Rendel Harris. 12mo. 7} x 43, pp. 176, swd. 25. net HEADLEY, July'18",T. Corder Catchpool,['Catchpool (T. Corder)'],,July'18,net
879,"Cato (Conrad)—The Navy in Mesopotamia, 1914 to 1917. Cr. 8vo. 74 x 5, pp. 222, 3s. 6d. net CONSTABLE, Feb. '18",Cato,Conrad,The Navy in Mesopotamia,CONSTABLE,3s. 6d.,8vo.,"Cato (Conrad)—The Navy in Mesopotamia, 1914 to 1917. Cr. 8vo. 74 x 5, pp. 222, 3s. 6d. net CONSTABLE, Feb. '18",Conrad Cato,['Cato (Conrad)'],,Feb. '18,net
880,"Caton (A. Gertrude)-Soldiers of the Cross. Cr. 8vo. 77 X 4, pp. 109, 2s. net LONGMANS, Jan. '18",Caton,A. Gertrude,Soldiers of the Cross,LONGMANS,2s.,8vo.,"Caton (A. Gertrude)-Soldiers of the Cross. Cr. 8vo. 77 X 4, pp. 109, 25. net LONGMANS, Jan. '18",A. Gertrude Caton,['Caton (A. Gertrude)'],,Jan. '18,net
889,"Celarié (Henriette)-Slaves of the Huns: the experiences of two girls of Lille. Tr. by Maude M. C. Ffoulkes. Cr. 8vo. 7 X 4), pp. 251, 2s. 6d. net CASSELL, Sep. '18",Celarié,Henriette,Slaves of the Huns: the experiences of two girls of Lille,CASSELL,2s. 6d.,8vo.,"Celarié (Henriette)-Slaves of the Huns: the experiences of two girls of Lille. Tr. by Maude M. C. Ffoulkes. Cr. 8vo. 7 X 4), pp. 251, 25. 6d. net CASSELL, Sep. '18",Henriette Celarié,['Celarié (Henriette)'],,Sep. '18,net
893,"Cestre (Charles)-France, England and European democracy, 1215-191s. Tr. fr. French by Leslie M. Turner. 8vo. 128. 6d. net PUTNAM, Apr. '18",Cestre,Charles,"France, England and European democracy",PUTNAM,6d.,8vo.,"Cestre (Charles)-France, England and European democracy, 1215-1915. Tr. fr. French by Leslie M. Turner. 8vo. 128. 6d. net PUTNAM, Apr. '18",Charles Cestre,['Cestre (Charles)'],,Apr. '18,net
895,"Challonge (A) : Shall truth prevail ? By Anon. 8vo. pp. 70, 2s. net ....STOCKWELL, July '18",Challonge,A,Shall truth prevail ? By Anon,STOCKWELL,2s.,8vo.,"Challonge (A) : Shall truth prevail ? By Anon. 8vo. pp. 70, 2s. net ....STOCKWELL, July '18",A Challonge,['Challonge (A)'],,July '18,net
898,"Chalmers (J. S.)--Primary school grammar. Cr. 8vo. pp. 67, 6d. net ..R. GIBSON, Sep.'18",Chalmers,J. S.,Primary school grammar,R. GIBSON,6d.,8vo.,"Chalmers (J. S.)--Primary school grammar. Cr. 8vo. pp. 67, 6d. net ..R. GIBSON, Sep.'18",J. S. Chalmers,['Chalmers (J. S.)'],,Sep.'18,net
900,"Chambers (C. Haddon)-The Saving grace : a comedy in three acts. Cr. 8vo. 7 X 5, pp. 174, 5s. net.. .HEINEMANN, Nov. '18",Chambers,C. Haddon,The Saving grace : a comedy in three acts,HEINEMANN,5s.,8vo.,"Chambers (C. Haddon)-The Saving grace : a comedy in three acts. Cr. 8vo. 7 X 5, pp. 174, 5s. net.. .HEINEMANN, Nov. '18",C. Haddon Chambers,['Chambers (C. Haddon)'],,Nov. '18,net
901,"Chambers (George F.)-Astronomy. Cr. 8vo. 67 x 41, pp. 361, 6s. net HUTCHINSON, Sep. '18",Chambers,George F.,Astronomy,HUTCHINSON,6s.,8vo.,"Chambers (George F.)-Astronomy. Cr. 8vo. 67 x 41, pp. 361, 6s. net HUTCHINSON, Sep. '18",George F. Chambers,['Chambers (George F.)'],,Sep. '18,net
902,"Chambers (George)-Astronomy for general readers. Pop, ed. Cr. 8vo. 77 x 41, pp. 288, limp 4s, net .PITMAN, Dec. '18",Chambers,George,Astronomy for general readers,PITMAN,4s.,8vo.,"Chambers (George)-Astronomy for general readers. Pop, ed. Cr. 8vo. 77 x 41, pp. 288, limp 4s, net .PITMAN, Dec. '18",George Chambers,['Chambers (George)'],,Dec. '18,net
903,"Chambers (R. W.)-The Restless sex. 8vo. pp. 421, 6s, net APPLETON, May '18",Chambers,R. W.,The Restless sex,APPLETON,6s.,8vo.,"Chambers (R. W.)-The Restless sex. 8vo. pp. 421, 6s, net APPLETON, May '18",R. W. Chambers,['Chambers (R. W.)'],,May '18,net
904,"Champion (Jessie)--The Foclishness of Lilian. Cr. 8vo. 71 x 51, pp. 340, 6s. ..LANE, Feb. '18",Champion,Jessie,The Foclishness of Lilian,LANE,6s.,8vo.,"Champion (Jessie)--The Foclishness of Lilian. Cr. 8vo. 71 x 51, pp. 340, 65. ..LANE, Feb. '18",Jessie Champion,['Champion (Jessie)'],,Feb. '18,
906,"Chandler (Asa C.)- Animal parasites and human disease. 8vo. 21s. net CHAPMAN & H., July '18",Chandler,Asa C.,Animal parasites and human disease,CHAPMAN & H.,21s.,8vo.,"Chandler (Asa C.)- Animal parasites and human disease. 8vo. 215. net CHAPMAN & H., July '18",Asa C. Chandler,['Chandler (Asa C.)'],,July '18,net
907,"Channing (Francis Allston)-Mcmories of Miuland politics, 1885–1910. Illus. 8vo. 9x51, pp. 454, 14s. net . CONSTABLE, Feb. 18",Channing,Francis Allston,Mcmories of Miuland politics,CONSTABLE,14s.,8vo.,"Channing (Francis Allston)-Mcmories of Miuland politics, 1885–1910. Illus. 8vo. 9x51, pp. 454, 145. net . CONSTABLE, Feb. 18",Francis Allston Channing,['Channing (Francis Allston)'],,Feb. 18,net
908,"Chantal (Saint Jane Frances de)-Selected letters. Trans. by the Sisters of the Visitation, Harrow. 8vo. pp. 269, 5s. ...... WASHBOURNE, Mar.'18",Chantal,Saint Jane Frances de,Selected letters,WASHBOURNE,5s.,8vo.,"Chantal (Saint Jane Frances de)-Selected letters. Trans. by the Sisters of the Visitation, Harrow. 8vo. pp. 269, 55. ...... WASHBOURNE, Mar.'18",Saint Jane Frances de Chantal,['Chantal (Saint Jane Frances de)'],,Mar.'18,
909,"Chapman (J. Wilbur) —When home is heaven. Cr. 8vo. 78 x 5, pp. 296, 6s. net REVELL, Apr. '18",Chapman,J. Wilbur,When home is heaven,REVELL,6s.,8vo.,"Chapman (J. Wilbur) —When home is heaven. Cr. 8vo. 78 x 5, pp. 296, 6s. net REVELL, Apr. '18",J. Wilbur Chapman,['Chapman (J. Wilbur)'],,Apr. '18,net
910,"Chapman (S. J.) ed.-Labour and capital after the War. By various write Intro. by the Rt. Hon. J. H. Whitley. Cr. 8vo. 71 x 5, pp. 290, 6s. net. .J. MURRAY, My.'18",Chapman,S. J.,Labour and capital after the War,J. MURRAY,6s.,8vo.,"Chapman (S. J.) ed.-Labour and capital after the War. By various write Intro. by the Rt. Hon. J. H. Whitley. Cr. 8vo. 71 x 5, pp. 290, 6s. net. .J. MURRAY, My.'18",S. J. Chapman,['Chapman (S. J.)'],ed.,My.'18,net
924,"Chester (George Randolph) —Wallingford and Blackie Daw. Cr. 8vo. 7X4, pp. 2.18, 1s. 6d. net HODDER & S., May '18",Chester,George Randolph,Wallingford and Blackie Daw,HODDER & S.,1s. 6d.,8vo.,"Chester (George Randolph) —Wallingford and Blackie Daw. Cr. 8vo. 7X4, pp. 2.18, Is. 6d. net HODDER & S., May '18",George Randolph Chester,['Chester (George Randolph)'],,May '18,net
925,"Chesterton (Gilbert K.)--The Ball and the cross. Cr, 8vo. 7X5, PP. 403, swd. 2s. net GARDNER, DARTON, May'18",Chesterton,Gilbert K.,The Ball and the cross,"GARDNER, DARTON",2s.,8vo.,"Chesterton (Gilbert K.)--The Ball and the cross. Cr, 8vo. 7X5, PP. 403, swd. 25. net GARDNER, DARTON, May'18",Gilbert K. Chesterton,['Chesterton (Gilbert K.)'],,May'18,net
926,"Chevob-Maurice (William) and Garcia (Andrés J. R. V.)-English-Spanish commercial corres- pondence. 8vo. 87 X 54, pp. 128, 2s. net, swd. is. 3d. net ...MARLBOROUGH, Aug. '18",Chevob-Maurice,William,English-Spanish commercial corres- pondence,MARLBOROUGH,3d.,8vo.,"Chevob-Maurice (William) and Garcia (Andrés J. R. V.)-English-Spanish commercial corres- pondence. 8vo. 87 X 54, pp. 128, 25. net, swd. is. 3d. net ...MARLBOROUGH, Aug. '18",William Chevob-Maurice,"['Chevob-Maurice (William)', 'Garcia (Andrés J. R. V.)']",,Aug. '18,net
927,"Chavob-Maurice (William) and Stafford (S. G.)- English-Russian commercial correspondence. 8vo. 84 X 5, pp. 128, 2s. 6d. net, swd. 2s. net MARLBOROUGH, Mar. 's Chicago, Soc. of Oriental Research of. See under Oriental, &c. Chicago (University of)-Publications of the members of the University of Chicago, 1902- 1916: a bib.iography. Compiled on the 25th anniversary of the foundation of the University by a Committee of the Faculty. Ed. by G. J. Laing. Ryl. 8vo. 91 x6, pp. 528, 6s. 6d. net CAMB. UNIV. PR., Feb.'18",Chavob-Maurice,William,English-Russian commercial correspondence,CAMB. UNIV. PR.,6s. 6d.,8vo.,"Chavob-Maurice (William) and Stafford (S. G.)- English-Russian commercial correspondence. 8vo. 84 X 5, pp. 128, 25. 6d. net, swd. 25. net MARLBOROUGH, Mar. 'IS Chicago, Soc. of Oriental Research of. See under Oriental, &c. Chicago (University of)-Publications of the members of the University of Chicago, 1902- 1916: a bib.iography. Compiled on the 25th anniversary of the foundation of the University by a Committee of the Faculty. Ed. by G. J. Laing. Ryl. 8vo. 91 x6, pp. 528, 6s. 6d. net CAMB. UNIV. PR., Feb.'18",William Chavob-Maurice,"['Chavob-Maurice (William)', 'Stafford (S. G.)']",,Feb.'18,net
935,"Chisholm (John)—Sir Walter Scott as a judge : his decisions in the Sheriff Court of Selkirk. Ryl. 8vo. 91 x64, pp. 229, 7s. 6d. net W. GREEN, Oct. '18",Chisholm,John,Sir Walter Scott as a judge : his decisions in the Sheriff Court of Selkirk,W. GREEN,7s. 6d.,8vo.,"Chisholm (John)—Sir Walter Scott as a judge : his decisions in the Sheriff Court of Selkirk. Ryl. 8vo. 91 x64, pp. 229, 75. 6d. net W. GREEN, Oct. '18",John Chisholm,['Chisholm (John)'],,Oct. '18,net
938,"Cholmondeley (Mary)-Under one roof : a family record. 8vo. pp. 183, 4s. 6d. net J. MURRAY, June '18",Cholmondeley,Mary,Under one roof : a family record,J. MURRAY,4s. 6d.,8vo.,"Cholmondeley (Mary)-Under one roof : a family record. 8vo. pp. 183, 4s. 6d. net J. MURRAY, June '18",Mary Cholmondeley,['Cholmondeley (Mary)'],,June '18,net
939,"Chope (R. Pearse) ed.-Early tours in Devon and Cornwall. Illus. 8vo. pp. 351, Ios. 6d. net J. G. COMMIN, Sep. '18",Chope,R. Pearse,Early tours in Devon and Cornwall,J. G. COMMIN,6d.,8vo.,"Chope (R. Pearse) ed.-Early tours in Devon and Cornwall. Illus. 8vo. pp. 351, Ios. 6d. net J. G. COMMIN, Sep. '18",R. Pearse Chope,['Chope (R. Pearse)'],ed.,Sep. '18,net
942,"Christmas (Walter)-The Millionaire boy. Illus. by Henry J. Ford. 8vo. 38. 6d. net SANDS, Nov. '18",Christmas,Walter,The Millionaire boy,SANDS,6d.,8vo.,"Christmas (Walter)-The Millionaire boy. Illus. by Henry J. Ford. 8vo. 38. 6d. net SANDS, Nov. '18",Walter Christmas,['Christmas (Walter)'],,Nov. '18,net
945,"Church Council (Ctte. of the Representative) — Report on the Report of the Archbishops' Committee on Church and State. 8vo. 81 X 51, pp. 31, swd. 6d. net........S.P.C.K., Dec. '18",Church Council,Ctte. of the Representative,Report on the Report of the Archbishops' Committee on Church and State,S.P.C.K.,6d.,8vo.,"Church Council (Ctte. of the Representative) — Report on the Report of the Archbishops' Committee on Church and State. 8vo. 81 X 51, pp. 31, swd. 6d. net........S.P.C.K., Dec. '18",Ctte. of the Representative Church Council,['Church Council (Ctte. of the Representative)'],,Dec. '18,net
964,"Clark (Arthur Tillotson)—To Bagdad with the British. Illus. 8vo. pp. 307, 6s. net Clayton (Ivy M.)—The Triumph of peace : a APPLETON, June'18 drama in three acts. 8vo. 8* X61, pp. 85, swd. Clark (D. Kinnear)—The Mechanical engineer's 1s. 6d. net..... ... SIMPKIN, Dec. '18",Clark,Arthur Tillotson,To Bagdad with the British,SIMPKIN,1s. 6d.,8vo.,"Clark (Arthur Tillotson)—To Bagdad with the British. Illus. 8vo. pp. 307, 6s. net Clayton (Ivy M.)—The Triumph of peace : a APPLETON, June'18 drama in three acts. 8vo. 8* X61, pp. 85, swd. Clark (D. Kinnear)—The Mechanical engineer's Is. 6d. net..... ... SIMPKIN, Dec. '18",Arthur Tillotson Clark,['Clark (Arthur Tillotson)'],,Dec. '18,net
968,"Clark (Walter E.) see Jenks (J. W.) and Clark Clegg (Samuel)—Drawing and design: a school Clarke (Allen)—More Windmill Land. Being course in composition. Cr. 8vo. 101 x 77, pp. Pt. II of “ Windmill Land. 71 X 5, pp. 414, 220, Ios. 6d. net.. . PITMAN, Dec. '18",Clark,Walter E.,Being course in composition,PITMAN,6d.,8vo.,"Clark (Walter E.) see Jenks (J. W.) and Clark Clegg (Samuel)—Drawing and design: a school Clarke (Allen)—More Windmill Land. Being course in composition. Cr. 8vo. 101 x 77, pp. Pt. II of “ Windmill Land. 71 X 5, pp. 414, 220, Ios. 6d. net.. . PITMAN, Dec. '18",Walter E. Clark,['Clark (Walter E.)'],,Dec. '18,net
984,"Clouston (J. Storer)—The Man from the clouds. Cr. 8vo. 71 X 5, pp. 338, 6s, net BLACKWOOD, Nov. '18",Clouston,J. Storer,The Man from the clouds,BLACKWOOD,6s.,8vo.,"Clouston (J. Storer)—The Man from the clouds. Cr. 8vo. 71 X 5, pp. 338, 6s, net BLACKWOOD, Nov. '18",J. Storer Clouston,['Clouston (J. Storer)'],,Nov. '18,net
986,"Clow (W. M., Rev.)-The Christian view of death and destiny. 8vo. 8} X54, pp. 32, swd. 6d. net (Tracts for the day) ..R.T.S., Oct. '18",Clow,"W. M., Rev.",The Christian view of death and destiny,R.T.S.,6d.,8vo.,"Clow (W. M., Rev.)-The Christian view of death and destiny. 8vo. 8} X54, pp. 32, swd. 6d. net (Tracts for the day) ..R.T.S., Oct. '18","W. M., Rev. Clow","['Clow (W. M., Rev.)']",,Oct. '18,net
987,"Clow (W. M., Rev.)- Dressed in beauty not my 18mo. 63x3, pp. 32, swd. 1s. 3d. net HODDER & S., Dec. '18",Clow,"W. M., Rev.",Dressed in beauty not my,HODDER & S.,1s. 3d.,18mo.,"Clow (W. M., Rev.)- Dressed in beauty not my 18mo. 63x3, pp. 32, swd. Is. 3d. net HODDER & S., Dec. '18","W. M., Rev. Clow","['Clow (W. M., Rev.)']",,Dec. '18,net
988,"Clutton-Brock (A.)—Studies in Christianity. Cr. 8vo. 71 x 51, pp. 168, 43. 6d. net CONSTABLE, July '18",Clutton-Brock,A.,Studies in Christianity,CONSTABLE,6d.,8vo.,"Clutton-Brock (A.)—Studies in Christianity. Cr. 8vo. 71 x 51, pp. 168, 43. 6d. net CONSTABLE, July '18",A. Clutton-Brock,['Clutton-Brock (A.)'],,July '18,net
992,"Ooates (William)-The People and the Parlia- ment. Cr. 8vo. 74 X 5, pp. 143, 5s. net KING, Dec. '18",Ooates,William,The People and the Parlia- ment,KING,5s.,8vo.,"Ooates (William)-The People and the Parlia- ment. Cr. 8vo. 74 X 5, pp. 143, 5s. net KING, Dec. '18",William Ooates,['Ooates (William)'],,Dec. '18,net
993,"Coates (Zelda K.)-Karl Marx: his life and teaching. 8vo. pp. 31, 2d. (Internat. Socialist lib.) BRITISH SOCIALIST PARTY, Sep. '18",Coates,Zelda K.,Karl Marx: his life and teaching,BRITISH SOCIALIST PARTY,2d.,8vo.,"Coates (Zelda K.)-Karl Marx: his life and teaching. 8vo. pp. 31, 2d. (Internat. Socialist lib.) BRITISH SOCIALIST PARTY, Sep. '18",Zelda K. Coates,['Coates (Zelda K.)'],,Sep. '18,
