,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
2081,"Fitzgerald (P.)-Sir Henry Irving. Record of over twenty years at the Lyceum. Rev. edit with additional chapter. Cr. 8vo. 73 × 5, pp 158 .....CHATTO, Oct 1s. 6d... Fitzgerald (Sybil)-In the Track of the Moors Sketches in Spain and Northern Africa. Illus. 4to. 101 × 7, pp. 214, 21s. net......DENT, Oct. 05",Fitzgerald,P.,Sir Henry Irving,DENT,21s.,8vo.,"Fitzgerald (P.)-Sir Henry Irving. Record of over twenty years at the Lyceum. Rev. edit with additional chapter. Cr. 8vo. 73 × 5, pp 158 .....CHATTO, Oct 1s. 6d... Fitzgerald (Sybil)-In the Track of the Moors Sketches in Spain and Northern Africa. Illus. 4to. 101 × 7, pp. 214, 21s. net......DENT, Oct. 05",P. Fitzgerald,['Fitzgerald (P.)'],,Oct. 05,net
2083,"Fitzmaurice (E., Lord)-Life of Granville George Leveson-Gower, Second Earl Granville, K.G., 1815-1891. Portraits. 2 vols. 8vo. 9×6, pp. 1118, 30s. net.............. ..LONGMANS, Oct. 05",Fitzmaurice,"E., Lord","Life of Granville George Leveson-Gower, Second Earl Granville, K.G.",LONGMANS,30s.,8vo.,"Fitzmaurice (E., Lord)-Life of Granville George Leveson-Gower, Second Earl Granville, K.G., 1815-1891. Portraits. 2 vols. 8vo. 9×6, pp. 1118, 30s. net.............. ..LONGMANS, Oct. 05","E., Lord Fitzmaurice","['Fitzmaurice (E., Lord)']",,Oct. 05,net
2085,"Fitzpatrick (Kathleen)-Weans at Rowallan. Novel. Cr. 8vo. 7 × 5, pp. 234, 6s. METHUEN, Jan. 05",Fitzpatrick,Kathleen,Weans at Rowallan,METHUEN,6s.,8vo.,"Fitzpatrick (Kathleen)-Weans at Rowallan. Novel. Cr. 8vo. 7 × 5, pp. 234, 6s. METHUEN, Jan. 05",Kathleen Fitzpatrick,['Fitzpatrick (Kathleen)'],,Jan. 05,
2086,"Fitzroy (1sobel)-A Quixotic Woman. Novel. Cr. 8vo. 8 x 5, pp. 306, 6s. ...J. MURRAY, Mar. 05",Fitzroy,1sobel,A Quixotic Woman,J. MURRAY,6s.,8vo.,"Fitzroy (Isobel)-A Quixotic Woman. Novel. Cr. 8vo. 8 x 5, pp. 306, 6s. ...J. MURRAY, Mar. 05",1sobel Fitzroy,['Fitzroy (1sobel)'],,Mar. 05,
2087,"Flagello Myrteo (De)-Thoughts and Fancies of Love. 16mo. 2s. 6d. net ...E. MATHEWS, June 05",Flagello Myrteo,De,Thoughts and Fancies of Love,E. MATHEWS,2s. 6d.,16mo.,"Flagello Myrteo (De)-Thoughts and Fancies of Love. 16mo. 2s. 6d. net ...E. MATHEWS, June 05",De Flagello Myrteo,['Flagello Myrteo (De)'],,June 05,net
2088,"Flammarion (C.) Astronomy for Amateurs. net net Auth. transl. by Francis A. Welby. Illus. Cr. 8vo. 7 × 4, pp. 340, 6s.............UNWIN, Mar. 05",Flammarion,C.,Astronomy for Amateurs,UNWIN,6s.,8vo.,"Flammarion (C.) Astronomy for Amateurs. net net Auth. transl. by Francis A. Welby. Illus. Cr. 8vo. 7 × 4, pp. 340, 65.............UNWIN, Mar. 05",C. Flammarion,['Flammarion (C.)'],,Mar. 05,
2089,"Flammarion (C.) Thunder and Lightning. Illus. Transl. by Walter Mostyn. Cr. 8vo. 74 × 44, pp. 288, 6s. net ..CHATTO, Nov. 05",Flammarion,C.,Thunder and Lightning,CHATTO,6s.,8vo.,"Flammarion (C.) Thunder and Lightning. Illus. Transl. by Walter Mostyn. Cr. 8vo. 74 × 44, pp. 288, 6s. net ..CHATTO, Nov. 05",C. Flammarion,['Flammarion (C.)'],,Nov. 05,net
2090,"Flaubert (G.)-Madame Bovary. Transl. by Henry Blanchamp. 12mo. 7 x 4, pp. 268, 1s. 6d. net; lthr. 2s. net (Lotus Lib.) GREENING, June 05",Flaubert,G.,Madame Bovary,GREENING,2s.,12mo.,"Flaubert (G.)-Madame Bovary. Transl. by Henry Blanchamp. 12mo. 7 x 4, pp. 268, 1s. 6d. net; lthr. 2s. net (Lotus Lib.) GREENING, June 05",G. Flaubert,['Flaubert (G.)'],,June 05,net
2092,"Flecker (W. H.)-Morning Prayer for Schools. ......... 3rd edit. 18mo. 1s. 6d. net...LONGMANS, May 05",Flecker,W. H.,Morning Prayer for Schools,LONGMANS,1s. 6d.,18mo.,"Flecker (W. H.)-Morning Prayer for Schools. ......... 3rd edit. 18mo. 1s. 6d. net...LONGMANS, May 05",W. H. Flecker,['Flecker (W. H.)'],,May 05,net
2096,"Fleming (K.)-Weird of the Beresfords. 8vo. swd. 6d............................ROUTLEDGE, Apr. 05",Fleming,K.,Weird of the Beresfords,ROUTLEDGE,6d.,8vo.,"Fleming (K.)-Weird of the Beresfords. 8vo. swd. 6d............................ROUTLEDGE, Apr. 05",K. Fleming,['Fleming (K.)'],,Apr. 05,
2098,"Fletcher (B.)-Valuations and Compensations. 3rd edit. Rewritten by Banister F. and H. Phillips Fletcher. Cr. 8vo. 73 × 44, pp. 244, 6s. 6d. BATSFORD, July 05",Fletcher,B.,Valuations and Compensations,BATSFORD,6s. 6d.,8vo.,"Fletcher (B.)-Valuations and Compensations. 3rd edit. Rewritten by Banister F. and H. Phillips Fletcher. Cr. 8vo. 73 × 44, pp. 244, 6s. 6d. BATSFORD, July 05",B. Fletcher,['Fletcher (B.)'],,July 05,
2099,"Fletcher (B. and B. F.)-History of Architec- ture on the Comparative Method. For Student, Craftsman, Amateur. 5th edit. enl. by Bannister F. Fletcher. Illus. 8vo. 83 × 54, pp. 790, 21s. net BATSFORD, Jan. 05",Fletcher,B.,History of Architec- ture on the Comparative Method,BATSFORD,21s.,8vo.,"Fletcher (B. and B. F.)-History of Architec- ture on the Comparative Method. For Student, Craftsman, Amateur. 5th edit. enl. by Bannister F. Fletcher. Illus. 8vo. 83 × 54, pp. 790, 21s. net BATSFORD, Jan. 05",B. Fletcher,"['Fletcher (B.)', 'Fletcher (B. F.)']",,Jan. 05,net
2100,"Fletcher (C. R. L.)-An Introductory History of England. From the Earliest Times to the Close of the Middle Ages. 2nd edit. 8vo. 85 × 53, pp. 418, 5s. J. MURRAY, July 05",Fletcher,C. R. L.,An Introductory History of England,J. MURRAY,5s.,8vo.,"Fletcher (C. R. L.)-An Introductory History of England. From the Earliest Times to the Close of the Middle Ages. 2nd edit. 8vo. 85 × 53, pp. 418, 5s. J. MURRAY, July 05",C. R. L. Fletcher,['Fletcher (C. R. L.)'],,July 05,
2102,"Fletcher (J. S.)-Grand Relations: a Rustic Comedy. Cr. 8vo. 73 × 43, pp. 314, 6s. UNWIN, June 05",Fletcher,J. S.,Grand Relations: a Rustic Comedy,UNWIN,6s.,8vo.,"Fletcher (J. S.)-Grand Relations: a Rustic Comedy. Cr. 8vo. 73 × 43, pp. 314, 6s. UNWIN, June 05",J. S. Fletcher,['Fletcher (J. S.)'],,June 05,
2103,"Fletcher (W. Y.)-Bookbinding in France. Imp. 8vo. 103 × 71, pp. 80, 3s. 6d. net; swd. 2s. 6d. net (Portfolio Monographs)......SEELEY, Oct. 05",Fletcher,W. Y.,Bookbinding in France,SEELEY,2s. 6d.,8vo.,"Fletcher (W. Y.)-Bookbinding in France. Imp. 8vo. 103 × 71, pp. 80, 3s. 6d. net; swd. 2s. 6d. net (Portfolio Monographs)......SEELEY, Oct. 05",W. Y. Fletcher,['Fletcher (W. Y.)'],,Oct. 05,net
2104,"Flint (A.) Handbook of Physiology. For Students and Practitioners of Medicine. Illus. 8vo. 9 × 6, pp. 906, 21s. net MACMILLAN, Oct. 05",Flint,A.,Handbook of Physiology,MACMILLAN,21s.,8vo.,"Flint (A.) Handbook of Physiology. For Students and Practitioners of Medicine. Illus. 8vo. 9 × 6, pp. 906, 21s. net MACMILLAN, Oct. 05",A. Flint,['Flint (A.)'],,Oct. 05,net
2106,"Flood (W. H. Grattan)-Story of the Harp. Cr. 8vo. 7×51, pp. 228, 3s. 6d. net (Music Story Series) ......W. SCOTT, Aug. 05",Flood,W. H. Grattan,Story of the Harp,W. SCOTT,3s. 6d.,8vo.,"Flood (W. H. Grattan)-Story of the Harp. Cr. 8vo. 7×51, pp. 228, 3s. 6d. net (Music Story Series) ......W. SCOTT, Aug. 05",W. H. Grattan Flood,['Flood (W. H. Grattan)'],,Aug. 05,net
2108,"Flowerdew (H.)-The Third Kiss. Novel. Cr. 8vo. 7×4, pp. 272, 6s. .......NASH, Oct. 05",Flowerdew,H.,The Third Kiss,NASH,6s.,8vo.,"Flowerdew (H.)-The Third Kiss. Novel. Cr. 8vo. 7×4, pp. 272, 6s. .......NASH, Oct. 05",H. Flowerdew,['Flowerdew (H.)'],,Oct. 05,
2114,"Forbes (Helen, Lady)-It's a Way they have in the Army. Cr. 8vo. 7 × 43, pp. 818, 6s. DUCKWORTH, May 05",Forbes,"Helen, Lady",It's a Way they have in the Army,DUCKWORTH,6s.,8vo.,"Forbes (Helen, Lady)-It's a Way they have in the Army. Cr. 8vo. 7 × 43, pp. 818, 6s. DUCKWORTH, May 05","Helen, Lady Forbes","['Forbes (Helen, Lady)']",,May 05,
2115,"Forbes (H., Lady)-The Provincials. Novel. Cr. 8vo. 74 × 5, pp. 320, 6s. ...............LONG, Jan. 05",Forbes,"H., Lady",The Provincials,LONG,6s.,8vo.,"Forbes (H., Lady)-The Provincials. Novel. Cr. 8vo. 74 × 5, pp. 320, 6s. ...............LONG, Jan. 05","H., Lady Forbes","['Forbes (H., Lady)']",,Jan. 05,
2117,"Ford (R.)-Ballads of Babyland, English and Selected and Edited with Notes. American. Cr. 8vo. 7 × 44, pp. 368, 5s. A. GARDNER, Nov. 05",Ford,R.,"Ballads of Babyland, English and Selected and Edited with Notes",A. GARDNER,5s.,8vo.,"Ford (R.)-Ballads of Babyland, English and Selected and Edited with Notes. American. Cr. 8vo. 7 × 44, pp. 368, 5s. A. GARDNER, Nov. 05",R. Ford,['Ford (R.)'],,Nov. 05,
2120,"Foreign Field (of the Wesleyan Methodist Church). Vol. 1. 4to. 2s. 6d. net; bds. 2s. net C. H. KELLY, Oct. 05",Foreign Field,of the Wesleyan Methodist Church,Vol,C. H. KELLY,2s.,4to.,"Foreign Field (of the Wesleyan Methodist Church). Vol. 1. 4to. 2s. 6d. net; bds. 2s. net C. H. KELLY, Oct. 05",of the Wesleyan Methodist Church Foreign Field,['Foreign Field (of the Wesleyan Methodist Church)'],,Oct. 05,net
2127,"Forster (R. H.)-Strained Allegiance. Novel. Cr. 8vo. 7 × 41, pp. 318, 6s. .........LONG, Jan. 05",Forster,R. H.,Strained Allegiance,LONG,6s.,8vo.,"Forster (R. H.)-Strained Allegiance. Novel. Cr. 8vo. 7 × 41, pp. 318, 6s. .........LONG, Jan. 05",R. H. Forster,['Forster (R. H.)'],,Jan. 05,
2128,"Fortescue (J. W., Hon.)-British Army, 1783- 1802. Four Lectures at the Staff College and Cavalry School. 8vo. 9 × 53, pp. 160, 4s. 6d. net MACMILLAN, Mar. 05",Fortescue,"J. W., Hon.",British Army,MACMILLAN,4s. 6d.,8vo.,"Fortescue (J. W., Hon.)-British Army, 1783- 1802. Four Lectures at the Staff College and Cavalry School. 8vo. 9 × 53, pp. 160, 4s. 6d. net MACMILLAN, Mar. 05","J. W., Hon. Fortescue","['Fortescue (J. W., Hon.)']",,Mar. 05,net
2129,"Foster (A. E. M.)-The Sensitive,and other Pieces. On Arnold handmade paper. Fcp. 8vo. 7 × 4, pp. 160, 3s. 6d. net............... ...G. ALLEN, May 05",Foster,A. E. M.,"The Sensitive,and other Pieces",G. ALLEN,3s. 6d.,8vo.,"Foster (A. E. M.)-The Sensitive,and other Pieces. On Arnold handmade paper. Fcp. 8vo. 7 × 4, pp. 160, 3s. 6d. net............... ...G. ALLEN, May 05",A. E. M. Foster,['Foster (A. E. M.)'],,May 05,net
2130,"Foster (C.)-Story of the Bible from Genesis to Revelation. Told in simple language. Adapted to all ages, especially to the young. 118 illus. New edit. 8vo. 83 × 5, pp. 622, 8s. 6d. PARTRIDGE, May 05",Foster,C.,Story of the Bible from Genesis to Revelation,PARTRIDGE,8s. 6d.,8vo.,"Foster (C.)-Story of the Bible from Genesis to Revelation. Told in simple language. Adapted to all ages, especially to the young. 118 illus. New edit. 8vo. 83 × 5, pp. 622, 8s. 6d. PARTRIDGE, May 05",C. Foster,['Foster (C.)'],,May 05,
2131,"Foster (Le Neve, Sir)-Treatise on Ore and Stone Mining. 6th edit. enl. by Bennett H. Brough. 8vo. 8 × 51, pp. 830, 84s. ...GRIFFIN, Sep. 05",Foster,"Le Neve, Sir",Treatise on Ore and Stone Mining,GRIFFIN,84s.,8vo.,"Foster (Le Neve, Sir)-Treatise on Ore and Stone Mining. 6th edit. enl. by Bennett H. Brough. 8vo. 8 × 51, pp. 830, 84s. ...GRIFFIN, Sep. 05","Le Neve, Sir Foster","['Foster (Le Neve, Sir)']",,Sep. 05,
2132,"Foster (M., Sir)-Simple Lessons on Health. For the Use of the Young. 12mo. pp. 124, 1s. MACMILLAN, Aug. 05",Foster,"M., Sir",Simple Lessons on Health,MACMILLAN,1s.,12mo.,"Foster (M., Sir)-Simple Lessons on Health. For the Use of the Young. 12mo. pp. 124, 1s. MACMILLAN, Aug. 05","M., Sir Foster","['Foster (M., Sir)']",,Aug. 05,
2133,"Foster (R. F.)-Bridge Maxims. 12mo. 64 × 41, pp. 106, 1s. 6d. net ............DE LA RUE, Jan. 05",Foster,R. F.,Bridge Maxims,DE LA RUE,1s. 6d.,12mo.,"Foster (R. F.)-Bridge Maxims. 12mo. 64 × 41, pp. 106, 1s. 6d. net ............DE LA RUE, Jan. 05",R. F. Foster,['Foster (R. F.)'],,Jan. 05,net
2134,"Foster (R. F.)-Call-Ace Euchre. 12mo. 2s. net DE LA RUE, Jan. 05",Foster,R. F.,Call-Ace Euchre,DE LA RUE,2s.,12mo.,"Foster (R. F.)-Call-Ace Euchre. 12mo. 2s. net DE LA RUE, Jan. 05",R. F. Foster,['Foster (R. F.)'],,Jan. 05,net
2135,"Foster (R. F.)-Practical Poker. 12mo. 6 × 41, pp. 268, 5s. net ..................DE LA RUE, Jan. 05",Foster,R. F.,Practical Poker,DE LA RUE,5s.,12mo.,"Foster (R. F.)-Practical Poker. 12mo. 6 × 41, pp. 268, 5s. net ..................DE LA RUE, Jan. 05",R. F. Foster,['Foster (R. F.)'],,Jan. 05,net
2137,"Fouard (C.)-Saint John and the Close of the Apostolic Age. Authorised transl. Cr. 8vo. 77 × 5, pp. 284, 7s. 6d. .......LONGMANS, Oct. 05",Fouard,C.,Saint John and the Close of the Apostolic Age,LONGMANS,7s. 6d.,8vo.,"Fouard (C.)-Saint John and the Close of the Apostolic Age. Authorised transl. Cr. 8vo. 77 × 5, pp. 284, 7s. 6d. .......LONGMANS, Oct. 05",C. Fouard,['Fouard (C.)'],,Oct. 05,
2140,"Fowell (Olivia)-Her First Term, or the Ghost of Marcot Grange Cr. 8vo. 74 × 43, pp. 240, 1s. 6d. GALL & INGLIS, Sep. 05",Fowell,Olivia,"Her First Term, or the Ghost of Marcot Grange",GALL & INGLIS,1s. 6d.,8vo.,"Fowell (Olivia)-Her First Term, or the Ghost of Marcot Grange Cr. 8vo. 74 × 43, pp. 240, 1s. 6d. GALL & INGLIS, Sep. 05",Olivia Fowell,['Fowell (Olivia)'],,Sep. 05,
2141,"Fowler (Ellen Thorneycroft)-Verses, Wise and Otherwise, with which are incorporated Verses, Grave and Gay. Cr. 8vo. 8 x 5, pp. 202, 5s. CASSELL, Sep. 05",Fowler,Ellen Thorneycroft,"Verses, Wise and Otherwise, with which are incorporated Verses, Grave and Gay",CASSELL,5s.,8vo.,"Fowler (Ellen Thorneycroft)-Verses, Wise and Otherwise, with which are incorporated Verses, Grave and Gay. Cr. 8vo. 8 x 5, pp. 202, 5s. CASSELL, Sep. 05",Ellen Thorneycroft Fowler,['Fowler (Ellen Thorneycroft)'],,Sep. 05,
2143,"Fox (G.)-Journal. Abridged by Percy Living. stone Parker, Intro. by W. Robertson Nicoll. 2 vols. 12mo. 6 x 4, pp. 518, 1thr. 5s. net ISBISTER, Sep. 05",Fox,G.,Journal,ISBISTER,5s.,12mo.,"Fox (G.)-Journal. Abridged by Percy Living. stone Parker, Intro. by W. Robertson Nicoll. 2 vols. 12mo. 6 x 4, pp. 518, 1thr. 5s. net ISBISTER, Sep. 05",G. Fox,['Fox (G.)'],,Sep. 05,net
2144,"Fox (G.)-Journal. Abridged by Percy Living- stone Parker, with Intro. by W. Robertson Nicholl, and various appreciations. Cr. 8vo. 7 × 43, pp. 540, 1s. 6d. net; swd. 1s. net...I. PITMAN, Oct. 05",Fox,G.,Journal,I. PITMAN,1s.,8vo.,"Fox (G.)-Journal. Abridged by Percy Living- stone Parker, with Intro. by W. Robertson Nicholl, and various appreciations. Cr. 8vo. 7 × 43, pp. 540, 1s. 6d. net; swd. 1s. net...I. PITMAN, Oct. 05",G. Fox,['Fox (G.)'],,Oct. 05,net
2145,"Fox (J.)-A Cumberland Vendetta. Novel. Ilus. Cr. 8vo. 73 × 5, pp. 190, 3s. 6d. net CONSTABLE, Sep. 05",Fox,J.,A Cumberland Vendetta,CONSTABLE,3s. 6d.,8vo.,"Fox (J.)-A Cumberland Vendetta. Novel. Ilus. Cr. 8vo. 73 × 5, pp. 190, 3s. 6d. net CONSTABLE, Sep. 05",J. Fox,['Fox (J.)'],,Sep. 05,net
2147,"Fox (J.)-Following the Sun-Flag. A Vain Pur. suit through Manchuria. Cr. 8vo. 8 x 5, pp. 202, 2s. 6d. net.......... CONSTABLE, May 05",Fox,J.,Following the Sun-Flag,CONSTABLE,2s. 6d.,8vo.,"Fox (J.)-Following the Sun-Flag. A Vain Pur. suit through Manchuria. Cr. 8vo. 8 x 5, pp. 202, 2s. 6d. net.......... CONSTABLE, May 05",J. Fox,['Fox (J.)'],,May 05,net
2148,"Fox (J., jun.)-Blue Grass and Rhododendron; Out-doors in Old Kentucky. 8vo 8×5, PP. 304, 6s. net ....CONSTABLE, Oct. 05",Fox,"J., jun.",Blue Grass and Rhododendron; Out-doors in Old Kentucky,CONSTABLE,6s.,8vo,"Fox (J., jun.)-Blue Grass and Rhododendron; Out-doors in Old Kentucky. 8vo 8×5, PP. 304, 6s. net ....CONSTABLE, Oct. 05","J., jun. Fox","['Fox (J., jun.)']",,Oct. 05,net
2149,"Fox (J., jun.)-Kentuckians. Novel. Illus. Cr. 8vo. 7x5, pp. 234, 8s. 6d........... CONSTABLE, Oct. 05",Fox,"J., jun.",Kentuckians,CONSTABLE,8s. 6d.,8vo.,"Fox (J., jun.)-Kentuckians. Novel. Illus. Cr. 8vo. 7x5, pp. 234, 8s. 6d........... CONSTABLE, Oct. 05","J., jun. Fox","['Fox (J., jun.)']",,Oct. 05,
2155,"Foyster (W. H.)-Magisterial Handbook. Out- line of Everyday Functions of Magistrates: Tables of Offences and Matters cognisable by them. Cr. 8vo. limp, 2s. net E. WILSON, Jan. 05",Foyster,W. H.,Magisterial Handbook,E. WILSON,2s.,8vo.,"Foyster (W. H.)-Magisterial Handbook. Out- line of Everyday Functions of Magistrates: Tables of Offences and Matters cognisable by them. Cr. 8vo. limp, 2s. net E. WILSON, Jan. 05",W. H. Foyster,['Foyster (W. H.)'],,Jan. 05,net
2163,"Francis (M. E.)-Dorset Dear. 1dylls of Country Life. Cr. 8vo. 8 x 54, pp. 340, 6s. LONGMANS, Apr. 05",Francis,M. E.,Dorset Dear,LONGMANS,6s.,8vo.,"Francis (M. E.)-Dorset Dear. Idylls of Country Life. Cr. 8vo. 8 x 54, pp. 340, 6s. LONGMANS, Apr. 05",M. E. Francis,['Francis (M. E.)'],,Apr. 05,
2164,"Francis (M. E.)-Miss Erin. Ch. issue. Cr. 8vo. 7×5, pp. 366, 1s. net............ METHUEN, Feb. 05",Francis,M. E.,Miss Erin,METHUEN,1s.,8vo.,"Francis (M. E.)-Miss Erin. Ch. issue. Cr. 8vo. 7×5, pp. 366, 1s. net............ METHUEN, Feb. 05",M. E. Francis,['Francis (M. E.)'],,Feb. 05,net
2165,"Francis (M. E.)-Wild Wheat. Dorset Romance. Cr. 8vo. 8 x 51, pp. 300, 6s...... LONGMANS, Oct. 05",Francis,M. E.,Wild Wheat,LONGMANS,6s.,8vo.,"Francis (M. E.)-Wild Wheat. Dorset Romance. Cr. 8vo. 8 x 51, pp. 300, 6s...... LONGMANS, Oct. 05",M. E. Francis,['Francis (M. E.)'],,Oct. 05,
2166,"Franklin (B.)-Autobiography. 12mo. 6d. net (Nat. Lib.) ....CASSELL, Sep. 05",Franklin,B.,Autobiography,CASSELL,6d.,12mo.,"Franklin (B.)-Autobiography. 12mo. 6d. net (Nat. Lib.) ....CASSELL, Sep. 05",B. Franklin,['Franklin (B.)'],,Sep. 05,net
2168,"Franklin (B.)-Works. 12 vols. Federal edit. 8vo. ea. 21s. net (sets only)......PUTNAM, May 05",Franklin,B.,Works,PUTNAM,21s.,8vo.,"Franklin (B.)-Works. 12 vols. Federal edit. 8vo. ea. 21s. net (sets only)......PUTNAM, May 05",B. Franklin,['Franklin (B.)'],,May 05,net
2170,"Fraser (A. C.)-John Locke as a Factor in Modern Thought. Fram Proceedings of the British Academy. Vol. 1. 8vo. swd. 1s.net FROWDE, Mar. 05",Fraser,A. C.,John Locke as a Factor in Modern Thought,FROWDE,1s.,8vo.,"Fraser (A. C.)-John Locke as a Factor in Modern Thought. Fram Proceedings of the British Academy. Vol. 1. 8vo. swd. 1s.net FROWDE, Mar. 05",A. C. Fraser,['Fraser (A. C.)'],,Mar. 05,net
2171,"Fraser (D.)-Modern Campaign: or, War and Wireless Telegraphy in the Far East. Illus. Cr. 8vo. 7 x 5, pp. 364, 6s....... METHUEN, Feb. 05",Fraser,D.,"Modern Campaign: or, War and Wireless Telegraphy in the Far East",METHUEN,6s.,8vo.,"Fraser (D.)-Modern Campaign: or, War and Wireless Telegraphy in the Far East. Illus. Cr. 8vo. 7 x 5, pp. 364, 6s....... METHUEN, Feb. 05",D. Fraser,['Fraser (D.)'],,Feb. 05,
2172,"Fraser (Hugh, Mrs.)-Splendid Porsema. 8vo. swd. 6d. .HUTCHINSON, Mar. 05",Fraser,"Hugh, Mrs.",Splendid Porsema,HUTCHINSON,6d.,8vo.,"Fraser (Hugh, Mrs.)-Splendid Porsema. 8vo. swd. 6d. .HUTCHINSON, Mar. 05","Hugh, Mrs. Fraser","['Fraser (Hugh, Mrs.)']",,Mar. 05,
2173,"Fraser (J. F.)-Canada as it is. Illus. Cr. 8vo. 7×5, pp. 312, 6s. .CASSELL, Apr. 05",Fraser,J. F.,Canada as it is,CASSELL,6s.,8vo.,"Fraser (J. F.)-Canada as it is. Illus. Cr. 8vo. 7×5, pp. 312, 6s. .CASSELL, Apr. 05",J. F. Fraser,['Fraser (J. F.)'],,Apr. 05,
2174,"Fraser (J. F.)-Vagabond Papers. 12mo. swd. 1s. W. SCOTT, July 05",Fraser,J. F.,Vagabond Papers,W. SCOTT,1s.,12mo.,"Fraser (J. F.)-Vagabond Papers. 12mo. swd. 1s. W. SCOTT, July 05",J. F. Fraser,['Fraser (J. F.)'],,July 05,
2175,"Fraser (W., Sir)-Words on Wellington. The Duke-Waterloo-the Ball. 12mo. 6 × 33, pp. 272, 1s. net; lthr. 2s. net (New Universal Lib.) ROUTLEDGE, July 05",Fraser,"W., Sir",Words on Wellington,ROUTLEDGE,2s.,12mo.,"Fraser (W., Sir)-Words on Wellington. The Duke-Waterloo-the Ball. 12mo. 6 × 33, pp. 272, 1s. net; lthr. 2s. net (New Universal Lib.) ROUTLEDGE, July 05","W., Sir Fraser","['Fraser (W., Sir)']",,July 05,net
2176,"Fraser (W. A.)-Sa'Zada Tales. Ex. cr. 8vo. 8x51, pp. 244, 6s. net ...............NUTT, Nov. 05",Fraser,W. A.,Sa'Zada Tales,NUTT,6s.,8vo.,"Fraser (W. A.)-Sa'Zada Tales. Ex. cr. 8vo. 8x51, pp. 244, 6s. net ...............NUTT, Nov. 05",W. A. Fraser,['Fraser (W. A.)'],,Nov. 05,net
2177,"Frazer (J. G.)-Lectures on the History of the Kingship. 8vo. 9 × 51, pp. 322, 8s. 6d. net MACMILLAN, Nov. 05",Frazer,J. G.,Lectures on the History of the Kingship,MACMILLAN,8s. 6d.,8vo.,"Frazer (J. G.)-Lectures on the History of the Kingship. 8vo. 9 × 51, pp. 322, 8s. 6d. net MACMILLAN, Nov. 05",J. G. Frazer,['Frazer (J. G.)'],,Nov. 05,net
2178,"Frazer (J. G., Mrs.)-Emile et Hélène. French Primer. Grammatical Exercises by M. L. Chouville. 12mo. pp. 84, 1s. (Primary Series) MACMILLAN, Jan. 05",Frazer,"J. G., Mrs.",Emile et Hélène,MACMILLAN,1s.,12mo.,"Frazer (J. G., Mrs.)-Emile et Hélène. French Primer. Grammatical Exercises by M. L. Chouville. 12mo. pp. 84, 1s. (Primary Series) MACMILLAN, Jan. 05","J. G., Mrs. Frazer","['Frazer (J. G., Mrs.)']",,Jan. 05,
2179,"Fream (W.)-Elements of Agriculture. Text- book prepared under authority of Royal Agri- cultural Society of England. 7th edit. Cr. 8vo. 7x4, pp. 494, 3s. 6d. ....... . J. MURRAY, Sep. 05",Fream,W.,Elements of Agriculture,J. MURRAY,3s. 6d.,8vo.,"Fream (W.)-Elements of Agriculture. Text- book prepared under authority of Royal Agri- cultural Society of England. 7th edit. Cr. 8vo. 7x4, pp. 494, 3s. 6d. ....... . J. MURRAY, Sep. 05",W. Fream,['Fream (W.)'],,Sep. 05,
2181,"Freeman (Mary E. Wilkins) The Debtor. Novel. Illus. Cr. 8vo. 7 × 47, pp. 572, 6s. HARPER, Nov. 05",Freeman,Mary E. Wilkins,The Debtor,HARPER,6s.,8vo.,"Freeman (Mary E. Wilkins) The Debtor. Novel. Illus. Cr. 8vo. 7 × 47, pp. 572, 6s. HARPER, Nov. 05",Mary E. Wilkins Freeman,['Freeman (Mary E. Wilkins)'],,Nov. 05,
2183,"Freer (A. Goodrich-)-In a Syrian Saddle. 8vo. 9 × 5, pp. 372, 7s. 6d. net......METHUEN, May 05",Freer,A. Goodrich-,In a Syrian Saddle,METHUEN,7s. 6d.,8vo.,"Freer (A. Goodrich-)-In a Syrian Saddle. 8vo. 9 × 5, pp. 372, 7s. 6d. net......METHUEN, May 05",A. Goodrich- Freer,['Freer (A. Goodrich-)'],,May 05,net
2189,"Frenssen (G.)-Jörn Uhl. Transl. by F. S. Delmer. Cr. 8vo. 7 × 43, pp. 408, 6s. CONSTABLE, Apr. 05",Frenssen,G.,Jörn Uhl,CONSTABLE,6s.,8vo.,"Frenssen (G.)-Jörn Uhl. Transl. by F. S. Delmer. Cr. 8vo. 7 × 43, pp. 408, 6s. CONSTABLE, Apr. 05",G. Frenssen,['Frenssen (G.)'],,Apr. 05,
2190,"Friel (D.)-Jockey Ring. 8vo. swd. 6d. ROUTLEDGE, July 05",Friel,D.,Jockey Ring,ROUTLEDGE,6d.,8vo.,"Friel (D.)-Jockey Ring. 8vo. swd. 6d. ROUTLEDGE, July 05",D. Friel,['Friel (D.)'],,July 05,
2195,"Frisby (E.)-Notes on De Quincey's Confessions of an English Opium Eater. Cr. 8vo. swd. 9d. net (Normal Tut. Series) ......SIMPKIN, Mar. 05",Frisby,E.,Notes on De Quincey's Confessions of an English Opium Eater,SIMPKIN,9d.,8vo.,"Frisby (E.)-Notes on De Quincey's Confessions of an English Opium Eater. Cr. 8vo. swd. 9d. net (Normal Tut. Series) ......SIMPKIN, Mar. 05",E. Frisby,['Frisby (E.)'],,Mar. 05,net
